group,invariant
"['K15n121806', 'K15n123246']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 3, 8), (0, 2, 3, 3, 3, 8, 32, 32, 83, 83)): 1, (2, 2, (0, 569), (0, 569)): 1, (3, 3, (0, 2, 2, 83, 83), (0, 2, 2, 83, 83)): 1, (4, 4, (0, 29, 29, 569), (0, 29, 29, 569)): 1, (5, 5, (0, 11, 11, 211, 211), (0, 11, 11, 211, 211)): 1}"
"['K15n1375', 'K15n1690']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 67), (0, 7, 67)): 1, (3, 3, (0, 7, 7, 25, 25), (0, 7, 7, 25, 25)): 1, (4, 4, (0, 7, 47, 47, 67), (0, 7, 47, 47, 67)): 1, (5, 5, (0, 59, 59, 89, 89), (0, 59, 59, 89, 89)): 1}"
"['K15n4415', 'K15n4057']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 4, 4, 17, 17), (0, 4, 4, 17, 17)): 1, (4, 12, (0, 97), (0, 4, 4, 17, 17, 97, 97, 97)): 1, (5, 5, (0, 2, 2, 2, 2, 71, 71), (0, 2, 2, 2, 2, 71, 71)): 1, (5, 60, (0, 9, 17), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 11, 11, 11, 17, 17, 17, 17, 29, 29, 29, 81, 243, 243, 243, 243)): 1, (2, 2, (0, 31), (0, 31)): 1, (4, 4, (0, 7, 7, 31), (0, 7, 7, 31)): 1}"
"['K15n2754', 'K15n2001']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 647), (0, 647)): 1, (3, 3, (0, 2, 2, 7, 7, 13, 13), (0, 2, 2, 7, 7, 13, 13)): 1, (4, 4, (0, 23, 23, 647), (0, 23, 23, 647)): 1, (5, 5, (0, 499, 499), (0, 499, 499)): 1, (4, 12, (0, 109), (0, 2, 2, 7, 7, 13, 13, 109, 109, 109)): 1}"
"['K15a55600', 'K15a55597']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1123), (0, 1123)): 1, (4, 4, (0, 17, 17, 1123), (0, 17, 17, 1123)): 1, (3, 3, (0, 11, 11, 19, 19), (0, 11, 11, 19, 19)): 1, (5, 5, (0, 1471, 1471), (0, 1471, 1471)): 1}"
"['K15n25522', 'K15n25034']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 331), (0, 331)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 13, 13, 331), (0, 13, 13, 331)): 1, (5, 5, (0, 3, 3, 3, 3, 59, 59), (0, 3, 3, 3, 3, 59, 59)): 1}"
"['K14n1313', 'K14n1278']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (2, 2, (0, 163), (0, 163)): 1, (4, 4, (0, 7, 7, 163), (0, 7, 7, 163)): 1, (5, 5, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2)): 1}"
"['K15n894', 'K15n1469']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 16), (0, 2, 16, 41, 41, 64, 64)): 1, (5, 60, (0, 2, 2, 3, 3), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 9, 9, 9, 9, 9, 9, 9, 9, 169, 169, 169, 169, 169)): 1, (2, 2, (0, 257), (0, 257)): 1, (3, 3, (0, 2, 2, 41, 41), (0, 2, 2, 41, 41)): 1, (4, 4, (0, 17, 17, 257), (0, 17, 17, 257)): 1, (5, 5, (0, 3, 3, 3, 3, 89, 89), (0, 3, 3, 3, 3, 89, 89)): 1}"
"['K15n18705', 'K15n15643']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 293), (0, 293)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (4, 4, (0, 7, 7, 293), (0, 7, 7, 293)): 1, (5, 5, (0, 2, 2, 2, 2, 31, 31), (0, 2, 2, 2, 2, 31, 31)): 1, (5, 60, (0, 3, 2857), (0, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 11, 11, 11, 11, 11, 16, 16, 16, 16, 31, 31, 31, 2857, 2857, 2857, 2857)): 1}"
"['K15a6560', 'K15a6448']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 3, 19), (0, 3, 9, 19, 19, 289)): 1, (2, 2, (0, 3, 289), (0, 3, 289)): 1, (3, 3, (0, 293, 293), (0, 293, 293)): 1, (5, 5, (0, 2, 2, 2, 2, 1979, 1979), (0, 2, 2, 2, 2, 1979, 1979)): 1, (4, 4, (0, 3, 61, 61, 289), (0, 3, 61, 61, 289)): 1}"
"['K15n78077', 'K15n77883']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 4, 8, 16, 16, 16, 16, 49, 49, 49, 49, 49, 109, 109, 109)): 1, (3, 6, (0, 5, 7), (0, 3, 5, 5, 7, 7, 139)): 1, (2, 2, (0, 3, 139), (0, 3, 139)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (4, 4, (0, 3, 7, 7, 139), (0, 3, 7, 7, 139)): 1, (5, 5, (0, 1049, 1049), (0, 1049, 1049)): 1}"
"['K15a81414', 'K15a81472']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 599), (0, 599)): 1, (3, 3, (0, 41, 41), (0, 41, 41)): 1, (4, 4, (0, 599), (0, 599)): 1, (5, 5, (0, 4, 4, 4, 4, 19, 19), (0, 4, 4, 4, 4, 19, 19)): 1}"
"['K15a28014', 'K15a28030']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 2, 3, 7), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 16, 16, 16, 16, 5737, 5737, 5737, 5737, 5737)): 1, (2, 2, (0, 863), (0, 863)): 1, (3, 3, (0, 11, 11, 13, 13), (0, 11, 11, 13, 13)): 1, (4, 4, (0, 7, 7, 863), (0, 7, 7, 863)): 1, (5, 5, (0, 3, 3, 3, 3, 41, 41), (0, 3, 3, 3, 3, 41, 41)): 1}"
"['K15a6140', 'K15a5948']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 43, 43), (0, 5, 5, 43, 43)): 1, (2, 2, (0, 1063), (0, 1063)): 1, (4, 4, (0, 23, 23, 1063), (0, 23, 23, 1063)): 1, (5, 5, (0, 2141, 2141), (0, 2141, 2141)): 1}"
"['K14n7868', 'K14n7927']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 43), (0, 7, 43)): 1, (3, 3, (0, 43, 43), (0, 43, 43)): 1, (4, 4, (0, 3, 3, 7, 43), (0, 3, 3, 7, 43)): 1, (5, 5, (0, 211, 211), (0, 211, 211)): 1}"
"['K15a56444', 'K15a56220']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 29, 29)): 1, (2, 2, (0, 521), (0, 521)): 1, (3, 3, (0, 2, 2, 29, 29), (0, 2, 2, 29, 29)): 1, (4, 4, (0, 521), (0, 521)): 1, (5, 5, (0, 19, 19, 29, 29), (0, 19, 19, 29, 29)): 1}"
"['K15n23984', 'K15n28404']","{(1, 1, (0,), (0,)): 1, (5, 10, (0,), (0, 5, 7)): 1, (2, 2, (0, 5, 7), (0, 5, 7)): 1, (3, 3, (0, 101, 101), (0, 101, 101)): 1, (4, 4, (0, 5, 7, 41, 41), (0, 5, 7, 41, 41)): 1, (5, 5, (0, 4, 4, 4, 4, 9, 9, 9, 9), (0, 4, 4, 4, 4, 9, 9, 9, 9)): 1}"
"['K15n44247', 'K15n47589']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 3, 7), (0, 2, 2, 3, 3, 3, 7, 7, 7, 41, 41)): 1, (2, 2, (0, 11, 23), (0, 11, 23)): 1, (3, 3, (0, 2, 2, 41, 41), (0, 2, 2, 41, 41)): 1, (4, 4, (0, 11, 19, 19, 23), (0, 11, 19, 19, 23)): 1, (5, 5, (0, 1171, 1171), (0, 1171, 1171)): 1}"
"['K15n121740', 'K15n123301']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 289), (0, 289)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 289), (0, 289)): 1, (5, 5, (0, 121, 121), (0, 121, 121)): 1}"
"['K15a824', 'K15a675']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 929), (0, 929)): 1, (3, 3, (0, 5, 5, 71, 71), (0, 5, 5, 71, 71)): 1, (4, 4, (0, 101, 101, 929), (0, 101, 101, 929)): 1, (5, 5, (0, 24151, 24151), (0, 24151, 24151)): 1}"
"['K15n48826', 'K15n49895']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 47), (0, 7, 47)): 1, (3, 3, (0, 5, 5, 23, 23), (0, 5, 5, 23, 23)): 1, (4, 4, (0, 7, 29, 29, 47), (0, 7, 29, 29, 47)): 1, (5, 5, (0, 2281, 2281), (0, 2281, 2281)): 1}"
"['K15a30937', 'K15a31150']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 431), (0, 431)): 1, (4, 4, (0, 3, 3, 431), (0, 3, 3, 431)): 1, (5, 60, (0, 3, 5, 7), (0, 2, 2, 2, 2, 4, 4, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8, 8, 8, 8, 9, 25, 25, 25, 27, 27, 27, 27, 271, 271, 271, 271, 271, 1201, 1201, 1201)): 1, (5, 5, (0, 23, 23, 23, 23), (0, 23, 23, 23, 23)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1}"
"['K15n8566', 'K15n8589']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 389), (0, 389)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 7, 7, 389), (0, 7, 7, 389)): 1, (5, 5, (0, 269, 269), (0, 269, 269)): 1}"
"['K15n25164', 'K15n26219']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 53), (0, 53)): 1, (3, 3, (0, 13, 13), (0, 13, 13)): 1, (4, 4, (0, 53), (0, 53)): 1, (5, 5, (0, 8, 8, 8, 8), (0, 8, 8, 8, 8)): 1}"
"['K15n7821', 'K15n12729']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 331), (0, 331)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 13, 13, 331), (0, 13, 13, 331)): 1, (5, 5, (0, 3, 3, 3, 3, 59, 59), (0, 3, 3, 3, 3, 59, 59)): 1}"
"['K15n22244', 'K15n23440']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 353), (0, 353)): 1, (3, 3, (0, 97, 97), (0, 97, 97)): 1, (4, 4, (0, 13, 13, 353), (0, 13, 13, 353)): 1, (5, 5, (0, 131, 131), (0, 131, 131)): 1}"
"['K15n26110', 'K15n26817']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 31, 31), (0, 31, 31)): 1, (2, 2, (0, 313), (0, 313)): 1, (5, 5, (0, 31, 31, 59, 59), (0, 31, 31, 59, 59)): 1, (4, 4, (0, 19, 19, 313), (0, 19, 19, 313)): 1}"
"['K15a61270', 'K15a61264']","{(1, 1, (0,), (0,)): 1, (5, 120, (0, 4, 7), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 9, 9, 9, 13, 17, 17, 17, 17, 17, 17, 25, 25, 25, 25, 27, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125)): 1, (5, 20, (0, 3, 5, 4519), (0, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 7, 13, 125, 4519, 4519, 4519, 4519)): 1, (5, 10, (0, 3, 3), (0, 3, 3, 3, 3, 3, 5, 5, 13)): 1, (4, 12, (0, 97), (0, 2, 2, 97, 97, 97, 121, 121)): 1, (3, 6, (0, 121), (0, 3, 13, 25, 121, 121)): 1, (5, 20, (0, 3, 5, 11), (0, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 7, 11, 11, 11, 11, 13, 125)): 1, (3, 3, (0, 2, 2, 121, 121), (0, 2, 2, 121, 121)): 1, (2, 2, (0, 3, 13, 25), (0, 3, 13, 25)): 1, (4, 4, (0, 3, 5, 5, 7, 7, 13, 25), (0, 3, 5, 5, 7, 7, 13, 25)): 1, (5, 5, (0, 3121, 3121), (0, 3121, 3121)): 1}"
"['K15n119968', 'K15n119613']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 31), (0, 11, 31)): 1, (3, 3, (0, 2, 2, 59, 59), (0, 2, 2, 59, 59)): 1, (4, 4, (0, 11, 27, 27, 31), (0, 11, 27, 27, 31)): 1, (5, 5, (0, 2, 2, 2, 2, 409, 409), (0, 2, 2, 2, 2, 409, 409)): 1, (4, 12, (0, 2, 2, 61), (0, 2, 2, 8, 8, 59, 59, 61, 61, 61)): 1}"
"['K15n20362', 'K15n19734']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 3), (0, 2, 2, 3, 3, 3, 109, 109)): 1, (5, 60, (0, 3, 103), (0, 2, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 9, 9, 9, 9, 16, 16, 16, 16, 103, 103, 103, 103, 127, 127, 127, 127, 127, 739, 739, 739)): 1, (3, 3, (0, 2, 2, 109, 109), (0, 2, 2, 109, 109)): 1, (2, 2, (0, 643), (0, 643)): 1, (4, 4, (0, 49, 49, 643), (0, 49, 49, 643)): 1, (5, 5, (0, 5701, 5701), (0, 5701, 5701)): 1}"
"['K15n32652', 'K15n31210']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 601), (0, 601)): 1, (3, 3, (0, 151, 151), (0, 151, 151)): 1, (4, 4, (0, 3, 3, 7, 7, 601), (0, 3, 3, 7, 7, 601)): 1, (5, 5, (0, 19, 19, 79, 79), (0, 19, 19, 79, 79)): 1}"
"['K15n9295', 'K15n9197']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 317), (0, 317)): 1, (3, 3, (0, 25, 25), (0, 25, 25)): 1, (4, 4, (0, 9, 9, 317), (0, 9, 9, 317)): 1, (5, 5, (0, 3, 3, 3, 3, 61, 61), (0, 3, 3, 3, 3, 61, 61)): 1, (5, 60, (0, 2, 2, 3, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 8, 16, 16, 16, 16, 25, 25, 25, 5399, 5399, 5399)): 1}"
"['K15n33979', 'K15n33915']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 4, 9, 13), (0, 2, 2, 2, 2, 4, 4, 4, 4, 5, 5, 9, 9, 9, 9, 13, 13, 13, 13, 31)): 1, (5, 20, (0, 131), (0, 5, 5, 31, 131, 131, 131, 131)): 1, (2, 2, (0, 31), (0, 31)): 1, (3, 3, (0, 5, 5), (0, 5, 5)): 1, (4, 4, (0, 5, 5, 31), (0, 5, 5, 31)): 1, (5, 5, (0, 109, 109), (0, 109, 109)): 1}"
"['K15a57903', 'K15a57943']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (2, 2, (0, 11, 61), (0, 11, 61)): 1, (4, 4, (0, 11, 61), (0, 11, 61)): 1, (5, 5, (0, 619, 619), (0, 619, 619)): 1}"
"['K15n14436', 'K15n21020']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 67), (0, 5, 67)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 5, 11, 11, 67), (0, 5, 11, 11, 67)): 1, (5, 5, (0, 61, 61), (0, 61, 61)): 1, (5, 10, (0, 379), (0, 5, 67, 379, 379)): 1}"
"['K15a3391', 'K15a3424']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 19, 61), (0, 19, 61)): 1, (3, 3, (0, 239, 239), (0, 239, 239)): 1, (4, 4, (0, 19, 27, 27, 61), (0, 19, 27, 27, 61)): 1, (5, 5, (0, 2971, 2971), (0, 2971, 2971)): 1}"
"['K15n53291', 'K15n53543']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 64, 64), (0, 64, 64)): 1, (5, 10, (0, 5), (0, 5, 5, 5, 49)): 1, (2, 2, (0, 5, 49), (0, 5, 49)): 1, (4, 4, (0, 5, 11, 11, 49), (0, 5, 11, 11, 49)): 1, (5, 5, (0, 19, 19, 29, 29), (0, 19, 19, 29, 29)): 1, (4, 12, (0, 3, 7), (0, 3, 3, 3, 7, 7, 7, 64, 64)): 1}"
"['K15a57389', 'K15a56964']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 23, 23), (0, 5, 5, 23, 23)): 1, (2, 2, (0, 7, 107), (0, 7, 107)): 1, (4, 4, (0, 3, 3, 7, 107), (0, 3, 3, 7, 107)): 1, (5, 5, (0, 11, 11, 59, 59), (0, 11, 11, 59, 59)): 1}"
"['K15n92160', 'K15n104885']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 3, 5, 13), (0, 3, 3, 3, 5, 5, 5, 7, 7, 8, 8, 13, 13, 13)): 1, (5, 60, (0, 0, 2, 3, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 7, 7, 7, 7, 7, 11, 11, 11, 16, 19, 19, 19, 32, 32, 32, 32)): 1, (2, 2, (0, 7, 53), (0, 7, 53)): 1, (3, 3, (0, 7, 7, 8, 8), (0, 7, 7, 8, 8)): 1, (4, 4, (0, 7, 13, 13, 53), (0, 7, 13, 13, 53)): 1, (5, 5, (0, 11, 11, 101, 101), (0, 11, 11, 101, 101)): 1, (5, 60, (0, 4, 9, 9, 16, 19), (0, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 11, 11, 11, 13, 13, 13, 13, 13, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 27, 27, 27, 27, 79, 79, 79, 79, 79)): 1}"
"['K15n30112', 'K15n31564']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 347), (0, 347)): 1, (5, 60, (0, 3, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 9, 9, 9, 9, 23, 23, 23, 23, 23, 29, 29, 29)): 1, (4, 4, (0, 347), (0, 347)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (5, 5, (0, 239, 239), (0, 239, 239)): 1}"
"['K15a58209', 'K15a58110']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 97, 97), (0, 97, 97)): 1, (2, 2, (0, 701), (0, 701)): 1, (4, 4, (0, 13, 13, 701), (0, 13, 13, 701)): 1, (5, 5, (0, 4, 4, 4, 4, 149, 149), (0, 4, 4, 4, 4, 149, 149)): 1}"
"['K15a6845', 'K15a7454']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 83), (0, 7, 83)): 1, (3, 3, (0, 163, 163), (0, 163, 163)): 1, (4, 4, (0, 7, 23, 23, 83), (0, 7, 23, 23, 83)): 1, (5, 5, (0, 11, 11, 61, 61), (0, 11, 11, 61, 61)): 1}"
"['K15a56224', 'K15a56289']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1061), (0, 1061)): 1, (3, 3, (0, 181, 181), (0, 181, 181)): 1, (5, 5, (0, 2, 2, 2, 2, 281, 281), (0, 2, 2, 2, 2, 281, 281)): 1, (4, 4, (0, 7, 7, 1061), (0, 7, 7, 1061)): 1}"
"['K15n2006', 'K15n2468']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 277), (0, 277)): 1, (3, 3, (0, 7, 7, 19, 19), (0, 7, 7, 19, 19)): 1, (4, 4, (0, 3, 3, 17, 17, 277), (0, 3, 3, 17, 17, 277)): 1, (5, 5, (0, 5011, 5011), (0, 5011, 5011)): 1}"
"['K15n75410', 'K15n75853']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 3, 3, 7), (0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 7, 7, 7, 7, 7, 9)): 1, (3, 6, (0, 7), (0, 3, 3, 7, 7, 7)): 1, (5, 20, (0, 2, 4), (0, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 7, 9)): 1, (2, 2, (0, 7, 9), (0, 7, 9)): 1, (3, 3, (0, 5, 5, 7, 7), (0, 5, 5, 7, 7)): 1, (4, 4, (0, 3, 3, 5, 5, 7, 9), (0, 3, 3, 5, 5, 7, 9)): 1, (5, 5, (0, 11, 11, 31, 31), (0, 11, 11, 31, 31)): 1}"
"['K13a186', 'K13a167']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 257), (0, 257)): 1, (3, 3, (0, 19, 19), (0, 19, 19)): 1, (4, 4, (0, 7, 7, 257), (0, 7, 7, 257)): 1, (5, 5, (0, 359, 359), (0, 359, 359)): 1}"
"['K15a5428', 'K15a5367']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 4), (0, 2, 4, 5, 5, 16, 16, 23, 23)): 1, (2, 2, (0, 683), (0, 683)): 1, (3, 3, (0, 2, 2, 5, 5, 23, 23), (0, 2, 2, 5, 5, 23, 23)): 1, (4, 4, (0, 49, 49, 683), (0, 49, 49, 683)): 1, (5, 5, (0, 5101, 5101), (0, 5101, 5101)): 1}"
"['K14a13034', 'K14a12985']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 439), (0, 439)): 1, (4, 4, (0, 439), (0, 439)): 1, (5, 5, (0, 3, 3, 3, 3), (0, 3, 3, 3, 3)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1}"
"['K15n115338', 'K15n93615']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 17), (0, 11, 17)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (4, 4, (0, 9, 9, 11, 17), (0, 9, 9, 11, 17)): 1, (5, 5, (0, 271, 271), (0, 271, 271)): 1}"
"['K15n7405', 'K15n10798']","{(1, 1, (0,), (0,)): 1, (4, 24, (0, 2, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 7, 19, 25, 25, 25)): 1, (4, 12, (0, 0, 2), (0, 0, 0, 0, 2, 2, 2, 29, 29)): 1, (4, 12, (0, 2, 2, 61), (0, 2, 2, 4, 4, 4, 4, 29, 29, 61, 61, 61)): 1, (3, 6, (0, 2, 2, 5), (0, 2, 2, 2, 2, 3, 5, 5, 7, 19)): 1, (4, 12, (0, 4, 4, 11), (0, 4, 4, 4, 4, 11, 11, 11, 16, 16, 29, 29)): 1, (4, 12, (0, 2, 3, 8), (0, 2, 2, 2, 3, 3, 3, 8, 29, 29, 32, 32)): 1, (4, 12, (0, 2, 2, 13), (0, 2, 2, 4, 4, 4, 4, 13, 13, 13, 29, 29)): 1, (2, 2, (0, 3, 7, 19), (0, 3, 7, 19)): 1, (3, 3, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (4, 24, (0, 2, 4, 13, 311), (0, 3, 4, 4, 4, 5, 5, 5, 5, 5, 7, 8, 13, 13, 13, 19, 32, 32, 311, 311, 311)): 1, (4, 4, (0, 3, 7, 19, 19, 19), (0, 3, 7, 19, 19, 19)): 1, (4, 24, (0, 2, 43, 103), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 19, 43, 43, 43, 103, 103, 103)): 1, (5, 5, (0, 761, 761), (0, 761, 761)): 1}"
"['K15a8254', 'K15a8211']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 83), (0, 13, 83)): 1, (3, 3, (0, 239, 239), (0, 239, 239)): 1, (4, 4, (0, 13, 23, 23, 83), (0, 13, 23, 23, 83)): 1, (5, 5, (0, 401, 401), (0, 401, 401)): 1}"
"['K15n23540', 'K15n23201']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 199), (0, 199)): 1, (5, 60, (0, 3, 4, 8), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 25, 25, 25)): 1, (4, 4, (0, 7, 7, 199), (0, 7, 7, 199)): 1, (3, 3, (0, 5, 5, 7, 7), (0, 5, 5, 7, 7)): 1, (5, 60, (0, 0, 3, 8), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 8, 8, 8, 8, 31, 31, 31)): 1, (5, 5, (0, 271, 271), (0, 271, 271)): 1}"
"['K15n120391', 'K15n119411']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 27), (0, 2, 2, 27, 27, 27, 43, 43)): 1, (3, 3, (0, 2, 2, 43, 43), (0, 2, 2, 43, 43)): 1, (2, 2, (0, 467), (0, 467)): 1, (4, 4, (0, 7, 7, 467), (0, 7, 7, 467)): 1, (5, 120, (0, 8, 9, 125), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 25, 25, 25, 25, 25, 27, 27, 27, 27, 125, 163, 163, 163, 163, 163, 163, 211, 211, 211, 211, 211, 467, 625, 625, 625, 787, 787, 787, 787, 787)): 1, (5, 5, (0, 2239, 2239), (0, 2239, 2239)): 1}"
