rep,covers,group
K15a5176,"[1, 2, 4, 5, 12, 11]","['K15a5176', 'K15a5194']"
K15n55325,"[1, 1, 1, 10, 23, 13]","['K15n55325', 'K15n61227']"
K15a2213,"[1, 1, 1, 1, 1, 10]","['K15a2213', 'K15a2398']"
K15a3597,"[1, 1, 1, 1, 1, 5]","['K15a3597', 'K15a4099']"
K15n15234,"[1, 1, 2, 3, 5, 10]","['K15n15234', 'K15n20864']"
K15n60497,"[1, 1, 2, 2, 10, 8]","['K15n60497', 'K15n71937']"
K14a12960,"[1, 1, 2, 1, 3, 9]","['K14a12960', 'K14a13052']"
K15a45666,"[1, 1, 1, 5, 4, 5]","['K15a45666', 'K15a46555']"
K15a56958,"[1, 2, 5, 4, 22, 12]","['K15a56958', 'K15a57357']"
K14n5260,"[1, 1, 2, 1, 7, 24]","['K14n5260', 'K14n5309']"
K15a36407,"[1, 2, 5, 4, 14, 5]","['K15a36407', 'K15a38094']"
K15n14534,"[1, 1, 1, 3, 7, 7]","['K15n14534', 'K15n21130']"
K15n112158,"[1, 1, 1, 2, 2, 4]","['K15n112158', 'K15n47821']"
K15n115413,"[1, 1, 1, 4, 14, 10]","['K15n115413', 'K15n32311']"
K15n13744,"[1, 1, 1, 2, 3, 10]","['K15n13744', 'K15n15761']"
K15a59746,"[1, 1, 2, 3, 9, 8]","['K15a59746', 'K15a59763']"
K15n26263,"[1, 2, 5, 1, 13, 7]","['K15n26263', 'K15n27034']"
K15n10786,"[1, 1, 2, 5, 12, 7]","['K15n10786', 'K15n10807']"
K15n21493,"[1, 2, 5, 4, 16, 10]","['K15n21493', 'K15n21696']"
K15n123832,"[1, 1, 2, 7, 17, 13]","['K15n123832', 'K15n123868']"
K15a60690,"[1, 2, 4, 2, 12, 5]","['K15a60690', 'K15a62904']"
K15n19946,"[1, 1, 1, 4, 12, 14]","['K15n19946', 'K15n37195']"
K15a6988,"[1, 1, 1, 3, 4, 5]","['K15a6988', 'K15a7472']"
K15n17250,"[1, 1, 1, 3, 7, 8]","['K15n17250', 'K15n20132']"
K14a4296,"[1, 1, 1, 3, 4, 4]","['K14a4296', 'K14a4332']"
K15n134162,"[1, 1, 1, 10, 20, 15]","['K15n134162', 'K15n137008']"
K15n13301,"[1, 1, 1, 3, 5, 8]","['K15n13301', 'K15n13625']"
K15n117881,"[1, 1, 1, 4, 9, 7]","['K15n117881', 'K15n118871']"
K15a5619,"[1, 1, 1, 2, 6, 6]","['K15a5619', 'K15a8431']"
K15a59307,"[1, 1, 2, 10, 14, 9]","['K15a59307', 'K15a59382']"
K15a10376,"[1, 1, 1, 4, 6, 7]","['K15a10376', 'K15a10417']"
K15a53254,"[1, 1, 2, 1, 3, 8]","['K15a53254', 'K15a53374']"
K15n2739,"[1, 1, 2, 4, 6, 6]","['K15n2739', 'K15n3519']"
K15n14228,"[1, 1, 2, 3, 7, 9]","['K15n14228', 'K15n15815']"
K15a19608,"[1, 2, 5, 5, 16, 9]","['K15a19608', 'K15a19675']"
K15n2284,"[1, 1, 1, 1, 1, 7]","['K15n2284', 'K15n3457']"
K15a46708,"[1, 1, 1, 1, 3, 3]","['K15a46708', 'K15a47091']"
K15a38151,"[1, 1, 2, 4, 8, 8]","['K15a38151', 'K15a38306']"
K15n106721,"[1, 2, 2, 1, 7, 8]","['K15n106721', 'K15n61812']"
K15a59234,"[1, 1, 2, 4, 6, 5]","['K15a59234', 'K15a59247']"
K15n17581,"[1, 2, 5, 8, 26, 28]","['K15n17581', 'K15n17584']"
K15a1901,"[1, 1, 1, 2, 4, 3]","['K15a1901', 'K15a2469']"
K15a38414,"[1, 2, 5, 10, 36, 27]","['K15a38414', 'K15a7806']"
K15n21896,"[1, 1, 1, 3, 3, 8]","['K15n21896', 'K15n21937']"
K15a2764,"[1, 2, 5, 2, 18, 17]","['K15a2764', 'K15a2766']"
K15a60766,"[1, 2, 6, 4, 16, 12]","['K15a60766', 'K15a63339']"
K15a5321,"[1, 1, 1, 1, 3, 9]","['K15a5321', 'K15a5468']"
K15n26646,"[1, 2, 2, 3, 11, 15]","['K15n26646', 'K15n30076']"
K15n10217,"[1, 2, 1, 1, 3, 12]","['K15n10217', 'K15n8673']"
K15n2194,"[1, 1, 1, 2, 4, 4]","['K15n2194', 'K15n2788']"
K15a56473,"[1, 2, 5, 1, 11, 7]","['K15a56473', 'K15a59469']"
K15a54978,"[1, 2, 2, 7, 12, 35]","['K15a54978', 'K15a54989']"
K15n21056,"[1, 1, 2, 5, 15, 8]","['K15n21056', 'K15n21207']"
K15a61326,"[1, 1, 1, 2, 4, 28]","['K15a61326', 'K15a64025']"
K14n1268,"[1, 1, 2, 4, 12, 4]","['K14n1268', 'K14n1518']"
K14n20295,"[1, 1, 2, 3, 9, 8]","['K14n20295', 'K14n20912']"
K15n117946,"[1, 1, 1, 5, 10, 11]","['K15n117946', 'K15n118817', 'K15n118857']"
K15n16698,"[1, 1, 1, 3, 3, 3]","['K15n16698', 'K15n17022']"
K15a10280,"[1, 2, 1, 3, 9, 5]","['K15a10280', 'K15a8597']"
K15n23484,"[1, 2, 5, 3, 17, 11]","['K15n23484', 'K15n23632']"
K15n450,"[1, 1, 2, 2, 6, 11]","['K15n450', 'K15n996']"
K15n10199,"[1, 1, 1, 2, 8, 6]","['K15n10199', 'K15n9785']"
K15n8012,"[1, 1, 1, 2, 6, 7]","['K15n8012', 'K15n8111']"
K15n7003,"[1, 2, 4, 7, 24, 8]","['K15n7003', 'K15n8357']"
K15n10172,"[1, 1, 2, 3, 9, 7]","['K15n10172', 'K15n8215']"
K15n123696,"[1, 1, 2, 7, 12, 11]","['K15n123696', 'K15n123710']"
K15n2363,"[1, 1, 2, 3, 5, 3]","['K15n2363', 'K15n2424']"
K15n121740,"[1, 1, 1, 1, 5, 5]","['K15n121740', 'K15n123301']"
K15n60500,"[1, 2, 4, 4, 10, 2]","['K15n60500', 'K15n71940']"
K15n33562,"[1, 1, 1, 9, 11, 8]","['K15n33562', 'K15n33601']"
K15n14587,"[1, 2, 9, 2, 24, 8]","['K15n14587', 'K15n20424']"
K15n10701,"[1, 2, 9, 3, 27, 17]","['K15n10701', 'K15n10799']"
K14n1288,"[1, 2, 5, 2, 16, 6]","['K14n1288', 'K14n1471']"
K15a11890,"[1, 1, 1, 10, 8, 12]","['K15a11890', 'K15a11914']"
K15n12732,"[1, 1, 1, 4, 9, 2]","['K15n12732', 'K15n13247']"
K15n6189,"[1, 1, 1, 2, 6, 3]","['K15n6189', 'K15n6275']"
K15n15301,"[1, 2, 5, 2, 20, 10]","['K15n15301', 'K15n20221']"
K15n10559,"[1, 2, 5, 3, 13, 11]","['K15n10559', 'K15n6687']"
K15n28280,"[1, 1, 2, 1, 3, 5]","['K15n28280', 'K15n4944']"
K15a39859,"[1, 5, 4, 7, 28, 21]","['K15a39859', 'K15a40174']"
K15n10894,"[1, 1, 2, 2, 6, 5]","['K15n10894', 'K15n6567']"
K15n2717,"[1, 1, 2, 5, 11, 4]","['K15n2717', 'K15n5685']"
K15n38290,"[1, 1, 2, 1, 9, 6]","['K15n38290', 'K15n38340']"
K15n19099,"[1, 1, 1, 1, 9, 2]","['K15n19099', 'K15n20658']"
K15n10076,"[1, 1, 1, 5, 9, 7]","['K15n10076', 'K15n10229']"
K15n130474,"[1, 1, 2, 2, 4, 5]","['K15n130474', 'K15n133306']"
K15n22311,"[1, 1, 1, 2, 6, 5]","['K15n22311', 'K15n23247']"
K15n29618,"[1, 1, 1, 8, 22, 13]","['K15n29618', 'K15n9771']"
K15n20038,"[1, 1, 1, 7, 19, 13]","['K15n20038', 'K15n7914']"
K15n22152,"[1, 1, 1, 4, 4, 5]","['K15n22152', 'K15n22530']"
K15n15311,"[1, 2, 1, 1, 3, 4]","['K15n15311', 'K15n17054']"
K15n23744,"[1, 1, 1, 4, 4, 4]","['K15n23744', 'K15n23927']"
K15n12377,"[1, 2, 5, 3, 13, 9]","['K15n12377', 'K15n13363']"
K15a1766,"[1, 1, 1, 2, 6, 10]","['K15a1766', 'K15a1774']"
K15n75316,"[1, 2, 6, 8, 28, 44]","['K15n75316', 'K15n75977']"
K15a12830,"[1, 1, 2, 4, 10, 13]","['K15a12830', 'K15a16915']"
K14n2709,"[1, 2, 5, 3, 17, 8]","['K14n2709', 'K14n2900']"
K15n139315,"[1, 2, 5, 5, 21, 15]","['K15n139315', 'K15n139321']"
K15n35081,"[1, 1, 2, 1, 7, 3]","['K15n35081', 'K15n35093']"
K15n11504,"[1, 1, 2, 4, 12, 11]","['K15n11504', 'K15n11523']"
K13n793,"[1, 1, 1, 1, 5, 6]","['K13n793', 'K13n882']"
K15n10579,"[1, 2, 5, 3, 19, 12]","['K15n10579', 'K15n6743']"
K15n31413,"[1, 1, 1, 4, 8, 6]","['K15n31413', 'K15n32387']"
K15n21560,"[1, 1, 1, 2, 4, 4]","['K15n21560', 'K15n21729']"
K15n115334,"[1, 2, 5, 4, 19, 20]","['K15n115334', 'K15n115924']"
K15a1050,"[1, 1, 1, 1, 3, 7]","['K15a1050', 'K15a970']"
K15a58416,"[1, 2, 9, 8, 38, 54]","['K15a58416', 'K15a59194']"
K14a1125,"[1, 1, 2, 1, 5, 4]","['K14a1125', 'K14a1155']"
K15n89687,"[1, 1, 1, 5, 4, 20]","['K15n89687', 'K15n96504']"
K15n123821,"[1, 1, 1, 8, 11, 14]","['K15n123821', 'K15n123883']"
K15a57675,"[1, 2, 2, 2, 7, 5]","['K15a57675', 'K15a59005']"
K15a34284,"[1, 1, 1, 1, 7, 6]","['K15a34284', 'K15a53623']"
K15n33364,"[1, 1, 1, 4, 4, 11]","['K15n33364', 'K15n33535']"
K14n5631,"[1, 14, 97, 41, 683, 1394]","['K14n5631', 'K14n5632']"
K15n102577,"[1, 2, 5, 3, 12, 7]","['K15n102577', 'K15n57645']"
K15n10700,"[1, 2, 9, 1, 21, 13]","['K15n10700', 'K15n7329']"
K15n10798,"[1, 2, 9, 1, 21, 15]","['K15n10798', 'K15n7405']"
K15a3741,"[1, 1, 1, 2, 6, 8]","['K15a3741', 'K15a4602']"
K15a29522,"[1, 1, 2, 1, 7, 20]","['K15a29522', 'K15a30813']"
K15a58677,"[1, 1, 1, 3, 7, 5]","['K15a58677', 'K15a58678', 'K15a58740']"
K14n5239,"[1, 1, 1, 4, 1, 3]","['K14n5239', 'K14n5409']"
K15n120685,"[1, 1, 2, 2, 6, 4]","['K15n120685', 'K15n123673']"
K15n121998,"[1, 1, 2, 3, 5, 13]","['K15n121998', 'K15n122020']"
K14n10412,"[1, 1, 2, 2, 4, 2]","['K14n10412', 'K14n17482']"
K15a311,"[1, 1, 2, 4, 5, 4]","['K15a311', 'K15a56']"
K15n122635,"[1, 1, 1, 7, 9, 10]","['K15n122635', 'K15n123473']"
K15n13940,"[1, 2, 5, 3, 15, 5]","['K15n13940', 'K15n15997']"
K15a57111,"[1, 2, 5, 3, 14, 27]","['K15a57111', 'K15a57973']"
K15n32298,"[1, 1, 2, 1, 5, 10]","['K15n32298', 'K15n4579']"
K15n121436,"[1, 1, 1, 1, 1, 14]","['K15n121436', 'K15n121538']"
K15a10043,"[1, 1, 2, 2, 5, 3]","['K15a10043', 'K15a9888']"
K15n15003,"[1, 2, 5, 3, 20, 11]","['K15n15003', 'K15n15018']"
K15a6557,"[1, 2, 5, 3, 14, 12]","['K15a6557', 'K15a6911']"
K15n26056,"[1, 1, 2, 4, 9, 8]","['K15n26056', 'K15n26065']"
K15n29613,"[1, 1, 1, 2, 4, 11]","['K15n29613', 'K15n8176']"
K15n118520,"[1, 2, 5, 6, 20, 12]","['K15n118520', 'K15n118636']"
K15n101388,"[1, 1, 1, 4, 2, 7]","['K15n101388', 'K15n101831']"
K15n22673,"[1, 1, 2, 3, 11, 4]","['K15n22673', 'K15n22940']"
K15a57111,"[1, 2, 5, 3, 14, 27]","['K15a57111', 'K15a57973']"
K15a30239,"[1, 1, 1, 6, 4, 8]","['K15a30239', 'K15a53539']"
K15n1866,"[1, 1, 1, 2, 2, 6]","['K15n1866', 'K15n1927']"
K14n1570,"[1, 2, 4, 1, 11, 5]","['K14n1570', 'K14n2327']"
K13n722,"[1, 1, 2, 3, 7, 8]","['K13n722', 'K13n764']"
K15n10255,"[1, 1, 1, 5, 5, 5]","['K15n10255', 'K15n17383']"
K15n8179,"[1, 1, 1, 5, 5, 7]","['K15n8179', 'K15n9764']"
K15n6799,"[1, 1, 1, 3, 7, 6]","['K15n6799', 'K15n8707']"
K15a43310,"[1, 2, 4, 8, 18, 11]","['K15a43310', 'K15a51556']"
K15n4731,"[1, 1, 1, 4, 4, 6]","['K15n4731', 'K15n5013']"
K14a795,"[1, 1, 2, 4, 12, 10]","['K14a795', 'K14a820']"
K15n122750,"[1, 5, 10, 6, 48, 14]","['K15n122750', 'K15n123089']"
K15n14871,"[1, 1, 1, 1, 5, 8]","['K15n14871', 'K15n20124']"
K15n118126,"[1, 2, 4, 3, 19, 12]","['K15n118126', 'K15n118152']"
K15n10286,"[1, 2, 4, 1, 19, 4]","['K15n10286', 'K15n8868']"
K15a10036,"[1, 1, 2, 3, 9, 8]","['K15a10036', 'K15a7632']"
K15a55786,"[1, 1, 2, 3, 7, 8]","['K15a55786', 'K15a56133']"
K15n106710,"[1, 2, 2, 7, 27, 30]","['K15n106710', 'K15n69798']"
K15n4231,"[1, 1, 1, 2, 2, 4]","['K15n4231', 'K15n4487']"
K13a3232,"[1, 1, 1, 4, 4, 5]","['K13a3232', 'K13a3259']"
K15n44945,"[1, 1, 1, 2, 2, 4]","['K15n44945', 'K15n49568']"
K15a64621,"[1, 2, 5, 4, 20, 10]","['K15a64621', 'K15a64659']"
K15a32801,"[1, 1, 1, 4, 6, 8]","['K15a32801', 'K15a54099']"
K15a5504,"[1, 1, 1, 2, 4, 7]","['K15a5504', 'K15a8416']"
K15n21887,"[1, 1, 1, 3, 16, 7]","['K15n21887', 'K15n21893']"
K15n21854,"[1, 1, 2, 2, 8, 10]","['K15n21854', 'K15n21883', 'K15n21889']"
K15a58867,"[1, 2, 5, 4, 21, 15]","['K15a58867', 'K15a58898']"
K14n716,"[1, 1, 1, 2, 8, 3]","['K14n716', 'K14n882']"
K15a58067,"[1, 1, 1, 1, 1, 5]","['K15a58067', 'K15a58141']"
K15a15782,"[1, 1, 1, 3, 9, 8]","['K15a15782', 'K15a15824']"
K14a12888,"[1, 2, 5, 3, 17, 11]","['K14a12888', 'K14a13543']"
K15n13735,"[1, 1, 1, 5, 11, 7]","['K15n13735', 'K15n13811']"
K15n121914,"[1, 1, 2, 1, 5, 10]","['K15n121914', 'K15n123327']"
K15n10433,"[1, 1, 1, 6, 3, 4]","['K15n10433', 'K15n6671']"
K15n10907,"[1, 2, 1, 5, 15, 17]","['K15n10907', 'K15n6622']"
K15n7605,"[1, 1, 1, 2, 2, 5]","['K15n7605', 'K15n9627']"
K15n13794,"[1, 1, 2, 3, 7, 6]","['K15n13794', 'K15n15690']"
K14n3622,"[1, 1, 1, 1, 7, 5]","['K14n3622', 'K14n4067']"
K15n10542,"[1, 1, 1, 1, 1, 5]","['K15n10542', 'K15n6355']"
K15a58678,"[1, 1, 1, 3, 7, 5]","['K15a58678', 'K15a58740']"
K15n118820,"[1, 1, 1, 8, 20, 11]","['K15n118820', 'K15n118874']"
K14a1934,"[1, 1, 2, 4, 43, 12]","['K14a1934', 'K14a1948']"
K15n134169,"[1, 1, 1, 4, 17, 14]","['K15n134169', 'K15n137010']"
K15a56579,"[1, 1, 2, 1, 5, 8]","['K15a56579', 'K15a56614', 'K15a58942']"
K15a13893,"[1, 1, 1, 4, 5, 9]","['K15a13893', 'K15a26806']"
K15n120467,"[1, 1, 1, 5, 4, 7]","['K15n120467', 'K15n123967']"
K15n5807,"[1, 1, 1, 6, 11, 12]","['K15n5807', 'K15n5922']"
K15a56063,"[1, 2, 1, 5, 9, 2]","['K15a56063', 'K15a56371']"
K15n44799,"[1, 1, 6, 4, 18, 5]","['K15n44799', 'K15n46236']"
K15a38412,"[1, 2, 5, 13, 23, 49]","['K15a38412', 'K15a38419']"
K15n39294,"[1, 2, 5, 9, 19, 33]","['K15n39294', 'K15n39311']"
K14n7209,"[1, 2, 9, 8, 126, 120]","['K14n7209', 'K14n7210']"
K15a57030,"[1, 1, 2, 4, 6, 7]","['K15a57030', 'K15a57180']"
K15n123231,"[1, 2, 5, 4, 18, 19]","['K15n123231', 'K15n123289']"
K15a55582,"[1, 1, 2, 3, 13, 17]","['K15a55582', 'K15a59433']"
K15a2072,"[1, 1, 1, 4, 6, 13]","['K15a2072', 'K15a2547']"
K15n11022,"[1, 1, 1, 1, 5, 2]","['K15n11022', 'K15n6585']"
K15n8466,"[1, 1, 1, 2, 6, 11]","['K15n8466', 'K15n9234']"
K15n29924,"[1, 1, 2, 4, 8, 4]","['K15n29924', 'K15n31974']"
K15n11036,"[1, 2, 5, 3, 17, 15]","['K15n11036', 'K15n11056']"
K14a4060,"[1, 1, 2, 2, 6, 5]","['K14a4060', 'K14a5083']"
K15a10852,"[1, 1, 1, 2, 4, 9]","['K15a10852', 'K15a10858']"
K15n11013,"[1, 2, 4, 4, 10, 3]","['K15n11013', 'K15n6608']"
K15n19539,"[1, 1, 1, 2, 2, 5]","['K15n19539', 'K15n20576']"
K15n12036,"[1, 2, 5, 1, 13, 6]","['K15n12036', 'K15n12107']"
K15a70534,"[1, 1, 1, 1, 7, 14]","['K15a70534', 'K15a75161']"
K15a34002,"[1, 1, 1, 2, 6, 5]","['K15a34002', 'K15a53906']"
K15a61359,"[1, 1, 2, 2, 12, 4]","['K15a61359', 'K15a62106']"
K15a61371,"[1, 1, 2, 2, 8, 4]","['K15a61371', 'K15a62101']"
K15n13303,"[1, 2, 5, 2, 18, 11]","['K15n13303', 'K15n13627']"
K15a2868,"[1, 1, 2, 2, 8, 7]","['K15a2868', 'K15a8612']"
K15a5617,"[1, 1, 1, 4, 5, 6]","['K15a5617', 'K15a8516']"
K15n31835,"[1, 2, 9, 2, 20, 9]","['K15n31835', 'K15n32540']"
K15n118887,"[1, 2, 4, 1, 15, 8]","['K15n118887', 'K15n123814']"
K14n3681,"[1, 1, 1, 3, 3, 6]","['K14n3681', 'K14n3902']"
K15a58713,"[1, 1, 1, 2, 3, 4]","['K15a58713', 'K15a58764']"
K15a59725,"[1, 2, 2, 4, 12, 5]","['K15a59725', 'K15a59727']"
K15a56569,"[1, 1, 2, 1, 5, 5]","['K15a56569', 'K15a59248']"
K14n343,"[1, 2, 4, 6, 19, 10]","['K14n343', 'K14n357']"
K15n13418,"[1, 1, 1, 3, 5, 6]","['K15n13418', 'K15n13489']"
K15n75154,"[1, 14, 22, 8, 110, 98]","['K15n75154', 'K15n75686']"
K15n123836,"[1, 1, 1, 3, 6, 11]","['K15n123836', 'K15n123895']"
K15n110534,"[1, 1, 1, 1, 3, 11]","['K15n110534', 'K15n75840']"
K15a60252,"[1, 2, 9, 2, 24, 21]","['K15a60252', 'K15a60262']"
K15n7518,"[1, 2, 4, 7, 16, 16]","['K15n7518', 'K15n9932']"
K15a55212,"[1, 1, 1, 1, 5, 2]","['K15a55212', 'K15a55229']"
K15a2589,"[1, 1, 1, 4, 10, 21]","['K15a2589', 'K15a4846']"
K13n348,"[1, 1, 1, 4, 3, 6]","['K13n348', 'K13n524']"
K14n5429,"[1, 1, 1, 2, 4, 6]","['K14n5429', 'K14n5546']"
K15n10638,"[1, 1, 1, 1, 5, 5]","['K15n10638', 'K15n10676']"
K15n1100,"[1, 2, 5, 2, 14, 11]","['K15n1100', 'K15n574']"
K15a163,"[1, 1, 2, 2, 8, 7]","['K15a163', 'K15a309']"
K15n21854,"[1, 1, 2, 2, 8, 10]","['K15n21854', 'K15n21883', 'K15n21889']"
K15a58458,"[1, 1, 2, 3, 8, 12]","['K15a58458', 'K15a58812']"
K15a16186,"[1, 2, 5, 3, 19, 12]","['K15a16186', 'K15a16192']"
K15a56465,"[1, 1, 2, 8, 15, 17]","['K15a56465', 'K15a56466']"
K13n1080,"[1, 2, 5, 3, 13, 11]","['K13n1080', 'K13n832']"
K15n11229,"[1, 2, 2, 5, 11, 18]","['K15n11229', 'K15n11234']"
K15n5609,"[1, 1, 1, 5, 5, 10]","['K15n5609', 'K15n6127']"
K15a58469,"[1, 1, 1, 2, 7, 8]","['K15a58469', 'K15a58831']"
K15n28489,"[1, 2, 5, 14, 28, 51]","['K15n28489', 'K15n28625']"
K15n28494,"[1, 2, 5, 14, 28, 44]","['K15n28494', 'K15n28630']"
K14a4901,"[1, 1, 1, 4, 6, 6]","['K14a4901', 'K14a5698']"
K14n1822,"[1, 1, 2, 5, 9, 3]","['K14n1822', 'K14n2256']"
K15n24917,"[1, 1, 1, 3, 5, 1]","['K15n24917', 'K15n25252']"
K15n1208,"[1, 1, 2, 4, 4, 11]","['K15n1208', 'K15n778']"
K15n29920,"[1, 1, 1, 7, 5, 6]","['K15n29920', 'K15n31433']"
K15n14192,"[1, 2, 5, 2, 14, 6]","['K15n14192', 'K15n15820']"
K15n15858,"[1, 2, 4, 6, 15, 10]","['K15n15858', 'K15n18698']"
K15a1129,"[1, 1, 2, 4, 10, 6]","['K15a1129', 'K15a1292']"
K15n24862,"[1, 2, 9, 6, 27, 16]","['K15n24862', 'K15n27676']"
K14a1822,"[1, 2, 5, 1, 15, 10]","['K14a1822', 'K14a1949']"
K15n7745,"[1, 2, 4, 6, 11, 9]","['K15n7745', 'K15n9160']"
K15a12616,"[1, 1, 1, 3, 15, 19]","['K15a12616', 'K15a48203']"
K15n17389,"[1, 1, 1, 2, 6, 15]","['K15n17389', 'K15n29608']"
K15n125799,"[1, 1, 2, 4, 8, 4]","['K15n125799', 'K15n125847']"
K15n82943,"[1, 2, 2, 1, 9, 9]","['K15n82943', 'K15n99501']"
K15n12359,"[1, 1, 2, 1, 3, 4]","['K15n12359', 'K15n13643']"
K15a8652,"[1, 1, 1, 7, 12, 7]","['K15a8652', 'K15a9152']"
K15n29429,"[1, 1, 1, 1, 7, 12]","['K15n29429', 'K15n29467']"
K15n14771,"[1, 2, 4, 2, 22, 10]","['K15n14771', 'K15n14814']"
K15a15246,"[1, 1, 1, 3, 7, 6]","['K15a15246', 'K15a48554']"
K15a34122,"[1, 14, 52, 17, 211, 599]","['K15a34122', 'K15a54417']"
K15n22331,"[1, 2, 4, 2, 10, 9]","['K15n22331', 'K15n22332']"
K15a6485,"[1, 1, 1, 2, 12, 5]","['K15a6485', 'K15a7050']"
K15a43448,"[1, 1, 1, 1, 1, 9]","['K15a43448', 'K15a51101']"
K15n4533,"[1, 1, 2, 2, 4, 5]","['K15n4533', 'K15n4539']"
K14n6700,"[1, 1, 1, 2, 4, 5]","['K14n6700', 'K14n6706']"
K14n3173,"[1, 1, 2, 4, 10, 7]","['K14n3173', 'K14n4244']"
K15n28927,"[1, 2, 2, 3, 5, 9]","['K15n28927', 'K15n29242']"
K14n4051,"[1, 1, 1, 3, 5, 10]","['K14n4051', 'K14n4182']"
K15n10786,"[1, 1, 2, 5, 12, 7]","['K15n10786', 'K15n10807']"
K15n120508,"[1, 2, 5, 7, 22, 15]","['K15n120508', 'K15n120529']"
K15a2045,"[1, 1, 2, 2, 12, 9]","['K15a2045', 'K15a2518']"
K15a60465,"[1, 1, 2, 2, 4, 7]","['K15a60465', 'K15a60524']"
K15a58019,"[1, 1, 1, 3, 3, 6]","['K15a58019', 'K15a58229']"
K15n1468,"[1, 1, 2, 3, 7, 3]","['K15n1468', 'K15n751']"
K15n29359,"[1, 1, 1, 1, 1, 3]","['K15n29359', 'K15n29360']"
K15n139871,"[1, 5, 18, 15, 97, 197]","['K15n139871', 'K15n143767']"
K15n31153,"[1, 1, 6, 1, 17, 10]","['K15n31153', 'K15n32288']"
K15a11056,"[1, 2, 5, 2, 16, 24]","['K15a11056', 'K15a9262']"
K15n6799,"[1, 1, 1, 3, 7, 6]","['K15n6799', 'K15n8707']"
K15a2219,"[1, 1, 1, 1, 7, 9]","['K15a2219', 'K15a2396']"
K15a2221,"[1, 1, 1, 1, 7, 7]","['K15a2221', 'K15a2384']"
K15a31858,"[1, 2, 5, 2, 20, 14]","['K15a31858', 'K15a54234']"
K15n23715,"[1, 2, 5, 6, 20, 8]","['K15n23715', 'K15n29847']"
K15n8624,"[1, 1, 1, 1, 1, 4]","['K15n8624', 'K15n9360']"
K15n123027,"[1, 1, 2, 2, 3, 18]","['K15n123027', 'K15n123242']"
K15a22595,"[1, 1, 2, 1, 7, 15]","['K15a22595', 'K15a23842']"
K15a38412,"[1, 2, 5, 13, 23, 49]","['K15a38412', 'K15a38419']"
K15a7185,"[1, 2, 5, 13, 23, 39]","['K15a7185', 'K15a7797']"
K15a57525,"[1, 2, 5, 5, 15, 13]","['K15a57525', 'K15a57581', 'K15a59334']"
K14a14301,"[1, 1, 2, 5, 9, 11]","['K14a14301', 'K14a14492']"
K15n22187,"[1, 1, 1, 5, 9, 5]","['K15n22187', 'K15n22699']"
K15n61686,"[1, 2, 9, 7, 25, 39]","['K15n61686', 'K15n61851']"
K15n121888,"[1, 1, 2, 3, 11, 15]","['K15n121888', 'K15n123364']"
K15a10693,"[1, 1, 2, 9, 13, 5]","['K15a10693', 'K15a10856']"
K15a2502,"[1, 1, 1, 2, 6, 9]","['K15a2502', 'K15a2532']"
K15a24040,"[1, 1, 1, 4, 2, 8]","['K15a24040', 'K15a48277']"
K15a62031,"[1, 2, 9, 5, 24, 22]","['K15a62031', 'K15a64030']"
K15n124475,"[1, 1, 2, 1, 3, 8]","['K15n124475', 'K15n124513']"
K15n24955,"[1, 2, 5, 5, 19, 10]","['K15n24955', 'K15n25854']"
K15n29618,"[1, 1, 1, 8, 22, 13]","['K15n29618', 'K15n9771']"
K13n1244,"[1, 1, 1, 2, 6, 6]","['K13n1244', 'K13n1303']"
K14n5731,"[1, 2, 2, 2, 6, 10]","['K14n5731', 'K14n5762']"
K15n31171,"[1, 1, 1, 4, 9, 13]","['K15n31171', 'K15n32128']"
K15n30946,"[1, 2, 5, 2, 12, 9]","['K15n30946', 'K15n31578']"
K14a1305,"[1, 1, 1, 3, 3, 8]","['K14a1305', 'K14a966']"
K15n26519,"[1, 1, 1, 4, 10, 8]","['K15n26519', 'K15n27461']"
K15n7314,"[1, 2, 5, 3, 17, 15]","['K15n7314', 'K15n9794']"
K15n10724,"[1, 1, 1, 4, 8, 10]","['K15n10724', 'K15n6398']"
K14a12910,"[1, 1, 2, 5, 5, 10]","['K14a12910', 'K14a13258']"
K15a2022,"[1, 1, 1, 4, 13, 29]","['K15a2022', 'K15a2077']"
K15n29849,"[1, 2, 5, 1, 15, 7]","['K15n29849', 'K15n30749']"
K15n10259,"[1, 1, 1, 1, 11, 15]","['K15n10259', 'K15n29620', 'K15n8183']"
K15n7911,"[1, 1, 1, 1, 11, 14]","['K15n7911', 'K15n9768']"
K14a11765,"[1, 2, 5, 2, 12, 16]","['K14a11765', 'K14a4656']"
K15a18469,"[1, 2, 1, 5, 9, 9]","['K15a18469', 'K15a18861']"
K15a270,"[1, 1, 1, 2, 4, 10]","['K15a270', 'K15a280']"
K15a150,"[1, 1, 1, 2, 4, 3]","['K15a150', 'K15a296', 'K15a299']"
K15n22247,"[1, 1, 1, 2, 2, 8]","['K15n22247', 'K15n8762']"
K15a55282,"[1, 1, 1, 3, 4, 13]","['K15a55282', 'K15a55463']"
K15a2758,"[1, 2, 5, 2, 12, 20]","['K15a2758', 'K15a2765']"
K15n40638,"[1, 1, 2, 3, 7, 5]","['K15n40638', 'K15n40890']"
K15a371,"[1, 1, 1, 1, 3, 6]","['K15a371', 'K15a428']"
K15a62050,"[1, 1, 2, 4, 3, 16]","['K15a62050', 'K15a62839']"
