K15a10559,"[1, 2, 2, 3, 9, 13]",['K15a10559']
K15a5520,"[1, 1, 2, 2, 4, 11]",['K15a5520']
K15a8407,"[1, 1, 2, 2, 4, 10]",['K15a8407']
K15n118574,"[1, 2, 4, 2, 16, 12]",['K15n118574']
K15n118595,"[1, 2, 4, 2, 16, 13]",['K15n118595']
K14a13365,"[1, 1, 1, 2, 10, 9]",['K14a13365']
K14a13394,"[1, 1, 1, 2, 10, 8]",['K14a13394']
K15n36979,"[1, 1, 1, 1, 1, 5]",['K15n36979']
K15n37210,"[1, 1, 1, 1, 1, 8]",['K15n37210']
K15a55299,"[1, 1, 1, 3, 4, 2]",['K15a55299']
K15a55398,"[1, 1, 1, 3, 4, 1]",['K15a55398']
K15n116323,"[1, 1, 1, 7, 17, 51]",['K15n116323']
K15n33811,"[1, 1, 1, 7, 17, 56]",['K15n33811']
K15n88956,"[1, 1, 1, 3, 8, 4]","['K15n88956', 'K15n96989']"
K15a5283,"[1, 1, 1, 1, 1, 12]",['K15a5283']
K15a5493,"[1, 1, 1, 1, 1, 11]",['K15a5493']
K15a19758,"[1, 1, 1, 4, 30, 7]","['K15a19758', 'K15a19780']"
K15n35192,"[1, 1, 1, 2, 10, 8]",['K15n35192']
K15n35456,"[1, 1, 1, 2, 10, 5]",['K15n35456']
K15n10241,"[1, 2, 5, 8, 23, 30]",['K15n10241']
K15n8060,"[1, 2, 5, 8, 23, 27]",['K15n8060']
K15n96676,"[1, 1, 2, 2, 8, 11]",['K15n96676']
K15n97967,"[1, 1, 2, 2, 8, 9]",['K15n97967']
K14n1431,"[1, 2, 5, 7, 24, 13]",['K14n1431']
K14n3849,"[1, 2, 5, 7, 24, 11]",['K14n3849']
K15a2042,"[1, 1, 2, 1, 5, 5]","['K15a2042', 'K15a2662']"
K15a2649,"[1, 1, 2, 1, 5, 4]",['K15a2649']
K15a2524,"[1, 1, 1, 4, 10, 8]",['K15a2524']
K15a2576,"[1, 1, 1, 4, 10, 7]",['K15a2576']
K15n15475,"[1, 1, 2, 3, 13, 8]","['K15n15475', 'K15n19471']"
K15n4064,"[1, 2, 2, 2, 8, 12]",['K15n4064']
K15n4188,"[1, 2, 2, 2, 8, 10]",['K15n4188']
K15a47549,"[1, 2, 2, 2, 12, 7]",['K15a47549']
K15a47866,"[1, 2, 2, 2, 12, 9]",['K15a47866']
K15a10366,"[1, 1, 1, 3, 3, 6]",['K15a10366']
K15a5128,"[1, 1, 1, 3, 3, 4]",['K15a5128']
K14a13299,"[1, 1, 1, 1, 1, 7]",['K14a13299']
K14a13493,"[1, 1, 1, 1, 1, 6]",['K14a13493']
K14a13500,"[1, 1, 1, 1, 1, 5]",['K14a13500']
K15n15747,"[1, 1, 1, 2, 6, 8]","['K15n15747', 'K15n15916']"
K15n99160,"[1, 2, 1, 5, 13, 22]",['K15n99160']
K15n99342,"[1, 2, 1, 5, 13, 23]",['K15n99342']
K15n14433,"[1, 2, 1, 3, 6, 13]",['K15n14433']
K15n15580,"[1, 2, 1, 3, 6, 12]",['K15n15580']
K15n14774,"[1, 1, 1, 2, 2, 6]",['K15n14774']
K15n15908,"[1, 1, 1, 2, 2, 4]",['K15n15908']
K15n33730,"[1, 2, 2, 4, 12, 12]",['K15n33730']
K15n33812,"[1, 2, 2, 4, 12, 16]",['K15n33812']
K15a16216,"[1, 1, 1, 4, 14, 15]",['K15a16216']
K15a16268,"[1, 1, 1, 4, 14, 11]",['K15a16268']
K14a652,"[1, 1, 2, 1, 3, 5]",['K14a652']
K14a679,"[1, 1, 2, 1, 3, 2]",['K14a679']
K15n10998,"[1, 2, 5, 6, 24, 28]",['K15n10998']
K15n6834,"[1, 2, 5, 6, 24, 20]",['K15n6834']
K14a11730,"[1, 1, 1, 2, 6, 8]",['K14a11730']
K14a11856,"[1, 1, 1, 2, 6, 6]","['K14a11856', 'K14a5892']"
K14a5299,"[1, 1, 1, 2, 6, 7]",['K14a5299']
K15n18448,"[1, 1, 2, 2, 4, 2]",['K15n18448']
K15n20392,"[1, 1, 2, 2, 4, 3]",['K15n20392']
K15n123125,"[1, 1, 1, 4, 6, 5]",['K15n123125']
K15n123133,"[1, 1, 1, 4, 6, 7]",['K15n123133']
K15n33503,"[1, 2, 5, 3, 16, 6]","['K15n33503', 'K15n33830']"
K15n17104,"[1, 1, 2, 1, 7, 3]","['K15n17104', 'K15n20312']"
K15n8746,"[1, 1, 1, 1, 7, 11]",['K15n8746']
K15n8826,"[1, 1, 1, 1, 7, 16]",['K15n8826']
K15a1690,"[1, 1, 2, 4, 12, 1]",['K15a1690']
K15a650,"[1, 1, 2, 4, 12, 5]",['K15a650']
K14n5270,"[1, 2, 5, 3, 17, 14]",['K14n5270']
K14n5627,"[1, 2, 5, 3, 17, 13]",['K14n5627']
K14n1876,"[1, 1, 2, 5, 17, 17]",['K14n1876']
K14n818,"[1, 1, 2, 5, 17, 16]",['K14n818']
K14n948,"[1, 1, 2, 5, 17, 15]",['K14n948']
K15n8152,"[1, 2, 4, 5, 17, 16]",['K15n8152']
K15n9181,"[1, 2, 4, 5, 17, 24]",['K15n9181']
K15n9356,"[1, 2, 4, 5, 17, 17]",['K15n9356']
K15a2020,"[1, 1, 1, 4, 8, 9]",['K15a2020']
K15a2053,"[1, 1, 1, 4, 8, 5]",['K15a2053']
K15a57529,"[1, 1, 1, 2, 2, 7]","['K15a57529', 'K15a57593']"
K15a59369,"[1, 1, 1, 2, 2, 8]",['K15a59369']
K15a9335,"[1, 1, 1, 3, 7, 4]",['K15a9335']
K15a9407,"[1, 1, 1, 3, 7, 10]",['K15a9407']
K15n41073,"[1, 1, 1, 6, 24, 24]",['K15n41073']
