name,crossings,alexander_polynomial,matched_name
19nh_042252920,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042254242,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042255637,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042257746,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042258158,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042261015,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042261670,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042263404,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042271104,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042281004,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042282563,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042286198,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042297566,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042297567,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042297568,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042297569,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042299399,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042299400,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042301475,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042301615,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042302440,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042303785,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042303786,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042305114,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305116,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305117,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305118,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305115,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305120,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305119,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305121,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042305421,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042310543,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042310866,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042310867,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042310865,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042310868,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042311456,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042317308,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042317557,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042319285,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042326588,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042328006,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042340712,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042340713,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042341587,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042343096,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042346065,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042346583,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042349922,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042350449,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042351544,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042354351,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042365574,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042373780,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042377653,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042384630,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042385243,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042388468,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042388467,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042388469,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042388471,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042388466,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042391110,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042398029,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042399450,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042399451,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042403771,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042405136,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042405137,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042405743,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042407235,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042407234,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042409676,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042411974,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042417951,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042420139,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042426417,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042429012,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042435531,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042435532,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042435530,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042435533,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042436140,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042444461,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042457234,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042461917,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042461916,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042465283,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042465731,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042466835,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042467069,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042473845,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042489654,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042490063,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042490999,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042498650,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042500234,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042502668,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042505599,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042505600,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042505633,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042505632,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042508179,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042509158,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042510180,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042510181,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042512922,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042514666,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042515920,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042519608,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042523085,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042523084,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042529918,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042529919,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042532074,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042536291,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536542,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536544,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536543,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536540,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536547,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536541,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536548,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536545,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536550,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536549,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536551,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042536546,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_042539389,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042545465,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042552978,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042570505,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_042571485,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_042571573,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_042573438,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
