name,crossings,alexander_polynomial,matched_name
16ns_02,16,"{0: 3, 1: -5, 2: 5, 3: -5, 4: 3}",9_4
16ns_03,16,"{0: 4, 1: -9, 2: 4}",8_3
16ns_06,16,"{0: 6, 1: -11, 2: 6}",9_5
