name,crossings,alexander_polynomial,matched_name
19nh_009277657,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009277853,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009279650,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009279735,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009280014,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009280996,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009280997,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009281600,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009282161,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009283435,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009286653,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009286654,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009290149,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009290174,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009290416,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009290818,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009299191,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009299190,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009300492,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009301538,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009301537,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009302011,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009302270,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302272,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302271,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302274,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302273,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302275,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302276,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302277,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302597,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302596,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009302683,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009304391,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009304392,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009307237,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009308942,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009309027,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009310108,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_009313302,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009313303,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009315659,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009317633,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_009318210,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009319104,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009319383,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_009320388,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_009322136,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
