name,crossings,alexander_polynomial,matched_name
17ns_14,17,"{0: 2, 1: -5, 2: 5, 3: -5, 4: 2}",8_4
17ns_06,17,"{0: 4, 1: -9, 2: 4}",8_3
17ns_28,17,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
