name,crossings,alexander_polynomial,matched_name
19nh_084508831,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084517731,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084519039,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084520553,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084526759,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084530490,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084530491,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084534922,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084542841,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084546357,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084552792,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084552793,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084553512,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084578852,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084578853,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084579582,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084580253,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084580252,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084581061,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084585475,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084585476,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084595663,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084595662,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084599499,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084612898,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084615321,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084617493,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084618110,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084621607,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084632608,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084641396,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084641395,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084644903,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084652324,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084654899,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084654900,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084655589,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084655588,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084661735,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084665334,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084665335,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084668929,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084677111,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084678987,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084678986,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084681287,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084686366,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084690831,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084690832,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084692448,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084693435,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084693436,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084701104,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084703671,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084708512,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084708513,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084710455,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084719685,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084723023,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084743238,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084743237,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084743240,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084743239,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084766294,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084766295,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084779154,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084779155,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084779156,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084779157,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084793224,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084794541,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084794986,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084797154,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084801771,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084801772,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084810960,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084810959,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084821316,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084826424,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084836392,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084836393,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084838135,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084838726,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084846701,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084849130,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084852327,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084864343,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084888978,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084897481,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084904713,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084904714,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084908156,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084915303,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084917641,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084917640,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_084918403,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_084918572,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084928063,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084931541,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084934175,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084935331,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084935453,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_084946522,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_084958537,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
