name,crossings,alexander_polynomial,matched_name
19ns_018,19,"{0: 2, 1: -5, 2: 2}",6_1
19ns_050,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19ns_183,19,"{0: 2, 1: -5, 2: 2}",6_1
19ns_186,19,"{0: 2, 1: -5, 2: 2}",6_1
