name,crossings,alexander_polynomial,matched_name
19nh_169014337,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169014338,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169032269,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169033277,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169070197,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169088389,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169114004,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169114003,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169141194,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169141195,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169150351,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169160641,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169160642,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169160643,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169160644,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169194819,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169253128,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169253129,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169253130,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169253131,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169261236,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169261238,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169261237,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169261239,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169321908,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169342142,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169368082,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169370700,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169387998,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169387999,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169388000,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169387997,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169389913,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169389949,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169391304,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169392048,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169409982,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169427156,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169427155,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169427158,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169427157,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169427896,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169436372,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169437835,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169440051,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169452563,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169452564,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169452565,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169479517,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169496616,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169499037,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169499039,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169499038,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169499040,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169516450,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169521801,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169521802,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169532516,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169532733,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169533197,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169586116,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169594965,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169615134,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169615287,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169615288,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169627692,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169631387,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169661292,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169696098,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169703513,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169726390,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169747933,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169766232,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169890292,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169890291,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169890294,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169890293,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
19nh_169907764,19,"{0: 2, 1: -5, 2: 2}",6_1
19nh_169920678,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169920679,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169944387,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169969741,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169984078,19,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
19nh_169984096,19,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
19nh_169991780,19,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
