name,crossings,alexander_polynomial,matched_name
16nh_0001346,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001362,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0001367,16,"{0: 1, 1: -1, 3: 1, 5: -1, 6: 1}",8_19
16nh_0001368,16,"{0: 2, 1: -3, 2: 3, 3: -3, 4: 2}",7_3
16nh_0001389,16,"{0: 2, 1: -5, 2: 8, 3: -9, 4: 8, 5: -5, 6: 2}",9_16
16nh_0001414,16,"{0: 7, 1: -13, 2: 7}",9_35
16nh_0001428,16,"{0: 1, 1: -5, 2: 9, 3: -5, 4: 1}",7_7
16nh_0001429,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0001430,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0001440,16,"{0: 2, 1: -5, 2: 5, 3: -5, 4: 2}",8_4
16nh_0001458,16,"{0: 1, 1: -5, 2: 10, 3: -13, 4: 10, 5: -5, 6: 1}",8_18
16nh_0001463,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1, 5: -1, 6: 1}",7_1
16nh_0001460,16,"{0: 3, 1: -8, 2: 11, 3: -8, 4: 3}",8_15
16nh_0001466,16,"{0: 1, 1: -3, 2: 5, 3: -5, 4: 5, 5: -3, 6: 1}",8_7
16nh_0001485,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0001495,16,"{0: 1, 1: -1, 3: 1, 5: -1, 6: 1}",8_19
16nh_0001496,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0001504,16,"{0: 2, 1: -11, 2: 19, 3: -11, 4: 2}",9_37
16nh_0001506,16,"{0: 2, 1: -4, 2: 5, 3: -5, 4: 5, 5: -4, 6: 2}",9_6
16nh_0001517,16,"{0: 1, 1: -3, 2: 6, 3: -7, 4: 6, 5: -3, 6: 1}",8_10
16nh_0001531,16,"{0: 1, 1: -4, 2: 7, 3: -4, 4: 1}",9_44
16nh_0001536,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001539,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0001552,16,"{0: 1, 1: -4, 2: 7, 3: -4, 4: 1}",9_44
16nh_0001554,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0001609,16,"{0: 2, 1: -10, 2: 15, 3: -10, 4: 2}",9_15
16nh_0001611,16,"{0: 1, 1: -4, 2: 6, 3: -5, 4: 6, 5: -4, 6: 1}",9_47
16nh_0001612,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0001619,16,"{0: 3, 1: -8, 2: 11, 3: -8, 4: 3}",8_15
16nh_0001620,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0001632,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0001654,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0001658,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0001684,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0001685,16,"{0: 1, 1: -4, 2: 8, 3: -9, 4: 8, 5: -4, 6: 1}",8_16
16nh_0001708,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0001710,16,"{0: 1, 1: -2, 2: 1, 3: -2, 4: 1}",9_42
16nh_0001718,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0001744,16,"{0: 1, 1: -3, 2: 5, 3: -5, 4: 5, 5: -3, 6: 1}",8_7
16nh_0001748,16,"{0: 1, 1: -4, 2: 8, 3: -9, 4: 8, 5: -4, 6: 1}",8_16
16nh_0001750,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 3, 5: -3, 6: 1}",8_2
16nh_0001760,16,"{0: 1, 1: -1, 3: 1, 5: -1, 6: 1}",8_19
16nh_0001761,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 3, 5: -3, 6: 1}",8_2
16nh_0001773,16,"{0: 1, 1: -5, 2: 7, 3: -5, 4: 1}",7_6
16nh_0001815,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0001837,16,"{0: 4, 1: -10, 2: 13, 3: -10, 4: 4}",9_18
16nh_0001858,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0001862,16,"{0: 1, 1: -5, 2: 9, 3: -9, 4: 9, 5: -5, 6: 1}",9_17
16nh_0001864,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0001875,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1, 5: -1, 6: 1}",7_1
16nh_0001898,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001915,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001914,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001919,16,"{0: 2, 1: -5, 2: 5, 3: -5, 4: 2}",8_4
16nh_0001928,16,"{0: 3, 1: -7, 2: 9, 3: -7, 4: 3}",9_7
16nh_0001936,16,"{0: 2, 1: -11, 2: 19, 3: -11, 4: 2}",9_37
16nh_0001942,16,"{0: 1, 1: -5, 2: 13, 3: -17, 4: 13, 5: -5, 6: 1}",9_31
16nh_0001950,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0001987,16,"{0: 2, 1: -7, 2: 11, 3: -7, 4: 2}",8_13
16nh_0001993,16,"{0: 3, 1: -12, 2: 19, 3: -12, 4: 3}",9_41
16nh_0001999,16,"{0: 2, 1: -7, 2: 11, 3: -7, 4: 2}",8_13
16nh_0002001,16,"{0: 3, 1: -6, 2: 7, 3: -6, 4: 3}",9_49
16nh_0002005,16,"{0: 1, 1: -3, 2: 2, 3: -1, 4: 2, 5: -3, 6: 1}",9_43
16nh_0002012,16,"{0: 2, 1: -3, 2: 3, 3: -3, 4: 3, 5: -3, 6: 2}",9_3
16nh_0002019,16,"{0: 2, 1: -4, 2: 5, 3: -4, 4: 2}",7_5
16nh_0002046,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0002049,16,"{0: 4, 1: -11, 2: 15, 3: -11, 4: 4}",9_23
16nh_0002053,16,"{0: 1, 1: -2, 2: 1, 3: -2, 4: 1}",9_42
16nh_0002056,16,"{0: 2, 1: -11, 2: 19, 3: -11, 4: 2}",9_37
16nh_0002057,16,"{0: 1, 1: -5, 2: 7, 3: -7, 4: 7, 5: -5, 6: 1}",9_11
16nh_0002064,16,"{0: 2, 1: -5, 2: 8, 3: -9, 4: 8, 5: -5, 6: 2}",9_16
16nh_0002070,16,"{0: 4, 1: -11, 2: 15, 3: -11, 4: 4}",9_23
16nh_0002090,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0002095,16,"{0: 1, 1: -5, 2: 7, 3: -5, 4: 1}",7_6
16nh_0002096,16,"{0: 1, 1: -5, 2: 7, 3: -5, 4: 1}",7_6
16nh_0002124,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0002123,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0002131,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002183,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0002184,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0002196,16,"{0: 4, 1: -9, 2: 4}",8_3
16nh_0002203,16,"{0: 1, 1: -4, 2: 7, 3: -4, 4: 1}",9_44
16nh_0002212,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0002219,16,"{0: 1, 1: -6, 2: 9, 3: -6, 4: 1}",9_45
16nh_0002275,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002285,16,"{0: 1, 1: -3, 2: 4, 3: -5, 4: 4, 5: -3, 6: 1}",8_5
16nh_0002296,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0002302,16,"{0: 4, 1: -9, 2: 4}",8_3
16nh_0002318,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0002331,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0002332,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0002333,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0002335,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002344,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0002349,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0002360,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0002361,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0002368,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0002371,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002379,16,"{0: 1, 1: -3, 2: 4, 3: -5, 4: 4, 5: -3, 6: 1}",8_5
16nh_0002389,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002414,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0002429,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0002442,16,"{0: 1, 1: -4, 2: 7, 3: -4, 4: 1}",9_44
16nh_0002491,16,"{0: 1, 1: -5, 2: 11, 3: -13, 4: 11, 5: -5, 6: 1}",9_26
16nh_0002553,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002579,16,"{0: 4, 1: -11, 2: 15, 3: -11, 4: 4}",9_23
16nh_0002587,16,"{0: 1, 1: -3, 2: 5, 3: -5, 4: 5, 5: -3, 6: 1}",8_7
16nh_0002595,16,"{0: 1, 1: -6, 2: 9, 3: -6, 4: 1}",9_45
16nh_0002606,16,"{0: 2, 1: -7, 2: 11, 3: -7, 4: 2}",8_13
16nh_0002637,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0002725,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0002729,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 3, 5: -3, 6: 1}",8_2
16nh_0002732,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0002747,16,"{0: 4, 1: -8, 2: 9, 3: -8, 4: 4}",9_10
16nh_0002750,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0002766,16,"{0: 1, 1: -5, 2: 9, 3: -5, 4: 1}",7_7
16nh_0002778,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0002795,16,"{0: 3, 1: -5, 2: 3}",7_2
16nh_0002802,16,"{0: 1, 1: -3, 2: 5, 3: -5, 4: 5, 5: -3, 6: 1}",8_7
16nh_0002807,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002834,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0002841,16,"{0: 1, 1: -4, 2: 8, 3: -9, 4: 8, 5: -4, 6: 1}",8_16
16nh_0002858,16,"{0: 1, 1: -5, 2: 7, 3: -7, 4: 7, 5: -5, 6: 1}",9_11
16nh_0002874,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0002880,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0002891,16,"{0: 1, 1: -3, 2: 5, 3: -3, 4: 1}",6_3
16nh_0002892,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0002937,16,"{0: 1, 1: -5, 2: 7, 3: -5, 4: 1}",7_6
16nh_0002938,16,"{0: 1, 1: -5, 2: 9, 3: -5, 4: 1}",7_7
16nh_0002943,16,"{0: 1, 1: -5, 2: 9, 3: -5, 4: 1}",7_7
16nh_0002942,16,"{0: 4, 1: -10, 2: 13, 3: -10, 4: 4}",9_18
16nh_0002965,16,"{0: 1, 1: -4, 2: 5, 3: -4, 4: 1}",8_21
16nh_0002968,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0003032,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1, 5: -1, 6: 1}",7_1
16nh_0003052,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003051,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003054,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0003058,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003077,16,"{0: 3, 1: -5, 2: 5, 3: -5, 4: 3}",9_4
16nh_0003078,16,"{0: 3, 1: -5, 2: 5, 3: -5, 4: 3}",9_4
16nh_0003124,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0003128,16,"{0: 7, 1: -13, 2: 7}",9_35
16nh_0003140,16,"{0: 1, 1: -7, 2: 11, 3: -7, 4: 1}",9_48
16nh_0003148,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0003154,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0003156,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0003190,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003200,16,"{0: 2, 1: -11, 2: 19, 3: -11, 4: 2}",9_37
16nh_0003201,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0003206,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0003205,16,"{0: 1, 1: -4, 2: 8, 3: -11, 4: 8, 5: -4, 6: 1}",8_17
16nh_0003235,16,"{0: 1, 1: -2, 2: 1, 3: -2, 4: 1}",9_42
16nh_0003258,16,"{0: 3, 1: -12, 2: 19, 3: -12, 4: 3}",9_41
16nh_0003260,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0003261,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0003264,16,"{0: 4, 1: -11, 2: 15, 3: -11, 4: 4}",9_23
16nh_0003269,16,"{0: 1, 1: -7, 2: 13, 3: -7, 4: 1}",8_12
16nh_0003273,16,"{0: 1, 1: -5, 2: 11, 3: -13, 4: 11, 5: -5, 6: 1}",9_26
16nh_0003311,16,"{0: 2, 1: -3, 2: 3, 3: -3, 4: 2}",7_3
16nh_0003312,16,"{0: 2, 1: -3, 2: 3, 3: -3, 4: 2}",7_3
16nh_0003365,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003371,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0003385,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0003397,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0003401,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
16nh_0003434,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003439,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0003458,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0003466,16,"{0: 2, 1: -4, 2: 6, 3: -7, 4: 6, 5: -4, 6: 2}",9_9
16nh_0003474,16,"{0: 1, 1: -4, 2: 8, 3: -9, 4: 8, 5: -4, 6: 1}",8_16
16nh_0003481,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003482,16,"{0: 2, 1: -5, 2: 2}",6_1
16nh_0003489,16,"{0: 1, 1: -5, 2: 11, 3: -15, 4: 11, 5: -5, 6: 1}",9_27
16nh_0003515,16,"{0: 1, 1: -2, 2: 1, 3: -2, 4: 1}",9_42
16nh_0003533,16,"{0: 4, 1: -7, 2: 4}",7_4
16nh_0003557,16,"{0: 4, 1: -8, 2: 9, 3: -8, 4: 4}",9_10
16nh_0003582,16,"{0: 1, 1: -3, 2: 3, 3: -3, 4: 1}",6_2
16nh_0003591,16,"{0: 1, 1: -5, 2: 10, 3: -13, 4: 10, 5: -5, 6: 1}",8_18
16nh_0003603,16,"{0: 2, 1: -6, 2: 7, 3: -6, 4: 2}",8_6
16nh_0003633,16,"{0: 2, 1: -4, 2: 6, 3: -7, 4: 6, 5: -4, 6: 2}",9_9
16nh_0003651,16,"{0: 2, 1: -6, 2: 9, 3: -6, 4: 2}",8_8
16nh_0003667,16,"{0: 1, 1: -5, 2: 7, 3: -7, 4: 7, 5: -5, 6: 1}",9_11
16nh_0003679,16,"{0: 2, 1: -8, 2: 11, 3: -8, 4: 2}",8_14
16nh_0003697,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0003698,16,"{0: 1, 1: -2, 2: 3, 3: -2, 4: 1}",8_20
16nh_0003704,16,"{0: 2, 1: -7, 2: 11, 3: -7, 4: 2}",8_13
16nh_0003706,16,"{0: 2, 1: -3, 2: 3, 3: -3, 4: 3, 5: -3, 6: 2}",9_3
16nh_0003716,16,"{0: 1, 1: -3, 2: 5, 3: -7, 4: 5, 5: -3, 6: 1}",8_9
16nh_0003721,16,"{0: 1, 1: -1, 2: 1, 3: -1, 4: 1}",5_1
16nh_0003744,16,"{0: 1, 1: -5, 2: 11, 3: -15, 4: 11, 5: -5, 6: 1}",9_27
16nh_0003751,16,"{0: 2, 1: -7, 2: 9, 3: -7, 4: 2}",8_11
