t01690,84,"(48, 84)"
t01757,46,"(28, 46)"
t01779,"(1, 2)","(1, 2)"
t01815,26,"(17, 26)"
t01834,53,"(32, 53)"
t01850,44,"(28, 44)"
t01863,55,"(33, 55)"
t01901,1,"(0, 1)"
t01949,52,"(32, 52)"
t01966,29,"(19, 29)"
t02019,1,"(0, 1)"
t02069,1,1
t02099,37,"(24, 37)"
t02104,49,"(29, 49)"
t02188,1,1
t02238,62,"(36, 62)"
t02275,"(3, 4)","(3, 4)"
t02276,9,"(8, 9)"
t02378,69,"(40, 69)"
t02398,71,"(43, 71)"
t02404,51,"(31, 51)"
t02470,71,"(41, 71)"
t02537,70,"(42, 70)"
t02567,71,"(43, 71)"
t02599,"(2, 3)","(2, 3)"
t02634,"(2, 3)","(2, 3)"
t02639,86,"(50, 86)"
t02789,4,4
t02795,"(5, 6)","(5, 6)"
t03106,30,"(19, 30)"
t03566,45,"(27, 45)"
t03592,"(4, 5)","(4, 5)"
t03607,60,"(36, 60)"
t03608,"(1, 2)","(0, 2)"
t03709,54,"(32, 54)"
t03710,27,"(19, 27)"
t03713,46,"(28, 46)"
t03781,30,"(20, 30)"
t03843,24,"(16, 24)"
t03864,53,"(32, 53)"
t03956,38,"(24, 38)"
t03979,47,"(28, 47)"
t04003,49,"(29, 49)"
t04019,32,"(20, 32)"
t04102,50,"(30, 50)"
t04180,48,"(30, 48)"
t04228,63,"(37, 63)"
t04244,77,"(45, 77)"
t04359,"(5, 6)","(4, 5)"
t04364,2,2
t04382,66,"(38, 66)"
t04449,18,"(12, 18)"
t04507,2,"(1, 2)"
t04557,15,"(11, 15)"
t04651,2,2
t04721,60,"(36, 60)"
t04756,36,"(22, 36)"
t04875,"(3, 4)","(3, 4)"
t04927,34,"(22, 34)"
t04928,4,4
t04986,13,"(9, 13)"
t05074,1,1
t05118,78,"(46, 78)"
t05239,71,"(41, 71)"
t05252,"(0, 2)","(0, 2)"
t05269,"(1, 2)","(1, 2)"
t05288,"(1, 2)","(1, 2)"
t05390,43,"(27, 43)"
t05399,"(4, 5)","(4, 5)"
t05425,46,"(28, 46)"
t05426,84,"(49, 84)"
t05538,40,"(25, 40)"
t05564,54,"(34, 54)"
t05578,71,"(42, 71)"
t05658,45,"(28, 45)"
t05663,58,"(36, 58)"
t05674,57,"(35, 57)"
t05695,46,"(28, 46)"
t05803,1,1
t05899,1,1
t06001,54,"(32, 54)"
t06119,1,1
t06161,"(2, 3)","(2, 3)"
t06246,43,"(26, 43)"
t06316,2,2
t06440,65,"(39, 65)"
t06463,86,"(50, 86)"
t06525,56,"(34, 56)"
t06570,68,"(40, 68)"
t06573,11,"(9, 11)"
t06605,86,"(50, 86)"
t06637,36,"(22, 36)"
t06715,16,"(12, 16)"
t06925,6,"(4, 6)"
t06957,42,"(26, 42)"
t07070,16,"(12, 16)"
t07094,6,"(4, 5)"
t07104,13,"(10, 13)"
t07123,7,"(5, 7)"
t07168,"(1, 2)","(1, 2)"
t07281,"(0, 1)","(0, 1)"
t07348,33,"(21, 33)"
t07355,14,"(10, 14)"
t07412,24,"(16, 24)"
t07452,"(0, 1)","(0, 1)"
t07487,"(4, 5)","(4, 5)"
t07550,"(3, 4)","(3, 4)"
t07579,4,4
t07599,"(0, 2)","(0, 2)"
t07658,3,3
t07670,19,"(12, 19)"
t07682,1,1
t07687,"(4, 5)","(4, 5)"
t07693,"(5, 6)",5
t07734,1,1
t07944,18,"(12, 18)"
t07967,"(6, 7)","(5, 6)"
t07979,4,"(3, 4)"
t08111,27,"(17, 27)"
t08114,12,"(8, 12)"
t08173,"(2, 3)","(2, 3)"
t08184,37,"(23, 37)"
t08201,34,"(21, 34)"
t08237,"(7, 8)","(4, 8)"
t08267,56,"(34, 56)"
t08273,21,"(13, 21)"
t08306,"(0, 2)","(0, 2)"
t08307,2,2
t08346,"(3, 4)","(3, 4)"
t08386,4,4
t08387,3,3
t08403,44,"(27, 44)"
t08443,"(1, 2)","(1, 2)"
t08508,2,2
t08532,21,"(15, 21)"
t08576,37,"(23, 37)"
t08617,"(0, 2)","(0, 2)"
t08767,22,"(14, 22)"
t08838,14,"(10, 14)"
t08898,17,"(11, 17)"
t08917,3,3
t08936,23,"(15, 23)"
t08967,"(1, 2)","(0, 2)"
t08973,13,"(9, 13)"
t09016,56,"(34, 56)"
t09126,29,"(19, 29)"
t09218,"(1, 2)","(1, 2)"
t09267,48,"(28, 48)"
t09279,11,"(8, 11)"
t09284,10,"(8, 10)"
t09313,63,"(37, 63)"
t09359,4,4
t09450,27,"(17, 27)"
t09455,51,"(31, 51)"
t09500,18,"(13, 18)"
t09580,48,"(28, 48)"
t09612,2,2
t09613,2,1
t09633,18,"(12, 18)"
t09690,40,"(25, 40)"
t09704,77,"(45, 77)"
t09734,1,1
t09735,1,1
t09772,8,"(6, 8)"
t09847,7,"(5, 7)"
t09852,28,"(18, 28)"
t09859,3,3
t09882,9,"(6, 9)"
t09900,1,1
t09901,1,1
t09912,21,"(15, 21)"
t09927,1,1
t09954,32,"(20, 32)"
t10177,41,"(25, 41)"
t10188,21,"(14, 21)"
t10215,18,"(12, 18)"
t10224,16,"(11, 16)"
t10230,27,"(17, 27)"
t10262,19,"(13, 19)"
t10292,23,"(16, 23)"
t10407,10,"(7, 10)"
t10416,1,1
t10462,52,"(32, 52)"
t10496,12,"(8, 12)"
t10499,1,1
t10500,2,2
t10558,2,"(1, 2)"
t10620,"(2, 4)","(2, 4)"
t10643,59,"(37, 59)"
t10645,"(1, 2)","(0, 2)"
t10664,12,"(9, 12)"
t10681,79,"(47, 79)"
t10832,17,"(12, 17)"
t10887,"(0, 2)","(0, 2)"
t10930,"(2, 3)","(1, 3)"
t10932,2,2
t10944,14,"(10, 14)"
t10974,"(0, 2)","(0, 2)"
t10985,76,"(44, 76)"
t11034,1,1
t11055,8,"(6, 8)"
t11139,"(3, 4)","(2, 4)"
t11198,26,"(17, 26)"
t11248,"(0, 2)","(0, 2)"
t11291,1,1
t11292,5,"(4, 5)"
t11333,14,"(10, 14)"
t11376,20,"(14, 20)"
t11402,1,1
t11418,"(0, 2)","(0, 2)"
t11441,"(1, 3)","(0, 3)"
t11460,13,"(9, 13)"
t11462,1,"(0, 1)"
t11489,"(1, 2)","(1, 2)"
t11497,"(1, 2)","(1, 2)"
t11532,"(0, 2)","(0, 2)"
t11548,25,"(17, 25)"
t11556,25,"(16, 25)"
t11558,14,"(10, 14)"
t11577,"(0, 2)","(0, 2)"
t11618,"(2, 4)","(2, 4)"
t11675,3,3
t11748,"(1, 2)","(0, 2)"
t11751,3,3
t11752,3,3
t11795,2,2
t11798,4,4
t11799,2,2
t11814,1,1
t11852,32,"(20, 32)"
t11887,25,"(16, 25)"
t11888,"(2, 4)","(2, 4)"
t11898,"(1, 2)","(0, 2)"
t11900,"(1, 2)","(1, 2)"
t11909,20,"(14, 20)"
t12120,"(1, 3)","(1, 3)"
t12154,6,"(4, 6)"
t12180,"(2, 3)","(2, 3)"
t12198,6,"(5, 6)"
t12199,7,"(6, 7)"
t12200,0,0
t12229,12,"(8, 12)"
t12247,5,"(4, 5)"
t12270,1,"(0, 1)"
t12271,1,1
t12288,38,"(24, 38)"
t12308,5,"(4, 5)"
t12344,1,1
t12350,3,3
t12376,"(1, 3)","(1, 3)"
t12388,"(1, 2)","(0, 2)"
t12395,1,1
t12456,13,"(8, 13)"
t12533,12,"(8, 12)"
t12587,0,0
t12607,"(0, 2)","(0, 2)"
t12630,"(0, 2)","(0, 2)"
t12656,1,1
t12679,"(1, 3)","(0, 3)"
t12681,22,"(15, 22)"
t12748,0,0
t12753,37,"(23, 37)"
t12755,8,"(7, 8)"
t12756,5,"(4, 5)"
t12757,"(1, 3)","(1, 3)"
o9_00017,"(0, 1)","(0, 1)"
o9_00022,1,1
o9_00133,51,"(32, 51)"
o9_00168,55,"(35, 55)"
o9_00644,23,"(16, 23)"
o9_00797,89,"(52, 89)"
o9_00815,94,"(56, 94)"
o9_01024,1,"(0, 1)"
o9_01035,1,1
o9_01079,46,"(28, 46)"
o9_01175,54,"(34, 54)"
o9_01436,65,"(39, 65)"
o9_01496,76,"(46, 76)"
o9_01584,92,"(54, 92)"
o9_01621,97,"(57, 97)"
o9_01680,89,"(52, 89)"
o9_01765,100,"(59, 100)"
o9_01936,22,"(15, 22)"
o9_01953,53,"(33, 53)"
o9_01955,53,"(33, 53)"
o9_02030,1,"(0, 1)"
o9_02163,1,1
o9_02255,98,"(56, 98)"
o9_02340,102,"(58, 102)"
o9_02350,118,"(68, 118)"
o9_02383,35,"(23, 35)"
o9_02386,114,"(66, 114)"
o9_02471,"(2, 4)","(2, 4)"
o9_02559,4,4
o9_02655,83,"(48, 83)"
o9_02696,89,"(52, 89)"
o9_02706,118,"(68, 118)"
o9_02735,126,"(72, 126)"
o9_02772,39,"(24, 39)"
o9_02786,35,"(24, 35)"
o9_02794,40,"(28, 40)"
o9_02873,"(3, 4)","(3, 4)"
o9_02909,20,"(14, 20)"
o9_03032,61,"(37, 61)"
o9_03108,41,"(25, 41)"
o9_03118,128,"(72, 128)"
o9_03133,66,"(40, 66)"
o9_03149,137,"(77, 137)"
o9_03162,126,"(72, 126)"
o9_03188,139,"(79, 139)"
o9_03278,4,4
o9_03288,67,"(40, 67)"
o9_03313,89,"(52, 89)"
o9_03412,88,"(52, 88)"
o9_03420,5,5
o9_03526,35,"(21, 35)"
o9_03586,67,"(40, 67)"
o9_03597,"(2, 3)","(2, 3)"
o9_03622,74,"(44, 74)"
o9_03802,64,"(38, 64)"
o9_03833,59,"(35, 59)"
o9_03862,"(2, 3)","(2, 3)"
o9_03932,56,"(33, 56)"
o9_04037,1,"(0, 1)"
o9_04054,29,"(18, 29)"
o9_04060,39,"(24, 39)"
o9_04106,89,"(51, 89)"
o9_04139,1,"(0, 1)"
o9_04205,98,"(56, 98)"
o9_04245,101,"(57, 101)"
o9_04269,47,"(29, 47)"
o9_04313,105,"(60, 105)"
o9_04431,117,"(67, 117)"
o9_04435,68,"(40, 68)"
o9_04438,121,"(69, 121)"
o9_04938,41,"(26, 41)"
o9_04950,1,1
o9_05021,90,"(52, 90)"
o9_05028,1,1
o9_05177,99,"(59, 99)"
o9_05229,87,"(49, 87)"
o9_05286,"(4, 5)","(4, 5)"
o9_05287,10,"(9, 10)"
o9_05357,91,"(53, 91)"
o9_05426,91,"(53, 91)"
o9_05483,92,"(54, 92)"
o9_05562,103,"(59, 103)"
o9_05564,"(3, 4)","(3, 4)"
o9_05618,100,"(58, 100)"
o9_05624,"(3, 4)","(3, 4)"
o9_05860,100,"(58, 100)"
o9_05970,119,"(68, 119)"
o9_06060,85,"(49, 85)"
o9_06128,116,"(66, 116)"
o9_06154,87,"(51, 87)"
o9_06248,124,"(70, 124)"
o9_06301,141,"(80, 141)"
o9_06369,5,5
o9_06393,6,6
o9_06956,42,"(26, 42)"
o9_07044,58,"(35, 58)"
o9_07152,60,"(36, 60)"
o9_07167,30,"(18, 30)"
o9_07195,66,"(38, 66)"
o9_07401,47,"(29, 47)"
o9_07674,"(3, 4)","(2, 4)"
o9_07761,"(4, 5)","(4, 5)"
o9_07790,63,"(37, 63)"
o9_07893,86,"(49, 86)"
o9_07943,66,"(40, 66)"
o9_07945,101,"(58, 101)"
o9_08006,92,"(54, 92)"
o9_08042,75,"(45, 75)"
o9_08160,"(7, 8)","(5, 7)"
o9_08179,"(7, 8)","(6, 7)"
o9_08224,67,"(40, 67)"
o9_08268,"(8, 9)","(5, 8)"
o9_08280,"(8, 9)","(6, 8)"
o9_08302,74,"(44, 74)"
o9_08402,33,"(23, 33)"
o9_08477,36,"(24, 36)"
o9_08497,31,"(19, 31)"
o9_08647,119,"(67, 119)"
o9_08765,70,"(42, 70)"
o9_08767,"(6, 7)","(4, 6)"
o9_08771,141,"(79, 141)"
o9_08776,120,"(68, 120)"
o9_08828,104,"(60, 104)"
o9_08831,71,"(43, 71)"
o9_08852,140,"(78, 140)"
o9_08875,118,"(68, 118)"
o9_09052,28,"(19, 28)"
o9_09213,58,"(36, 58)"
o9_09214,2,"(1, 2)"
o9_09271,33,"(21, 33)"
o9_09372,57,"(33, 57)"
o9_09408,"(1, 2)","(1, 2)"
o9_09465,94,"(54, 94)"
o9_09486,"(5, 6)","(4, 5)"
o9_09530,2,2
o9_09648,"(8, 9)","(6, 8)"
o9_09731,26,"(16, 26)"
o9_09808,128,"(72, 128)"
o9_10020,18,"(13, 18)"
o9_10192,51,"(30, 51)"
o9_10213,38,"(24, 38)"
o9_10288,"(1, 2)","(1, 2)"
o9_10598,16,"(11, 16)"
o9_10654,"(1, 2)","(1, 2)"
o9_10696,42,"(25, 42)"
o9_10817,"(0, 2)","(0, 2)"
o9_11002,44,"(26, 44)"
o9_11100,49,"(29, 49)"
o9_11161,"(1, 2)","(1, 2)"
o9_11248,73,"(43, 73)"
o9_11270,"(4, 7)","(4, 6)"
o9_11288,"(6, 7)","(4, 6)"
o9_11413,"(8, 9)","(5, 8)"
o9_11467,126,"(71, 126)"
o9_11490,"(7, 8)","(4, 7)"
o9_11537,51,"(31, 51)"
o9_11541,21,"(15, 21)"
o9_11556,51,"(31, 51)"
o9_11560,139,"(79, 139)"
o9_11570,67,"(40, 67)"
o9_11577,"(2, 3)","(2, 3)"
o9_11658,49,"(31, 49)"
o9_11685,56,"(33, 56)"
o9_11795,52,"(30, 52)"
o9_11845,53,"(32, 53)"
o9_11999,111,"(63, 111)"
o9_12079,69,"(41, 69)"
o9_12144,90,"(52, 90)"
o9_12230,100,"(57, 100)"
o9_12253,34,"(21, 34)"
o9_12412,70,"(41, 70)"
o9_12414,"(0, 1)","(0, 1)"
o9_12459,61,"(36, 61)"
o9_12477,58,"(35, 58)"
o9_12519,50,"(32, 50)"
o9_12693,42,"(27, 42)"
o9_12736,76,"(44, 76)"
o9_12757,56,"(35, 56)"
o9_12773,2,2
o9_12797,"(10, 11)","(8, 11)"
o9_12873,115,"(65, 115)"
o9_12892,72,"(42, 72)"
o9_12919,72,"(42, 72)"
o9_12971,61,"(37, 61)"
o9_13052,72,"(44, 72)"
o9_13054,40,"(24, 40)"
o9_13056,95,"(55, 95)"
o9_13125,75,"(44, 75)"
o9_13126,"(7, 8)","(5, 7)"
o9_13136,1,1
o9_13141,"(1, 2)","(1, 2)"
o9_13182,58,"(36, 58)"
o9_13188,69,"(43, 69)"
o9_13240,"(2, 3)","(2, 3)"
o9_13273,"(0, 2)","(0, 2)"
o9_13342,"(2, 3)","(2, 3)"
o9_13400,80,"(48, 80)"
o9_13403,83,"(48, 83)"
o9_13433,90,"(52, 90)"
o9_13508,102,"(58, 102)"
o9_13537,83,"(48, 83)"
o9_13604,72,"(44, 72)"
o9_13638,"(1, 2)","(1, 2)"
o9_13639,75,"(44, 75)"
o9_13649,68,"(40, 68)"
o9_13666,82,"(48, 82)"
o9_13720,105,"(61, 105)"
o9_13732,"(2, 4)","(2, 4)"
o9_13952,100,"(57, 100)"
o9_14018,120,"(68, 120)"
o9_14079,98,"(56, 98)"
o9_14108,45,"(28, 45)"
o9_14136,58,"(36, 58)"
o9_14359,62,"(37, 62)"
o9_14364,59,"(35, 59)"
o9_14376,111,"(63, 111)"
o9_14495,74,"(44, 74)"
o9_14599,111,"(63, 111)"
o9_14716,81,"(48, 81)"
o9_14831,32,"(20, 32)"
o9_14974,88,"(52, 88)"
o9_15506,87,"(51, 87)"
o9_15633,97,"(56, 97)"
o9_15808,27,"(17, 27)"
o9_15997,124,"(70, 124)"
o9_16033,"(5, 6)",5
o9_16065,145,"(81, 145)"
o9_16141,132,"(74, 132)"
o9_16157,122,"(70, 122)"
o9_16181,122,"(70, 122)"
o9_16248,1,"(0, 1)"
o9_16319,122,"(70, 122)"
o9_16356,93,"(55, 93)"
o9_16431,64,"(38, 64)"
o9_16514,30,"(19, 30)"
o9_16527,96,"(56, 96)"
o9_16642,133,"(75, 133)"
o9_16685,12,"(10, 12)"
o9_16748,77,"(46, 77)"
o9_16874,1,1
o9_16920,45,"(28, 45)"
o9_16941,9,"(7, 9)"
o9_16959,"(5, 6)","(3, 5)"
o9_16991,"(10, 11)","(8, 11)"
o9_17382,55,"(33, 55)"
o9_17388,"(1, 2)","(1, 2)"
o9_17450,77,"(45, 77)"
o9_17646,20,"(12, 20)"
o9_18007,66,"(40, 66)"
o9_18054,2,2
o9_18181,9,"(6, 9)"
o9_18209,75,"(44, 75)"
o9_18341,16,"(12, 16)"
o9_18633,78,"(46, 78)"
o9_18646,26,"(17, 26)"
o9_18772,"(0, 1)","(0, 1)"
o9_18813,58,"(35, 58)"
o9_18905,4,4
o9_18931,"(0, 1)","(0, 1)"
o9_18946,"(5, 7)","(5, 7)"
o9_19031,1,"(0, 1)"
o9_19130,48,"(29, 48)"
o9_19200,5,"(3, 5)"
o9_19247,46,"(28, 46)"
o9_19326,"(0, 3)","(0, 3)"
o9_19364,14,"(11, 14)"
o9_19396,19,"(13, 19)"
o9_19645,45,"(27, 45)"
o9_19660,"(7, 8)","(5, 7)"
o9_19721,"(8, 9)","(5, 8)"
o9_19724,58,"(34, 58)"
o9_19831,"(1, 3)","(1, 3)"
o9_20029,68,"(40, 68)"
o9_20180,1,1
o9_20219,80,"(46, 80)"
o9_20305,31,"(20, 31)"
o9_20364,54,"(32, 54)"
o9_20397,"(1, 2)","(1, 2)"
o9_20458,"(0, 2)","(0, 2)"
o9_20472,55,"(33, 55)"
o9_20617,"(1, 3)","(1, 3)"
o9_20656,6,"(4, 5)"
o9_20894,"(0, 2)","(0, 2)"
o9_20956,"(1, 3)","(1, 3)"
o9_21066,2,2
o9_21103,"(2, 3)","(2, 3)"
o9_21116,"(3, 5)","(3, 5)"
o9_21195,55,"(33, 55)"
o9_21236,"(10, 11)","(7, 10)"
o9_21496,29,"(19, 29)"
o9_21513,55,"(33, 55)"
o9_21545,"(6, 7)","(4, 6)"
o9_21620,51,"(31, 51)"
o9_21697,"(10, 11)","(7, 10)"
o9_21704,33,"(21, 33)"
o9_21722,9,"(7, 9)"
o9_21786,"(2, 3)","(2, 3)"
o9_21893,36,"(23, 36)"
o9_21905,6,"(4, 6)"
o9_21918,37,"(24, 37)"
o9_21927,3,3
o9_21958,"(4, 6)","(4, 6)"
o9_21992,3,3
o9_22066,"(0, 2)","(0, 2)"
o9_22100,37,"(23, 37)"
o9_22129,51,"(29, 51)"
o9_22148,20,"(14, 20)"
o9_22182,3,"(2, 3)"
o9_22199,"(1, 2)","(1, 2)"
o9_22252,71,"(41, 71)"
o9_22266,19,"(13, 19)"
o9_22337,"(1, 2)","(1, 2)"
o9_22477,38,"(24, 38)"
o9_22550,"(2, 3)","(1, 3)"
o9_22607,46,"(28, 46)"
o9_22663,58,"(35, 58)"
o9_22698,80,"(46, 80)"
o9_22790,"(2, 3)","(1, 3)"
o9_22883,7,"(5, 6)"
o9_22925,48,"(30, 48)"
o9_22951,"(0, 1)","(0, 1)"
o9_23023,92,"(53, 92)"
o9_23032,21,"(13, 21)"
o9_23069,7,"(5, 7)"
o9_23094,"(1, 3)","(1, 3)"
o9_23147,1,"(0, 1)"
o9_23178,"(4, 5)","(4, 5)"
o9_23179,39,"(25, 39)"
o9_23263,73,"(43, 73)"
o9_23461,42,"(26, 42)"
o9_23571,"(5, 6)",5
o9_23646,12,"(8, 12)"
o9_23660,82,"(48, 82)"
o9_23723,52,"(32, 52)"
o9_23786,"(1, 2)","(1, 2)"
o9_23955,69,"(41, 69)"
o9_23961,75,"(45, 75)"
o9_23971,30,"(20, 30)"
o9_23977,73,"(43, 73)"
o9_24030,8,"(6, 7)"
o9_24047,"(10, 11)","(8, 10)"
o9_24069,57,"(35, 57)"
o9_24126,68,"(40, 68)"
o9_24149,72,"(44, 72)"
o9_24183,133,"(75, 133)"
o9_24290,24,"(16, 24)"
o9_24293,"(0, 2)","(0, 2)"
o9_24401,19,"(13, 19)"
o9_24407,47,"(28, 47)"
o9_24510,27,"(17, 27)"
o9_24518,"(11, 12)","(8, 11)"
o9_24534,54,"(32, 54)"
o9_24592,39,"(24, 39)"
o9_24667,3,3
o9_24670,"(1, 2)","(1, 2)"
o9_24779,39,"(25, 39)"
o9_24886,127,"(71, 127)"
o9_24889,99,"(57, 99)"
o9_24946,22,"(14, 22)"
o9_25096,3,"(2, 3)"
o9_25106,3,3
o9_25110,41,"(25, 41)"
o9_25199,25,"(16, 25)"
o9_25283,"(4, 5)","(4, 5)"
o9_25341,24,"(17, 24)"
o9_25345,"(9, 10)","(7, 9)"
o9_25444,27,"(19, 27)"
o9_25595,57,"(33, 57)"
o9_25709,13,"(10, 13)"
o9_25832,27,"(19, 27)"
o9_25878,"(6, 7)","(5, 6)"
o9_26120,"(4, 5)","(3, 5)"
o9_26141,51,"(31, 51)"
o9_26170,"(4, 5)","(4, 5)"
o9_26471,24,"(16, 24)"
o9_26570,36,"(23, 36)"
o9_26604,59,"(36, 59)"
o9_26767,15,"(11, 15)"
o9_26774,2,2
o9_26791,74,"(44, 74)"
o9_26913,10,"(7, 10)"
o9_27046,28,"(18, 28)"
o9_27079,"(1, 2)","(1, 2)"
o9_27107,23,"(15, 23)"
o9_27155,69,"(40, 69)"
o9_27165,"(1, 2)","(0, 2)"
o9_27215,1,1
o9_27243,11,"(8, 11)"
o9_27261,84,"(50, 84)"
o9_27286,"(5, 6)","(3, 5)"
o9_27371,56,"(34, 56)"
o9_27392,84,"(50, 84)"
o9_27429,64,"(38, 64)"
o9_27480,67,"(39, 67)"
