o9_27542,1,"(0, 1)"
o9_27737,69,"(41, 69)"
o9_27767,65,"(38, 65)"
o9_27889,17,"(12, 17)"
o9_27893,"(3, 4)","(3, 4)"
o9_28070,13,"(9, 13)"
o9_28113,74,"(46, 74)"
o9_28149,"(6, 7)","(6, 7)"
o9_28153,84,"(48, 84)"
o9_28207,"(2, 4)","(2, 4)"
o9_28230,9,"(7, 9)"
o9_28284,44,"(28, 44)"
o9_28354,"(4, 5)","(3, 5)"
o9_28529,108,"(62, 108)"
o9_28592,86,"(52, 86)"
o9_28622,"(9, 10)","(7, 10)"
o9_28746,81,"(47, 81)"
o9_28751,51,"(31, 51)"
o9_28810,88,"(52, 88)"
o9_28874,"(1, 4)","(1, 4)"
o9_28929,2,2
o9_29048,17,"(12, 17)"
o9_29141,5,"(4, 5)"
o9_29246,105,"(61, 105)"
o9_29278,22,"(14, 22)"
o9_29367,11,"(8, 11)"
o9_29436,107,"(61, 107)"
o9_29484,24,"(15, 24)"
o9_29529,63,"(37, 63)"
o9_29551,49,"(29, 49)"
o9_29648,44,"(27, 44)"
o9_29662,"(1, 3)","(0, 3)"
o9_29669,"(1, 4)","(1, 4)"
o9_29698,"(6, 7)","(4, 6)"
o9_29751,27,"(17, 27)"
o9_29766,18,"(12, 18)"
o9_29799,14,"(10, 14)"
o9_29916,"(1, 2)","(1, 2)"
o9_29972,3,"(2, 3)"
o9_29992,"(0, 2)","(0, 2)"
o9_30018,"(1, 2)","(1, 2)"
o9_30040,7,"(5, 7)"
o9_30087,"(1, 2)","(0, 2)"
o9_30142,62,"(36, 62)"
o9_30147,"(1, 3)","(1, 3)"
o9_30150,34,"(21, 34)"
o9_30281,16,"(11, 16)"
o9_30324,17,"(11, 17)"
o9_30375,86,"(50, 86)"
o9_30430,"(0, 2)","(0, 2)"
o9_30499,6,"(5, 6)"
o9_30502,4,4
o9_30542,1,"(0, 1)"
o9_30564,5,4
o9_30634,6,"(4, 6)"
o9_30650,21,"(13, 21)"
o9_30696,2,2
o9_30721,55,"(33, 55)"
o9_30790,114,"(64, 114)"
o9_30978,15,"(11, 15)"
o9_31036,5,5
o9_31042,"(3, 4)","(2, 4)"
o9_31165,88,"(52, 88)"
o9_31228,11,"(7, 11)"
o9_31267,34,"(22, 34)"
o9_31294,8,"(5, 8)"
o9_31310,"(8, 9)","(6, 9)"
o9_31321,20,"(14, 20)"
o9_31430,"(3, 5)","(3, 5)"
o9_31440,43,"(26, 43)"
o9_31472,2,2
o9_31481,30,"(20, 30)"
o9_31692,20,"(14, 20)"
o9_31828,"(0, 1)","(0, 1)"
o9_31868,3,3
o9_31935,6,"(4, 6)"
o9_31955,9,"(7, 9)"
o9_31967,23,"(15, 23)"
o9_31990,"(1, 2)","(1, 2)"
o9_32028,"(6, 7)","(4, 6)"
o9_32044,14,"(10, 14)"
o9_32065,43,"(27, 43)"
o9_32132,34,"(21, 34)"
o9_32150,31,"(21, 31)"
o9_32208,2,2
o9_32257,39,"(24, 39)"
o9_32314,31,"(20, 31)"
o9_32471,28,"(18, 28)"
o9_32570,"(4, 6)","(4, 6)"
o9_32588,31,"(20, 31)"
o9_32687,"(3, 4)","(3, 4)"
o9_32739,38,"(23, 38)"
o9_32964,18,"(12, 18)"
o9_32994,"(5, 6)","(4, 5)"
o9_33067,"(1, 3)","(1, 3)"
o9_33111,"(4, 5)",4
o9_33112,4,4
o9_33189,26,"(18, 26)"
o9_33262,"(3, 4)","(2, 4)"
o9_33263,3,3
o9_33284,61,"(37, 61)"
o9_33363,4,4
o9_33380,20,"(13, 20)"
o9_33430,25,"(16, 25)"
o9_33432,"(3, 4)","(3, 4)"
o9_33452,"(1, 3)","(1, 3)"
o9_33470,19,"(13, 19)"
o9_33486,70,"(42, 70)"
o9_33526,35,"(22, 35)"
o9_33529,11,"(8, 11)"
o9_33568,"(1, 2)","(0, 2)"
o9_33585,50,"(30, 50)"
o9_33783,3,3
o9_33801,38,"(24, 38)"
o9_33833,"(1, 2)","(0, 2)"
o9_33834,"(1, 2)","(1, 2)"
o9_33944,26,"(16, 26)"
o9_33950,12,"(9, 12)"
o9_33959,39,"(24, 39)"
o9_33966,"(1, 2)","(1, 2)"
o9_33967,1,1
o9_34000,43,"(27, 43)"
o9_34097,2,2
o9_34182,3,3
o9_34316,7,"(5, 7)"
o9_34323,"(1, 2)","(1, 2)"
o9_34336,"(5, 6)","(4, 5)"
o9_34379,4,4
o9_34403,46,"(28, 46)"
o9_34409,15,"(11, 15)"
o9_34450,8,"(6, 8)"
o9_34561,4,"(3, 4)"
o9_34625,"(6, 7)","(4, 6)"
o9_34671,7,"(5, 7)"
o9_34676,1,1
o9_34689,35,"(22, 35)"
o9_34700,"(0, 2)","(0, 2)"
o9_34743,1,1
o9_34801,"(1, 2)","(1, 2)"
o9_34818,"(1, 2)","(0, 2)"
o9_34908,"(1, 2)","(1, 2)"
o9_34949,"(0, 3)","(0, 3)"
o9_35003,"(1, 2)","(1, 2)"
o9_35090,3,"(2, 3)"
o9_35240,0,0
o9_35320,47,"(29, 47)"
o9_35376,18,"(12, 18)"
o9_35549,134,"(76, 134)"
o9_35666,34,"(22, 34)"
o9_35678,4,"(3, 4)"
o9_35682,43,"(27, 43)"
o9_35720,30,"(19, 30)"
o9_35736,131,"(73, 131)"
o9_35772,42,"(26, 42)"
o9_35778,4,4
o9_35831,24,"(16, 24)"
o9_35928,22,"(16, 22)"
o9_35997,3,3
o9_35998,3,3
o9_36089,"(4, 5)","(4, 5)"
o9_36090,2,2
o9_36114,43,"(27, 43)"
o9_36180,"(0, 2)","(0, 2)"
o9_36215,"(7, 8)","(6, 7)"
o9_36250,32,"(21, 32)"
o9_36258,3,3
o9_36259,2,2
o9_36297,22,"(14, 22)"
o9_36320,1,1
o9_36357,"(0, 2)","(0, 2)"
o9_36380,59,"(35, 59)"
o9_36411,22,"(14, 22)"
o9_36435,10,"(7, 10)"
o9_36459,"(0, 2)","(0, 2)"
o9_36544,31,"(20, 31)"
o9_36696,"(3, 5)","(2, 5)"
o9_36697,3,3
o9_36809,22,"(14, 22)"
o9_36811,17,"(11, 17)"
o9_36873,"(1, 3)","(1, 3)"
o9_36955,"(0, 2)","(0, 2)"
o9_36958,22,"(14, 22)"
o9_37005,"(8, 9)","(6, 8)"
o9_37028,"(2, 3)","(2, 3)"
o9_37050,67,"(39, 67)"
o9_37080,1,1
o9_37142,6,"(4, 6)"
o9_37162,5,"(4, 5)"
o9_37291,41,"(25, 41)"
o9_37482,36,"(22, 36)"
o9_37485,1,1
o9_37547,1,"(0, 1)"
o9_37551,18,"(12, 18)"
o9_37563,"(1, 3)","(1, 3)"
o9_37618,"(0, 2)","(0, 2)"
o9_37685,22,"(15, 22)"
o9_37731,1,1
o9_37732,1,1
o9_37751,31,"(20, 31)"
o9_37754,40,"(25, 40)"
o9_37761,"(1, 2)","(1, 2)"
o9_37768,"(0, 2)","(0, 2)"
o9_37770,0,0
o9_37795,1,1
o9_37851,41,"(25, 41)"
o9_37876,3,3
o9_37891,15,"(11, 15)"
o9_37895,"(4, 6)","(3, 5)"
o9_37941,47,"(29, 47)"
o9_38014,"(1, 2)","(0, 2)"
o9_38190,5,"(4, 5)"
o9_38287,29,"(18, 29)"
o9_38344,22,"(14, 22)"
o9_38364,"(1, 2)","(1, 2)"
o9_38471,2,"(1, 2)"
o9_38560,"(3, 5)","(3, 5)"
o9_38598,18,"(12, 18)"
o9_38600,"(0, 2)","(0, 2)"
o9_38623,2,2
o9_38639,2,2
o9_38679,53,"(33, 53)"
o9_38681,"(2, 4)","(2, 4)"
o9_38702,3,"(2, 3)"
o9_38780,"(5, 8)","(4, 8)"
o9_38811,30,"(20, 30)"
o9_38928,19,"(12, 19)"
o9_38945,11,"(8, 11)"
o9_38975,1,1
o9_38989,33,"(21, 33)"
o9_39162,24,"(16, 24)"
o9_39163,"(5, 7)","(4, 6)"
o9_39266,"(2, 4)","(1, 4)"
o9_39277,1,1
o9_39285,"(0, 1)","(0, 1)"
o9_39339,1,1
o9_39369,"(1, 4)","(1, 4)"
o9_39394,57,"(35, 57)"
o9_39395,"(3, 4)","(3, 4)"
o9_39430,2,2
o9_39433,"(0, 1)","(0, 1)"
o9_39451,41,"(25, 41)"
o9_39519,3,"(2, 3)"
o9_39521,52,"(32, 52)"
o9_39551,3,"(2, 3)"
o9_39591,"(1, 2)","(1, 2)"
o9_39592,17,"(11, 17)"
o9_39606,23,"(16, 23)"
o9_39608,23,"(16, 23)"
o9_39746,"(1, 2)","(0, 2)"
o9_39754,"(8, 9)","(6, 9)"
o9_39806,"(0, 2)","(0, 2)"
o9_39859,26,"(16, 26)"
o9_39879,21,"(15, 21)"
o9_39887,"(1, 2)","(1, 2)"
o9_39926,20,"(14, 20)"
o9_39930,"(0, 3)","(0, 3)"
o9_39967,"(0, 2)","(0, 2)"
o9_39973,"(3, 5)","(2, 5)"
o9_39974,3,3
o9_39981,19,"(13, 19)"
o9_40024,1,1
o9_40026,19,"(13, 19)"
o9_40052,36,"(22, 36)"
o9_40063,4,4
o9_40064,2,2
o9_40073,14,"(10, 14)"
o9_40075,36,"(24, 36)"
o9_40076,3,3
o9_40081,1,1
o9_40130,"(3, 5)","(3, 5)"
o9_40154,8,"(6, 8)"
o9_40171,3,3
o9_40179,54,"(32, 54)"
o9_40192,"(1, 3)","(1, 3)"
o9_40215,9,"(7, 9)"
o9_40245,"(5, 7)","(4, 6)"
o9_40284,"(6, 7)","(5, 6)"
o9_40291,2,2
o9_40361,"(0, 2)","(0, 2)"
o9_40363,33,"(20, 33)"
o9_40390,"(2, 3)","(2, 3)"
o9_40449,1,1
o9_40484,1,"(0, 1)"
o9_40485,1,1
o9_40487,14,"(9, 14)"
o9_40504,21,"(14, 21)"
o9_40519,0,0
o9_40522,"(1, 2)","(1, 2)"
o9_40547,"(1, 3)","(1, 3)"
o9_40568,1,1
o9_40582,16,"(11, 16)"
o9_40803,"(1, 2)","(1, 2)"
o9_40873,"(0, 2)","(0, 2)"
o9_40901,22,"(14, 22)"
o9_41058,"(0, 3)","(0, 3)"
o9_41144,23,"(15, 23)"
o9_41263,4,"(3, 4)"
o9_41312,"(0, 2)","(0, 2)"
o9_41372,34,"(22, 34)"
o9_41388,"(2, 3)","(2, 3)"
o9_41428,14,"(9, 14)"
o9_41610,5,"(4, 5)"
o9_41611,1,1
o9_41621,"(7, 8)","(5, 8)"
o9_41633,"(4, 6)","(4, 6)"
o9_41677,"(3, 5)","(3, 5)"
o9_41678,"(1, 5)","(1, 5)"
o9_41909,"(0, 2)","(0, 2)"
o9_41980,"(4, 5)","(3, 5)"
o9_41995,1,1
o9_42189,4,4
o9_42190,2,2
o9_42220,"(1, 2)","(0, 2)"
o9_42224,30,"(20, 30)"
o9_42258,1,1
o9_42277,2,2
o9_42296,"(1, 3)","(1, 3)"
o9_42320,1,1
o9_42352,16,"(10, 16)"
o9_42411,4,4
o9_42429,"(3, 5)","(2, 4)"
o9_42430,10,"(8, 10)"
o9_42467,1,1
o9_42493,32,"(20, 32)"
o9_42511,"(1, 2)","(0, 2)"
o9_42515,"(0, 2)","(0, 2)"
o9_42607,"(1, 2)","(1, 2)"
o9_42660,1,"(0, 1)"
o9_42675,16,"(11, 16)"
o9_42714,"(1, 2)","(1, 2)"
o9_42735,"(0, 2)","(0, 2)"
o9_42757,13,"(9, 13)"
o9_42936,1,1
o9_42942,"(5, 8)","(4, 7)"
o9_42960,"(3, 5)","(3, 5)"
o9_42961,21,"(14, 21)"
o9_42963,2,2
o9_42973,3,3
o9_42974,3,3
o9_42999,2,2
o9_43001,46,"(28, 46)"
o9_43197,"(1, 2)","(0, 2)"
o9_43369,2,2
o9_43407,"(0, 1)","(0, 1)"
o9_43443,8,"(6, 8)"
o9_43446,"(0, 2)","(0, 2)"
o9_43481,"(1, 3)","(0, 3)"
o9_43566,"(2, 4)","(1, 3)"
o9_43567,9,"(7, 9)"
o9_43592,1,1
o9_43607,9,"(8, 9)"
o9_43608,"(2, 4)","(2, 4)"
o9_43609,4,"(3, 4)"
o9_43649,13,"(9, 13)"
o9_43679,58,"(35, 58)"
o9_43730,"(1, 2)","(1, 2)"
o9_43750,30,"(19, 30)"
o9_43759,11,"(8, 11)"
o9_43760,"(4, 6)","(3, 5)"
o9_43771,1,1
o9_43778,"(4, 6)","(3, 6)"
o9_43857,27,"(17, 27)"
o9_43859,"(1, 3)","(1, 3)"
o9_43874,1,1
o9_43876,"(1, 2)","(1, 2)"
o9_43946,"(1, 3)","(1, 3)"
o9_43953,48,"(29, 48)"
o9_44048,"(2, 4)","(2, 4)"
o9_44054,52,"(32, 52)"
o9_44057,2,2
o9_44184,2,2
