name,crossings,dt_code
9_43,9,
16nh_0000760,16,nhJgKpecMBDOIaLf
16nh_0002005,16,njIOKLBpCgMEFaDh
16nh_0004993,16,lFjAoBDpMcNgIHeK
16nh_0006443,16,flkjonHMpecbGaid
16nh_0007418,16,nHmIPJlDBGOfcaKE
16nh_0009461,16,hKEnBgodJLAMIpfc
16nh_0011209,16,lkoHIpMFDCbaNGje
16nh_0011864,16,enlGpJDMKFIaoHbc
16nh_0012370,16,jFOKpAingeLDBhmC
16nh_0013767,16,dmHpFLICGONEaKJB
16nh_0014095,16,cFmEKHnALpDJogbi
16nh_0018292,16,nKJIOLapDMBFCgEh
16nh_0019287,16,midgKbcfpLNEaOJh
16nh_0019288,16,mdgpLNJbKFIHaOEc
16nh_0020152,16,lEOGBKDJMHFaNIPC
16nh_0023155,16,lDgONKcEMaFpHIBj
16nh_0023200,16,fJphbkINcLeAOGMd
16nh_0023605,16,dmKpGnJAOCFIHebL
16nh_0030765,16,lEGOIJMDkBahNFPC
16nh_0031116,16,mfdpliaNKeHJbOGc
16nh_0031117,16,mhNBGPKDalFijOCE
16nh_0032243,16,egnomIJaKLHFpbcd
16nh_0032242,16,hmnoapJeKLFIdbcg
16nh_0033352,16,eHGLaCNPkmoDiFjB
16nh_0034630,16,iJNHFKpDoLBEACMg
16nh_0034745,16,clpHjdIOMNeGaFKb
16nh_0034746,16,ilPfgjdObNeaHCKM
16nh_0039567,16,iNdhMGJacKFPOBEL
16nh_0041704,16,fJeKonILMADGHpbc
16nh_0042162,16,fkjMCoHLpenaGDbi
16nh_0043579,16,eInmkHJOAFbpdcGl
16nh_0045534,16,mgKIpJoLDCFNaHBe
16nh_0047146,16,jEKhNAidofLBpCgm
16nh_0049423,16,fGHnojILKApBecdm
16nh_0055225,16,kMNGAHJCoFpDBLEi
16nh_0060919,16,kHoijnLBAdeMGpcf
16nh_0062168,16,fldoIpJKMEGNbHac
16nh_0062213,16,iEGOHjCBmLfnApkD
16nh_0064988,16,gkEpJNaIMCoFHLBd
16nh_0066937,16,fJdomlHKANGpeIcb
16nh_0070485,16,dIOlHneKMCGpAfBJ
16nh_0071193,16,hMOKABCpDniGEjFL
16nh_0073510,16,ihDMNpkeaLOfBCJg
16nh_0075658,16,jinMpGKCoaLFEHbd
16nh_0079123,16,lEOgIKcpAnBhDjmf
16nh_0079967,16,eDoIkGMLCHnAFpbj
16nh_0087043,16,lDiOHMkEjbgpNFAC
16nh_0088326,16,jiNOkCplfaMdgBEh
16nh_0090332,16,hlOpaIbdKFnEgCjM
16nh_0094635,16,gJeocmpILANHfKdb
16nh_0103274,16,kfNHIbeCOLpMJAGD
16nh_0103273,16,flkpNaHJmGdoEibc
16nh_0108218,16,biEGKJnDMaCPOfHL
16nh_0114161,16,kFEMOBjALpgNDIHC
16nh_0118375,16,gNfamjcILpodHkBe
16nh_0118376,16,kfOhLcjaengMDpBi
16nh_0119274,16,ecoHaMLNDFpGJIbk
16nh_0120273,16,fNMLJaDKoEGHCPiB
16nh_0121089,16,jEKhiAmnofLBpgdc
16nh_0128907,16,hLopAJbdNKFEgcIm
16nh_0131448,16,mDOPgNiLeBCHaKFJ
16nh_0144654,16,lhgKJIMpoNDaCFEb
16nh_0150794,16,dijnGHLEobcpFkam
16nh_0150795,16,gopNIJaKDEMCFHLb
16nh_0151589,16,jCNIHKMODaLEPGBF
16nh_0158299,16,mNHAIoKLBEGJpCDf
16nh_0170342,16,dIkbFMpNALocHEjg
16nh_0176431,16,mfpoLKaNdcGEbJHi
16nh_0187730,16,mEOhBILKdNFGpJAC
16nh_0189360,16,fopIKbLmDgNCjhae
16nh_0189362,16,dGMpNlOAkefijCHB
16nh_0189359,16,dJMpNliefOAghCKB
16nh_0189361,16,dJMpNhielOAfgCKB
16nh_0201894,16,neiObajkcfmPhgDL
16nh_0223313,16,eIKmnGLABHOFcpJd
16nh_0228411,16,mdfpHJbKLNGEaOIc
16nh_0232929,16,gJmKaLpDBOHFncIe
16nh_0232932,16,kjHpiNaBCegMOFLd
16nh_0232933,16,hnKapmOdJLCIebFG
16nh_0238842,16,gefnmblIOdcPajHK
16nh_0240673,16,ljNhkpMBodaeGFCi
16nh_0254668,16,dimnGHKEobpFjcal
16nh_0254669,16,fopNIaJMDLCEGHKb
16nh_0265401,16,dlkpFMJNacGoHEbi
16nh_0270080,16,jfELCoaNKpMDIGHb
16nh_0285621,16,edpOkGMLnCbaFihJ
16nh_0285622,16,kjHpLDNBocaMEGFi
16nh_0293834,16,edGjlHCOMNbpaIFk
16nh_0336565,16,hIgopJnlKBEAdfcm
