name,crossings
9_12,9
16nh_0004017,16
16nh_0004143,16
16nh_0005606,16
16nh_0008405,16
16nh_0008762,16
16nh_0010145,16
16nh_0014554,16
16nh_0014555,16
16nh_0015315,16
16nh_0015607,16
16nh_0016148,16
16nh_0020845,16
16nh_0022416,16
16nh_0023033,16
16nh_0023114,16
16nh_0023757,16
16nh_0024800,16
16nh_0026650,16
16nh_0029856,16
16nh_0030353,16
16nh_0036903,16
16nh_0037936,16
16nh_0037935,16
16nh_0038088,16
16nh_0039173,16
16nh_0048215,16
16nh_0050128,16
16nh_0050417,16
16nh_0056382,16
16nh_0057212,16
16nh_0060128,16
16nh_0067111,16
16nh_0069988,16
16nh_0071007,16
16nh_0071008,16
16nh_0071009,16
16nh_0071006,16
16nh_0077783,16
16nh_0079899,16
16nh_0079989,16
16nh_0082106,16
16nh_0083991,16
16nh_0084133,16
16nh_0089447,16
16nh_0089806,16
16nh_0091645,16
16nh_0092206,16
16nh_0098106,16
16nh_0100622,16
16nh_0103711,16
16nh_0106019,16
16nh_0112740,16
16nh_0114313,16
16nh_0115125,16
16nh_0124505,16
16nh_0128608,16
16nh_0131172,16
16nh_0133295,16
16nh_0134301,16
16nh_0135343,16
16nh_0140527,16
16nh_0142522,16
16nh_0142523,16
16nh_0147938,16
16nh_0149295,16
16nh_0151333,16
16nh_0153518,16
16nh_0158686,16
16nh_0163718,16
16nh_0163719,16
16nh_0166088,16
16nh_0166087,16
16nh_0167122,16
16nh_0167367,16
16nh_0174087,16
16nh_0188329,16
16nh_0195336,16
16nh_0195337,16
16nh_0201033,16
16nh_0218922,16
16nh_0224603,16
16nh_0229200,16
16nh_0239372,16
16nh_0250892,16
16nh_0252049,16
16nh_0254443,16
16nh_0294066,16
16nh_0298790,16
16nh_0305876,16
16nh_0305875,16
16nh_0307258,16
16nh_0308643,16
16nh_0313752,16
16nh_0316791,16
16nh_0322390,16
16nh_0325030,16
16nh_0331221,16
16nh_0331687,16
16nh_0331688,16
16nh_0355090,16
16nh_0355843,16
16nh_0361889,16
16nh_0380511,16
16nh_0383654,16
16nh_0440982,16
16nh_0445554,16
16nh_0462360,16
16nh_0518729,16
16nh_0542921,16
16nh_0551436,16
16nh_0551435,16
16nh_0562179,16
16nh_0562180,16
16nh_0603596,16
16nh_0608805,16
16nh_0694552,16
16nh_0694551,16
16nh_0785357,16
16nh_0785356,16
