name,crossings,dt_code
7_2,7,
16nh_0000443,16,eIGMaCkPOlfnDjBH
16nh_0001046,16,lGOKJIBMFEDpNHAC
16nh_0002795,16,nEHjAiCPMlOdfbKG
16nh_0003817,16,lEogBkhdJMfaNIpc
16nh_0004123,16,nfkOHbLMCpiEGaDj
16nh_0007211,16,kfepObaLMDcNHIGj
16nh_0007666,16,mlJIHKNBDCOpaGFE
16nh_0010843,16,meiObNajclPhgFDK
16nh_0011102,16,mgpNILKbEOHFaDCJ
16nh_0012355,16,doIaNjekBfmPhgcL
16nh_0015691,16,idGoMaCkpLNhEJbf
16nh_0020927,16,mOkHBLiDnAEcpFgJ
16nh_0022052,16,hLfJpconKMDAIbge
16nh_0028540,16,nKGPBlmCaOIefhJD
16nh_0030868,16,jEHonLKIBpMFGAdc
16nh_0031168,16,kOGFNjCBLpeMIADH
16nh_0033559,16,mlEpjGNBkdihaOFc
16nh_0034756,16,epknaGJdcFmObihL
16nh_0034782,16,gnJoKBpIMFEDaHlc
16nh_0035763,16,lEOGBKHDJMFaNIPC
16nh_0037740,16,nFEJPBMLODIHGaKC
16nh_0039822,16,bjEoGLCnmkaiFpdh
16nh_0040018,16,dlGaFICNEpmboHkj
16nh_0057881,16,mlkGbaNCjphdeOFi
16nh_0063551,16,biNfckdPLaeOHGJM
16nh_0063552,16,fpJImaCKEGBndolH
16nh_0071872,16,nHGLPKMBOaFECjID
16nh_0090087,16,gnHPLIkMEBaoCjfD
16nh_0091718,16,fmdpJbIKLOENaHGc
16nh_0095310,16,gfKMJpaINEDOCHLb
16nh_0100853,16,gnKBHopJDMECaIlf
16nh_0109565,16,iMehoKpdgLNFAJbc
16nh_0118611,16,lnHaMIDJBEopGFck
16nh_0126909,16,lNFHAKJMpCBoDGEi
16nh_0130658,16,lgkopHbNEMacIJFd
16nh_0147721,16,kFLigAjpmoeNChBd
16nh_0156761,16,hLOgNIdpJFABKCEM
16nh_0159402,16,gJLOHpkIENMfBACD
16nh_0160662,16,iOMNhBJdpKGAECFL
16nh_0162044,16,gKePmboILAnHcfjD
16nh_0171659,16,lihKOJmnpDFaCgEb
16nh_0177796,16,kfIpBjNLDeoMHGac
16nh_0225682,16,foIHGpKDLMNECJab
16nh_0225683,16,clpHNIJKOMGaFEDb
16nh_0242987,16,kEgioLbMjcpNFHAd
16nh_0256080,16,cgpIMHaKLNOFDEJb
16nh_0256081,16,cgpKIJaLMENOHFDb
16nh_0273467,16,jNfgbpiMdcLOAHKe
16nh_0288887,16,eHdmpGLNJOBFcKAI
16nh_0290558,16,mfgJNhpokDliaCEb
16nh_0290559,16,iEKgNopcfDmBjlAh
16nh_0309562,16,ieGmanOJpKHBfdlC
16nh_0309563,16,gOenlHpIFmABcjdK
16nh_0310113,16,glHaoIpCJFnbdekm
16nh_0326670,16,kghNJLipoEaDFCMb
