name,crossings
17nh_0163932,17
17nh_0167069,17
17nh_0168399,17
17nh_0168478,17
17nh_0168479,17
17nh_0169749,17
17nh_0170214,17
17nh_0170696,17
17nh_0170697,17
17nh_0172290,17
17nh_0177896,17
17nh_0181537,17
17nh_0185588,17
17nh_0187815,17
17nh_0188699,17
17nh_0189894,17
17nh_0193209,17
17nh_0194124,17
17nh_0195571,17
17nh_0202628,17
17nh_0203128,17
17nh_0203129,17
17nh_0203315,17
17nh_0207539,17
17nh_0212040,17
17nh_0213583,17
17nh_0213676,17
17nh_0213675,17
17nh_0218112,17
17nh_0218113,17
17nh_0219806,17
17nh_0221272,17
17nh_0223026,17
17nh_0223027,17
17nh_0224044,17
17nh_0228464,17
17nh_0229685,17
17nh_0230733,17
17nh_0231581,17
17nh_0235897,17
17nh_0237169,17
17nh_0238994,17
17nh_0241944,17
17nh_0245886,17
17nh_0249125,17
17nh_0251756,17
17nh_0255433,17
17nh_0255754,17
17nh_0258303,17
17nh_0260421,17
17nh_0263522,17
17nh_0264755,17
17nh_0265545,17
17nh_0268533,17
17nh_0268986,17
17nh_0274173,17
17nh_0276056,17
17nh_0278594,17
17nh_0287206,17
17nh_0290659,17
17nh_0294681,17
17nh_0296621,17
17nh_0297151,17
17nh_0298567,17
17nh_0301836,17
17nh_0305123,17
17nh_0311816,17
17nh_0311817,17
17nh_0313036,17
17nh_0315695,17
17nh_0316117,17
17nh_0317167,17
17nh_0317166,17
17nh_0318931,17
17nh_0327091,17
17nh_0327680,17
17nh_0328342,17
17nh_0336044,17
17nh_0338307,17
17nh_0338675,17
17nh_0338938,17
17nh_0338939,17
17nh_0338978,17
17nh_0341765,17
17nh_0347103,17
17nh_0348832,17
17nh_0350733,17
17nh_0351422,17
17nh_0361696,17
17nh_0363440,17
17nh_0365589,17
17nh_0369095,17
17nh_0369607,17
17nh_0371376,17
17nh_0373288,17
17nh_0373394,17
17nh_0375945,17
17nh_0375946,17
17nh_0375947,17
17nh_0375948,17
17nh_0378468,17
17nh_0378477,17
17nh_0378741,17
17nh_0378740,17
17nh_0379338,17
17nh_0381523,17
17nh_0392371,17
17nh_0393581,17
17nh_0396352,17
17nh_0396558,17
17nh_0398190,17
17nh_0399578,17
17nh_0399744,17
17nh_0401407,17
17nh_0404740,17
17nh_0406592,17
17nh_0406591,17
17nh_0408489,17
17nh_0408490,17
17nh_0410935,17
17nh_0413197,17
17nh_0413198,17
17nh_0413508,17
17nh_0415359,17
17nh_0417277,17
17nh_0421988,17
17nh_0426722,17
17nh_0430927,17
17nh_0435718,17
17nh_0435759,17
17nh_0435806,17
17nh_0439145,17
17nh_0439522,17
17nh_0439523,17
17nh_0441646,17
17nh_0441647,17
17nh_0444185,17
17nh_0449161,17
