name,crossings,dt_code
8_4,8,
16nh_0000682,16,dlkjFMPONHcbaEIG
16nh_0001440,16,jEiMFBpndaLOChKg
16nh_0001919,16,nLfAhbOPMeGCIdKJ
16nh_0005189,16,ehOjaGKdMbFnIpCl
16nh_0005555,16,gfMIonaJDLpHBCek
16nh_0006670,16,kFGHlPOCmDaNieJB
16nh_0010215,16,lgfkpjbaMOdcNIHe
16nh_0010804,16,ehImpNbKfLOGdcAJ
16nh_0011551,16,mGpKOiLBNeDHaFJc
16nh_0012153,16,hgpKoNbaJMCEFILd
16nh_0012226,16,jFphmAicobLNeKdg
16nh_0012227,16,ioGlahCnpKMdJfbe
16nh_0013471,16,kEGlPOImCFaNhdJB
16nh_0014699,16,hnmJICKpEDGFobal
16nh_0017943,16,ediMaGLOjbNFPCHK
16nh_0018420,16,mfNhOiLdbapGjECk
16nh_0026879,16,iLFnhBdpeKMAJocg
16nh_0026878,16,kFijNGBpecaMODLh
16nh_0027063,16,nighKpecbMDOJaLf
16nh_0029780,16,igeMpobKaLnHDjfc
16nh_0030711,16,gkjOblmINpdefaHC
16nh_0030861,16,jhnaipMcdeFOGLbK
16nh_0038905,16,nmGOPBlCaEDhfiKJ
16nh_0040773,16,cmiEHJLDpaONbFKG
16nh_0042554,16,doIpGmkaLfnCbjeh
16nh_0046988,16,gelObMpIKnHaDjFC
16nh_0046989,16,jiOgaPcmdeLNhKFB
16nh_0051684,16,nmJOLabCPHGEKfDI
16nh_0052767,16,elhnaGOdKpMbIcFj
16nh_0062631,16,djfpGMcLKNaHEOIb
16nh_0078791,16,epmKaGJCNDFOHbLI
16nh_0080207,16,mEHjBkiPCfdNaOLG
16nh_0080208,16,mjhFiKCPdbENaOLG
16nh_0080209,16,mGkhjPIBdFcNaOLE
16nh_0080210,16,mgifJPcKbDHNaOLE
16nh_0082065,16,gmpIoblKCNHafJed
16nh_0091027,16,cnmJHKoEDLGIpabf
16nh_0091028,16,domlGIJKNFEpcaHb
16nh_0094336,16,cglEHpkaDNObfJIM
16nh_0095798,16,jNFGiBOLpeMHKACD
16nh_0105486,16,eoKHmGJLBnFCpaid
16nh_0107274,16,ljFiOHBMkacdNGPE
16nh_0114566,16,feibMaHKcNGPODJL
16nh_0126931,16,nIPFKDJmBHEOgaLC
16nh_0132282,16,hnKmaoJpLGBIdcfe
16nh_0141196,16,dfLjMNhkBpogIEac
16nh_0143343,16,jFEhLBopcgNMDKAi
16nh_0145255,16,iOfPBmcLaGNHJeKD
16nh_0147265,16,kjFNioLbepaMGDCh
16nh_0150344,16,lIFMNJCDABEoHGpk
16nh_0151057,16,dFKpMNAELCOIHGBJ
16nh_0159192,16,mhlgJIPkaNObcFED
16nh_0168861,16,iEKMABplfNDhCOJg
16nh_0169545,16,lHNjMAoBfpciEDgk
16nh_0201736,16,edibmGNplchOjaFK
16nh_0203987,16,ipEGKLoDaMNCBJhf
16nh_0210811,16,eMhGaIJNoFDBPKcL
16nh_0211472,16,gopNMIaJELCFHDKb
16nh_0211471,16,chnFGKDobmpEjial
16nh_0230703,16,fGLOCpJKemANiBDh
16nh_0252699,16,mfNpHKaEldoGiCBj
16nh_0261729,16,cghENPkmlfOibaDJ
16nh_0272261,16,eHlkjMBNFpdoiAGc
16nh_0308450,16,dnopGHJEKMFacIbl
16nh_0308451,16,fnopKbIJLGMDHaec
16nh_0308452,16,cmpGInJKLFDHoaeb
16nh_0308453,16,cenGIaJKLFDHopbm
16nh_0317135,16,dhlmFNpkcgObiaEJ
16nh_0327916,16,lkgahNbfpOcdIEJM
16nh_0339540,16,gopINKaMCDEFHLJb
16nh_0339541,16,cgpKLMNaEOIDHFJb
16nh_0344222,16,eimnaHOLdbcGPjFK
16nh_0358858,16,niGOKHCFmlDPbaEJ
16nh_0359188,16,iMKGpBCLoNEFHJAd
16nh_0361973,16,nEPJBIKFmDGOhaLC
16nh_0388701,16,bhEJmILNaCFOdPKG
16nh_0391723,16,dNjpMAoKflbGcEhi
16nh_0438983,16,jeofahKdnbGMPciL
16nh_0454695,16,imgJbnedlKCpofah
16nh_0496566,16,ljHkbMPCFndoIEaG
16nh_0501201,16,foJGLpKMBCIDEHan
16nh_0501202,16,elankGIMFopbcHdj
16nh_0539396,16,ckgEOJalNFIbpHDm
