name,crossings,dt_code
9_44,9,
16nh_0001531,16,fmkiOcHLpenaGbjD
16nh_0001552,16,fIHMapCkOlgnDjBe
16nh_0002203,16,nhglOIcbMDpjFaEk
16nh_0002442,16,dNHmFKOCGLEJpBAI
16nh_0004260,16,jihgMpocbaLNEKDf
16nh_0006304,16,gJMHpnkIDLfAOeBC
16nh_0007332,16,lMpkhjbAeNdcGOIf
16nh_0008423,16,gNfMLacEkohiPBjD
16nh_0008424,16,fopNLaKmgECIDhJb
16nh_0009756,16,mFONjHlABpdigECk
16nh_0010766,16,mHGFPCEBLKNIaOJD
16nh_0011107,16,mjNgBLKcFaoHpEDi
16nh_0015559,16,blEOhMkpdNgfaJCi
16nh_0016380,16,ljFaIOBdMgcpNHEk
16nh_0019046,16,mEDPBLIJNKGFaOHC
16nh_0019332,16,cjhMGPLObNaDFKIE
16nh_0019842,16,lGdpJAkEMObfNHIc
16nh_0020817,16,gnKpoJdILCEMHabf
16nh_0022130,16,nflkjPiOmbdcgaHE
16nh_0024659,16,kJGHAiNLpBeDCOFM
16nh_0035034,16,emIokGJBlFpnhacd
16nh_0038041,16,iEkFAOLMpNHcGJDB
16nh_0039756,16,ihdpLbaMfKNOEGJc
16nh_0039933,16,dnkoFIPJMEcbaHlG
16nh_0041090,16,idLhgMobaKNCEJpf
16nh_0043382,16,mEJPInBDlGOahKfC
16nh_0043491,16,niOPjCmlkdbhgaFE
16nh_0054349,16,cFnEHAJDMKGoIpbl
16nh_0057095,16,nkglPbJcOmFehaID
16nh_0058134,16,fenMopHKdCGbiJla
16nh_0061916,16,lFGMKJBCEoHpNDAi
16nh_0062345,16,gKmJopnILDBHAcfe
16nh_0065202,16,epoJaHkNDLfCIbGm
16nh_0065203,16,hEGmBjDoNfiPcKaL
16nh_0066426,16,dfomKJaELNGHpbIc
16nh_0066896,16,igOfMpckaLNhEJBd
16nh_0067196,16,dLijFMAKopGHNEbc
16nh_0069787,16,cLiNgdkePafOBHJM
16nh_0069788,16,fLEiMpNjgdhAOCKB
16nh_0072575,16,hLIonJdmKCEABpfg
16nh_0080296,16,kFhIpGAolMeNcDbj
16nh_0080482,16,mgIfpcdLBONHaKJe
16nh_0080483,16,nJIFPCDmlBOahgKE
16nh_0083921,16,dOlmFKANGBEpcHIJ
16nh_0085502,16,mNljPOkEacdfiHBG
16nh_0085897,16,kJFNOCApmBgEDiLh
16nh_0087151,16,jhoPiCLFndMGKabE
16nh_0089848,16,lhgMOkabfpeiNDCj
16nh_0091911,16,cgoKFMJaDNHpIEbl
16nh_0092230,16,dmnkGIJLEFpaHobc
16nh_0092231,16,dfopKJaELMGHIbcn
16nh_0097571,16,gJoHnkmIDLfBApce
16nh_0099466,16,edJmaINoFBHgcpKl
16nh_0108265,16,nfelPbkjOmgchaID
16nh_0114728,16,hlFOakBeJNpgDIMC
16nh_0117659,16,dlmaGOKcbFnPhEjI
16nh_0121659,16,njglPkbcOmefhaID
16nh_0122032,16,iNhMBJopcKFADLEg
16nh_0138474,16,dHlmFKIBNOEpcAGJ
16nh_0141768,16,gMfKJopINALDEHbc
16nh_0142408,16,liOGKJMDEaHbNFPC
16nh_0143489,16,gJfpobcILANHdeKm
16nh_0151040,16,hkogbNpdMFEaILJc
16nh_0151041,16,dgolIMKaEHNbpJFc
16nh_0154424,16,hKFgpMOdJLAINEBC
16nh_0154425,16,jMHOIpeBDgLNAKCf
16nh_0154991,16,mjGOKNBCphLEaDFi
16nh_0156991,16,mKNiBhLocpAGjDEf
16nh_0158117,16,mFHKPlINBaeCjOGD
16nh_0162368,16,dIMpGNOClFEBhKJa
16nh_0166337,16,hKmnpoJcLFBIagde
16nh_0167400,16,dfobJIaELGMHKpcn
16nh_0167401,16,enaHlGJCKFIpobmd
16nh_0174791,16,bmDIPJKLNCOHGaFE
16nh_0177264,16,gKfILonJEMAHDpbc
16nh_0178820,16,ioFanHBLpMdGEJkc
16nh_0181259,16,fKJBhpINeMCoAGdl
16nh_0191949,16,chpLGNEKaDOIJFMb
16nh_0191950,16,jgeicpLodhMNFKab
16nh_0194583,16,gMOLKJaEnFHDPiCB
16nh_0195825,16,jKofNiclpeMBhADg
16nh_0200705,16,hkepoLcdMNIbFJag
16nh_0208197,16,mFKJPiLNCeHBaOGD
16nh_0216913,16,mFopHINAElcbdGkj
16nh_0227684,16,nHEmIOKPDBGFcaLJ
16nh_0230535,16,jiMNpoKedaLGBCfh
16nh_0238905,16,lihokjMeabgcNFpd
16nh_0265154,16,leMpakjcBNfdHOIg
16nh_0268223,16,ckpGMHOLJNFaEDIb
16nh_0268224,16,chpMJGNLaEDOIKFb
16nh_0294347,16,njlPkbiOmfdegaHC
16nh_0303077,16,dInmHOJEAGbcpkFl
16nh_0303110,16,nILOkjBPGfmCeaDH
16nh_0303225,16,cnfKJmaDPLGHobeI
16nh_0315778,16,nJIgBmcPDEOaflKH
16nh_0318061,16,nifOmjlkPebgcaDH
16nh_0349016,16,fJenopIMKAGcdHlb
16nh_0352729,16,ndiPgOmkblhjeaFC
16nh_0354126,16,mIOHNBjADlpfgCEk
16nh_0361141,16,dlmaGNKcbOFPhEIJ
16nh_0361910,16,cnmKJbaDPLGHofeI
16nh_0367267,16,nIDPHKmEJBGOfaLC
16nh_0372299,16,gLMJpkoINDCfBHae
16nh_0388246,16,ndjPilOkmbfheaGC
16nh_0389710,16,loEpIGJMCBFaNHkd
16nh_0391035,16,nhPIJOkmbLgEDaFC
16nh_0393070,16,nmPJLGIOEFbaDkHC
