name,crossings,dt_code
3_1_plus_6_3,9,
16nh_0002455,16,jiFlHPDNabEockGm
16nh_0008500,16,kNFHIoLJDCpMGABe
16nh_0010099,16,ldfpJOcKnEHaGimb
16nh_0012407,16,kjGhbLiOpenMFadC
16nh_0012621,16,jMIGNKDpCoLFAEBh
16nh_0014614,16,kgepjaNbLOcMIFHd
16nh_0026900,16,hMANOIplJFCgBKDE
16nh_0027239,16,lifJbodMaGCpNHKe
16nh_0029052,16,mlHpJoIBNDFcaGKe
16nh_0033401,16,iLeMhopcbKNADJgf
16nh_0034256,16,fmialpHJcGNOdbKe
16nh_0034255,16,eNjlpGImFdOchAKB
16nh_0035286,16,eoikaMJNFcGbpHdl
16nh_0036896,16,jDOFiBKnemLGApCh
16nh_0043848,16,mDAfBjclNehpgOIk
16nh_0043849,16,mdjFaCElNbhpgOIk
16nh_0045018,16,gJpnmcbILAOHdeKf
16nh_0054079,16,kioHLPjCDnfMEabG
16nh_0062039,16,lkOpBJMcdaEiNGFh
16nh_0062800,16,lGIpBJKMDEFoNHAc
16nh_0064820,16,ngOBkmaDLPHeIfCJ
16nh_0066042,16,kfobHpJLNDaMGEIc
16nh_0069155,16,enLFoIKCMPDGHabJ
16nh_0073938,16,hDkPONJaLGMcIFEB
16nh_0075581,16,kGEmJIlOBCpNfdAH
16nh_0077522,16,iDhLMgpocKNABJef
16nh_0082688,16,fdJnlpHKMCGoaIbe
16nh_0091477,16,jHgnBPcEMaLOIdKF
16nh_0101397,16,knEGILCpoDhMFabj
16nh_0103602,16,hLnoJpdcKMEAIbgf
16nh_0107107,16,gNpKJMbLDoHCEAFi
16nh_0107891,16,fmjaLpINKcGEObHd
16nh_0110583,16,nKfJPIcEmGBOahLD
16nh_0126672,16,ljFibMCOkdahNEPG
16nh_0129396,16,fHdpMoKJnBGaEilc
16nh_0137120,16,gnpKJmaLDoHCefbi
16nh_0144116,16,jNHOMIlCFaEgkPBD
16nh_0154844,16,fdJnopHKMCGeaIbl
16nh_0154894,16,kOJgnIlABFpCedmH
16nh_0164399,16,mNlkhJcdbAOgpIEF
16nh_0179625,16,hLpoIjcbKMnADEfg
16nh_0181619,16,lEFJHBMCopDiNGak
16nh_0189549,16,nGmFjHBDOeaPckIL
16nh_0192497,16,gfNlHabKJOEmdPIC
16nh_0192513,16,difpGncMLaHOJeKb
16nh_0194239,16,nhkOFMIbLCPGEaDJ
16nh_0202610,16,fJpnlbIMKAGcoHde
16nh_0204693,16,mdkgoIabELcNpJHf
16nh_0205367,16,nflOkabPjmceigDH
16nh_0208587,16,mipgJhcobLNEaDKf
16nh_0211346,16,jiKONpLFeaMCGBDh
16nh_0215030,16,mjikOlNDPbcfaEGH
16nh_0231896,16,kHdgLOcJMBpFNIEa
16nh_0252143,16,fLEKOaCjngiPBDhM
16nh_0252144,16,gcpJLNaKmOFIEhDb
16nh_0253931,16,kNFLOHBjEPgMDACI
16nh_0268917,16,lfjpGbNDMaocHIEk
16nh_0270434,16,boFEINKJDHMpGCal
16nh_0282073,16,nKJHmICPFEBOadLG
16nh_0298475,16,emialHNKcFOPdbJG
16nh_0312949,16,goIFKDpCBHMEJLan
16nh_0312950,16,ihLfoceagKMBJpdn
16nh_0323883,16,eCNAkGMpjodhFBil
16nh_0342714,16,fOEMKpCjnghBAiDL
16nh_0342715,16,fopLKaJmECHNgDIb
16nh_0363809,16,kogaLJbfNHpMEDIc
16nh_0366461,16,mlGIpNHBJCodaFEk
16nh_0373685,16,mGHoBILDKFNEpJca
16nh_0388820,16,enFipLKodgmCBjah
16nh_0394301,16,gdMfobaLPKNHCJeI
16nh_0395809,16,gJIMkBpCNFleOHDa
16nh_0409580,16,nmHGBOPCDaEFjiLK
16nh_0423154,16,hfIKoaenJBLCpgmd
16nh_0438398,16,mDHLfkONCGeBpIJa
16nh_0438934,16,jhfpoiaMbcLNGKde
16nh_0438933,16,eoIJpKLDBMGFCHan
16nh_0452136,16,dklaGMOcbNPhEIFJ
16nh_0461970,16,nfKHPgbeOLCMJaID
16nh_0461971,16,niDFMCKPjbhOEaLG
16nh_0472885,16,bkEIJgmPONaHfCDL
16nh_0481416,16,bgDLJKaonpMFCEhi
16nh_0481417,16,jgMNKpaiofLEBDCh
16nh_0487432,16,niEPlOjbMgadHkFC
16nh_0496916,16,dElmGBJAcpFohikn
16nh_0513724,16,mfklIcpoDNbeaHJg
16nh_0556602,16,mGIFkNCOBldjpEAH
16nh_0560767,16,nDJIPBCKmFGOhaLE
16nh_0561500,16,nDGIPBJKmFCOhaLE
16nh_0578507,16,cghMIKJopEFNDLab
16nh_0578508,16,cghMLNJopKFIDEab
16nh_0605637,16,nmPGJabDLHOEIfKC
16nh_0642312,16,cjkFNLDMGEopIHab
16nh_0642311,16,mkplcaNOFGHedIJb
16nh_0644932,16,dckiFOJNlaGbpHEm
16nh_0650332,16,gcnmJopIKDHfabel
16nh_0650333,16,feklopIMJGbndHca
16nh_0725811,16,blFHICMONGpjaEDk
16nh_0736856,16,ckiEGJDnoaFbhplm
16nh_0736857,16,cnlEGMDjkopiaFbh
16nh_0736859,16,ioaGJHCNpLMDEKFb
16nh_0736860,16,hoIGBJCpDLMEFKan
16nh_0736858,16,eoFIpHMBKLCDJGan
16nh_0736862,16,ioaGMHCNpLDEJKFb
16nh_0736861,16,ckiEGJDmnaFboplh
16nh_0736863,16,loaJMHDEKCNpFGIb
16nh_0769696,16,chpLJDINbMEOFGKa
16nh_0769697,16,kcjhNipaebgMODLf
16nh_0785147,16,koEMHLJBCFpGIDan
16nh_0785148,16,loaGJKCNEMHpIDFb
16nh_0812065,16,lnpeoaMJFGbcIHdk
16nh_0812066,16,ejkncHMLFGopIadb
16nh_0898385,16,mokGINCFEapbjDHl
16nh_0898387,16,mokGFINCEapbjDHl
16nh_0898388,16,mjkGINCFElpoaDHb
16nh_0898386,16,mjkGFINCElpoaDHb
16nh_0904478,16,loaGMKCNEDHpIJFb
16nh_0904477,16,fnlpocHJMGdeaIbk
16nh_0964465,16,boLMGpJKCFDNIHae
16nh_0964466,16,djopFHKEcmnGbali
