name,crossings,dt_code
4_1_plus_5_1,9,
16nh_0005960,16,hKfpNcblJOMgAEId
16nh_0007859,16,gLFJMKpDnhCOAiEB
16nh_0015189,16,lFiAoBDpcNMgHJeK
16nh_0016405,16,ieHGobnCaKMpJdfl
16nh_0016404,16,iGFnhoBdaKMpJecl
16nh_0017054,16,lGEhJpKdMCBoNIAf
16nh_0019571,16,kGOejNBILadMHPCF
16nh_0020923,16,ecnakGJOlFpdhbmI
16nh_0027081,16,jgpKCMbINaLDOFHE
16nh_0029639,16,emoGaHjDLfNIpcKb
16nh_0029666,16,cnlEIMOKJDHapGbF
16nh_0036184,16,nILOJBpkfMChEaDg
16nh_0038507,16,lDMIAkjoCgfeNBph
16nh_0040060,16,gkoHLCaMEbNpDFJi
16nh_0050612,16,kjGmOIDNPEaHclBF
16nh_0053049,16,inJpFMOKdLGCAEbH
16nh_0059098,16,iLogAJpmdKFEnhbc
16nh_0078375,16,iemolbdJpKHNfaGc
16nh_0078376,16,jdogImbpFaLNeKhc
16nh_0095052,16,gKJOHplIENMAfBCD
16nh_0113156,16,dlipGJKNcOMaFEHb
16nh_0124142,16,lNMhBAkjcpgfODEi
16nh_0130580,16,mfKNgalipDBJeOCh
16nh_0158322,16,dOMpHnjlABfeCgkI
16nh_0161643,16,chgEJpomlnDibakf
16nh_0208439,16,cojEIKHMDpaNGLFb
16nh_0208438,16,ljaoGHDMpkbiEFcn
16nh_0219087,16,eiLOjGMpdahCNFBK
16nh_0220686,16,nCEIBPKJmDGOhaLF
16nh_0220685,16,nGPKJmIBFHDOeaLC
16nh_0229068,16,jmfnKchobaLDpieg
16nh_0250567,16,kijHPCMDFboNGLaE
16nh_0258752,16,lkHjoGMBEpcaNFId
16nh_0259703,16,nEIJFBPKmDCOhaLG
16nh_0259704,16,nGHPKmJCBFIOeaLD
16nh_0261588,16,jnDKBHpMEoLCFiag
16nh_0268923,16,fNMKJaDLoEGCHPiB
16nh_0288672,16,nmLKPjaOGbeCifHD
16nh_0382425,16,nlDGPHkCOmfbjaIE
16nh_0430588,16,kopHNGLECMaIFJDb
16nh_0430587,16,jopLIGMKEaHCNFDb
16nh_0559594,16,conLIKbaDEMHJpgf
16nh_0559595,16,conJLIbaKMHDEpgf
16nh_0589688,16,lkpIHbaMOCefNGDj
16nh_0593659,16,conFMLJKbaGDEpih
16nh_0593660,16,mljkIHDONGcpaFEb
