name,crossings,dt_code
3_1_plus_6_1,9,
16nh_0000305,16,loMPkjiBafedNChG
16nh_0000773,16,hMfgLacdJNPOBEIK
16nh_0001485,16,jIGLfmCpBoNDKeAh
16nh_0001654,16,hmfgLbceJNPODaIK
16nh_0002296,16,fjpokbILNaeGdcHm
16nh_0002331,16,gDjFoBmLPcNHaIeK
16nh_0002892,16,lcgihpObdMEfNJAK
16nh_0002968,16,lgIMOkhaJBfeNCPD
16nh_0003401,16,cjmEHPNIDaGOFbLK
16nh_0003751,16,iNhgLpocbKMEJADf
16nh_0004527,16,hGJfOkBnMCIdpAlE
16nh_0005089,16,cmoGidKNeLpFbHaj
16nh_0005573,16,hoPgBKacJMNEILfD
16nh_0005759,16,jeoPaiCmbdLNhKgF
16nh_0005760,16,eKonjGIlFpMhAdbc
16nh_0005847,16,mOHljACkBNdgpEIF
16nh_0006514,16,iMhfkpNcbLOeAGJd
16nh_0006530,16,kpFLhBnmJOaDCgeI
16nh_0006785,16,mKFHlCBPEaNidOJG
16nh_0008677,16,knIOpLEdBCaMFjHg
16nh_0008920,16,cljEMPOKNGbHaDIF
16nh_0009663,16,hKfgMocbJLAINDpe
16nh_0009662,16,hKfgmOcbJLAIndPE
16nh_0011554,16,cmlEIpoknDhgbajf
16nh_0012966,16,mKGHlBPCEaNidOJF
16nh_0013101,16,iloPhCmadKNgbJfE
16nh_0014106,16,fIHMNaCkPlgoEDjB
16nh_0014360,16,ehjmaGNdPOcIbFKL
16nh_0014584,16,mFpkiAOJNdGcbEHl
16nh_0015246,16,kLpgibAdMocFNHej
16nh_0016966,16,mjgNHKbECpLFaODi
16nh_0020570,16,gjHfoLpICmnEbakd
16nh_0020617,16,mfiKNaDPLbHCjOEG
16nh_0022533,16,hdLoapKeJMFCNIbg
16nh_0023310,16,flJNObIKMPEHaGDC
16nh_0023670,16,kEOIBJHLFDaMGPCN
16nh_0027566,16,gmflONbIKpHdacEj
16nh_0027567,16,eLojkGImFpdNhAcb
16nh_0028641,16,hEFKAMOpDniGBjCL
16nh_0029035,16,mHefjkdLPNcOaIGB
16nh_0029036,16,mKFalPijnohdeCgB
16nh_0029037,16,cogKiJpaNmFHEdLb
16nh_0029038,16,cogLmNpaEdHFJiKb
16nh_0030560,16,fNKGomICLpDHAeBj
16nh_0032025,16,fkIHmpJNOGabdeCl
16nh_0032186,16,fKmopdJLGNAHbIce
16nh_0033474,16,ilKpJmBonEDGfahc
16nh_0035015,16,jfHOMIaEBgLNPCKD
16nh_0035016,16,dGJmFHAIELnBpokc
16nh_0035678,16,bhJELpmoaCINDgKf
16nh_0039971,16,eIpomGJALFbnHdkc
16nh_0041138,16,blDMPkieNfogaCjH
16nh_0041235,16,lkjEMCOFphbaNDGi
16nh_0041236,16,kjpLNihofbaDCEMg
16nh_0041237,16,jipKfmHObaDCnelG
16nh_0041801,16,dKmlFHpJEOBAcgIN
16nh_0041802,16,loMPJBaikDghNCfE
16nh_0041972,16,mfpHGKbDONLEaIJc
16nh_0042742,16,fmpGIaDCEHnobjkl
16nh_0042743,16,kofgpbcdLNaIHJMe
16nh_0044622,16,ihLOBMpfaDnjECkg
16nh_0044623,16,ihMOLCpfaDnjBEkg
16nh_0045481,16,bmGHIKECDNFpoaJl
16nh_0045482,16,feNpcaKLMOIGHBJd
16nh_0046083,16,hKeioGNaMdPBJFcL
16nh_0046732,16,nijkHlmOPbcgfaED
16nh_0048379,16,jhfkODlpNaMcgIEb
16nh_0049061,16,jfpMGoalnbDhkCei
