name,crossings,dt_code
4_1_plus_4_1,8,
16nh_0000547,16,jihgNKocbaLEpFDm
16nh_0000577,16,nHGFkPCBMOejIaLD
16nh_0000647,16,jfogaKdINcLEpbHm
16nh_0000763,16,doGkFLJBNMpaEIHc
16nh_0000861,16,lFOJIHMAEDCnGpkB
16nh_0001126,16,mgfpIcbLEONHaKJd
16nh_0001175,16,gEFkOBmILNdHpaJC
16nh_0001277,16,ihMGFJDonKEPBLaC
16nh_0001446,16,mlFaGPBKJNHdcOIE
16nh_0002629,16,jNGloIDMFaHckPeB
16nh_0002851,16,gLkpNMbEJOcFAHDI
16nh_0002956,16,iLEGPhnCbKMAJofD
16nh_0002957,16,jMiFpGCodbLNAKeh
16nh_0003756,16,flkjNcHMpoebaGDi
16nh_0004347,16,igNMjObKaLeHPCFD
16nh_0004763,16,hLnoIcBmJDpGAkfe
16nh_0005354,16,mOIHABjnLkfCpDgE
16nh_0007170,16,flJONbIKMPEHaGDC
16nh_0011675,16,feoIblHMKCNpaGJd
16nh_0012411,16,ngfJpdbMLCOIHaKe
16nh_0013000,16,mekGlaNCJPHdbOFI
16nh_0013172,16,fjpIobMLCNaHGKed
16nh_0013981,16,hDlOAjMpNfiGcKEB
16nh_0014369,16,cimEJPKLNaDOHbGF
16nh_0017417,16,iFEmPBKNaLoHdjGC
16nh_0017670,16,iOfKApLbeNMGCJDh
16nh_0018167,16,fMhOKaIclENgPJDB
16nh_0018766,16,ighMoJdbnKEPCLaF
16nh_0018823,16,blDGHOMCpENFaKJi
16nh_0020652,16,fKOjNaIMLPcEHGBD
16nh_0021336,16,mgOLCbJaNHFDpIKe
16nh_0022702,16,mHFGPCEBLKNIaOJD
16nh_0023606,16,lHkpMABNFcoiEDGj
16nh_0024212,16,mlHpJINBFEocaGDk
16nh_0026390,16,lpGoJIMBFEnaHDkc
16nh_0027282,16,nlkOJbpCEMHfIaDg
16nh_0030377,16,nlkOJbpcEMHfIaDg
16nh_0030927,16,fpKoiaLJMdGBNHec
16nh_0030978,16,kEjiNLAodcpMFBhg
16nh_0031583,16,hknMGOJaLcEpDiFb
16nh_0031924,16,mOGLjACBKenHpDiF
16nh_0032207,16,gLONKJaEmFHPiDCB
