K14n5389,12.95763995091?,K14n5589,12.9576399509?
K14n5586,12.957639951?,K14n5589,12.9576399509?
K15n6340,12.95909229415?,K15n10533,12.9590922942?
K12n59,12.9675432074?,K12n220,12.96754320739?
K15n7037,13.0022889714?,K15n9524,13.00228897133?
K15n41320,13.0033684309?,K15n45737,13.00336843089?
K15n568,13.0391170131?,K15n1081,13.03911701307?
K14n1844,13.0398231521?,K14n2216,13.0398231521?
K14n110,13.0445408507?,K14n325,13.04454085064?
K15n22317,13.04940079883?,K15n23253,13.0494007989?
K13n459,13.0801731549?,K13n487,13.0801731549?
K15n15189,13.0868805182?,K15n20264,13.0868805182?
K12n63,13.09111399598?,K12n225,13.0911139960?
K15n22106,13.1031734104?,K15n23057,13.1031734103?
K13n800,13.12499242024?,K13n880,13.1249924203?
K14n2586,13.1381904136?,K14n2670,13.138190414?
K13n1292,13.1395736705?,K13n1319,13.1395736705?
K13n1292,13.1395736705?,K13n1321,13.1395736704?
K13n1319,13.1395736705?,K13n1321,13.1395736704?
K15n15220,13.1658954821?,K15n33376,13.1658954821?
K15n15220,13.1658954821?,K15n33595,13.16589548207?
K15n33376,13.1658954821?,K15n33595,13.16589548207?
K15n31818,13.1686144063?,K15n32516,13.1686144063?
K15n31818,13.1686144063?,K15n32519,13.1686144063?
K15n32516,13.1686144063?,K15n32519,13.1686144063?
K12n89,13.1707730757?,K12n134,13.1707730757?
K15n7074,13.1714368362?,K15n9547,13.1714368362?
K15n30423,13.17722449538?,K15n30448,13.17722449538?
K15n13875,13.17761661531?,K15n19600,13.1776166153?
K15n36994,13.1812665983?,K15n37101,13.1812665983?
K13n1284,13.19260999210?,K13n1311,13.19260999210?
K13n863,13.1945240826?,K13n1016,13.1945240826?
K13n652,13.2401538664?,K13n694,13.2401538664?
K14n5463,13.24350784273?,K14n5515,13.2435078428?
K15n61694,13.25383199269?,K15n61782,13.25383199269?
K15n30603,13.2664782137?,K15n30687,13.2664782137?
K15n12177,13.2673177790?,K15n13431,13.2673177790?
K13n2577,13.2780721549?,K13n2846,13.2780721549?
K14n1723,13.28574575423?,K14n2185,13.28574575423?
K13n225,13.2919744302?,K13n285,13.29197443016?
K15n31912,13.29199320774?,K15n32577,13.2919932078?
K15n31912,13.29199320774?,K15n32580,13.29199320774?
K15n32577,13.2919932078?,K15n32580,13.29199320774?
K15n573,13.2961711271?,K15n1099,13.2961711271?
K15n11787,13.30121271582?,K15n11995,13.3012127159?
K13n1290,13.3026728578?,K13n1333,13.30267285774?
K11n41,13.3080979407?,K11n47,13.3080979407?
K15n27159,13.3121710227?,K15n27431,13.31217102264?
K15n31831,13.32020069681?,K15n32743,13.3202006968?
K15n22152,13.3393568990?,K15n22530,13.3393568991?
K14n4151,13.3463875668?,K14n4207,13.34638756677?
K15n17273,13.3543012076?,K15n18941,13.35430120755?
K15n14125,13.3560894210?,K15n22041,13.3560894210?
K15n7088,13.3566562171?,K15n9555,13.3566562171?
K13n2408,13.3646375517?,K13n2411,13.36463755165?
K14n4840,13.3913474025?,K14n4894,13.3913474025?
K13n827,13.4044105099?,K13n1034,13.4044105099?
K14n4869,13.4074052559?,K14n4916,13.4074052559?
K13n227,13.4312451953?,K13n286,13.4312451953?
K13n3843,13.4356569560?,K13n3857,13.4356569560?
K14n2566,13.4426995926?,K14n2723,13.44269959253?
K15n15360,13.4473585103?,K15n16880,13.4473585103?
K14n1137,13.4751531298?,K14n1169,13.47515312978?
K14n1137,13.4751531298?,K14n5518,13.4751531298?
K14n1169,13.47515312978?,K14n5518,13.4751531298?
K13n1194,13.47654769579?,K13n1198,13.47654769579?
K13n651,13.4787673235?,K13n661,13.47876732350?
K15n79890,13.4846298158?,K15n92120,13.4846298158?
K14n1243,13.4937639616?,K14n1455,13.4937639616?
K14n3539,13.4974089432?,K14n3950,13.49740894312?
K15n22032,13.4985717011?,K15n22033,13.49857170103?
K15n22024,13.50189302071?,K15n22025,13.50189302071?
K13n931,13.51158395081?,K13n1059,13.5115839508?
K13n931,13.51158395081?,K13n1062,13.5115839508?
K13n1059,13.5115839508?,K13n1062,13.5115839508?
K12n28,13.52358919182?,K12n34,13.52358919182?
K15n14451,13.5262886044?,K15n16509,13.5262886044?
K15n96235,13.5277986866?,K15n97703,13.5277986866?
K15n41329,13.52838919164?,K15n109457,13.52838919164?
K13n1286,13.5292211777?,K13n1314,13.5292211777?
K13n842,13.53265278864?,K13n976,13.53265278864?
K11n36,13.54263089191?,K11n44,13.5426308919?
K12n256,13.55770903476?,K12n264,13.55770903476?
K13n3800,13.559258644?,K13n3835,13.5592586438?
K15n30420,13.56130089212?,K15n30445,13.56130089211?
K12n553,13.56556195474?,K12n556,13.56556195474?
K12n93,13.5728753302?,K12n138,13.5728753302?
K13n1027,13.5786017478?,K13n1071,13.5786017478?
K15n30611,13.5832472894?,K15n30681,13.5832472894?
K14n20129,13.5842993231?,K14n20263,13.5842993230?
K12n67,13.604456399?,K12n229,13.6044563989?
K15n6360,13.6077880803?,K15n10552,13.6077880804?
K13n3751,13.61224176192?,K13n3768,13.61224176192?
K14n14148,13.63009080689?,K14n14150,13.63009080689?
K12n85,13.63382687680?,K12n130,13.63382687680?
K15n13935,13.6374750190?,K15n15992,13.6374750190?
K15n17295,13.63877819792?,K15n18932,13.6387781980?
K13n906,13.6444817795?,K13n942,13.6444817795?
K13n312,13.6450615383?,K13n500,13.6450615383?
K15n7221,13.6486604064?,K15n9689,13.6486604064?
K15n31833,13.64870738163?,K15n32536,13.6487073817?
K15n31833,13.64870738163?,K15n32538,13.6487073817?
K15n32536,13.6487073817?,K15n32538,13.6487073817?
K15n5429,13.6582775323?,K15n5975,13.6582775323?
K15n7057,13.6599792256?,K15n9542,13.6599792256?
K14n3535,13.66105475418?,K14n3964,13.6610547542?
K14n5345,13.66980866919?,K14n5514,13.66980866919?
K15n22254,13.6736793851?,K15n22446,13.6736793851?
K12n231,13.68544622557?,K12n232,13.68544622557?
K15n63468,13.6912428946?,K15n71170,13.691242895?
K15n13863,13.6954968251?,K15n19598,13.69549682508?
K15n120967,13.6967272246?,K15n121058,13.6967272246?
K13n939,13.76126957838?,K13n1090,13.7612695784?
K15n135706,13.7647257896?,K15n143825,13.76472578961?
K15n7086,13.7923453137?,K15n9590,13.7923453137?
K13n241,13.8009204040?,K13n300,13.8009204040?
K13n3819,13.80449113968?,K13n3846,13.80449113968?
K15n26660,13.807014382?,K15n27589,13.8070143814?
K15n22108,13.81388186993?,K15n23236,13.8138818700?
K15n11841,13.81805635716?,K15n11842,13.8180563572?
K14n2743,13.82547240349?,K14n2839,13.82547240349?
K15n30428,13.8424396438?,K15n30453,13.8424396438?
K12n691,13.84438664896?,K12n692,13.8443866490?
K15n27160,13.8556811578?,K15n27430,13.8556811577?
K15n7530,13.8627893459?,K15n9644,13.8627893459?
K15n118470,13.8660119651?,K15n118707,13.8660119651?
K15n116044,13.8676026070?,K15n136459,13.8676026070?
K15n7201,13.8751756855?,K15n9666,13.8751756855?
K12n207,13.8789626660?,K12n228,13.8789626660?
K14n418,13.8795965382?,K14n421,13.8795965382?
K13n228,13.9121315591?,K13n287,13.9121315591?
K15n33808,13.91243107506?,K15n116321,13.91243107506?
K12n62,13.91608015555?,K12n66,13.9160801556?
K12n62,13.91608015555?,K12n224,13.9160801556?
K12n66,13.9160801556?,K12n224,13.9160801556?
K14n20362,13.91772577502?,K14n20417,13.9177257751?
K13n1291,13.9184599722?,K13n1320,13.9184599722?
K15n55473,13.9184977189?,K15n106875,13.9184977189?
K15n12,13.925609011?,K15n252,13.9256090106?
K15n12068,13.9277013167?,K15n13198,13.9277013167?
K15n7078,13.93181420846?,K15n9550,13.9318142085?
K15n22253,13.93351257223?,K15n22336,13.93351257223?
K15n22156,13.9439367873?,K15n22533,13.9439367873?
K15n31820,13.94895613244?,K15n32521,13.9489561325?
K13n2934,13.9504891738?,K13n2954,13.9504891738?
K15n22503,13.9533378980?,K15n22629,13.95333789794?
K13n724,13.9668602551?,K13n766,13.9668602550?
K11a57,13.96896046814?,K11a231,13.96896046814?
K15n45813,13.9727641840?,K15n65809,13.9727641840?
K13n472,13.9764820771?,K13n554,13.9764820771?
K15n22416,13.9794506580?,K15n22928,13.9794506580?
K14n2527,13.9884362339?,K14n2790,13.98843623387?
K15n26951,13.9891785846?,K15n27487,13.989178585?
K15n11278,13.9990876424?,K15n11534,13.9990876424?
K15n75448,14.00832200118?,K15n75449,14.0083220012?
K15n11686,14.0095729673?,K15n12114,14.0095729673?
K15n6351,14.0270815690?,K15n10546,14.0270815690?
K12n87,14.03890700232?,K12n132,14.03890700232?
K13n226,14.05315698309?,K13n284,14.0531569831?
K15n36806,14.0565473330?,K15n36807,14.0565473330?
K12n64,14.05938462278?,K12n261,14.0593846228?
K13n845,14.06090733311?,K13n999,14.0609073332?
K13n963,14.07318751231?,K13n1074,14.0731875123?
K14n2570,14.0821142680?,K14n2727,14.08211426801?
K15n30427,14.0842097787?,K15n30452,14.0842097787?
K15n24685,14.0844648873?,K15n25326,14.0844648873?
K15n62606,14.08753719956?,K15n62668,14.08753719956?
K15n62606,14.08753719956?,K15n62671,14.08753719956?
K15n62668,14.08753719956?,K15n62671,14.08753719956?
K14n3529,14.0881580364?,K14n3965,14.0881580364?
K13n240,14.08925305165?,K13n299,14.0892530517?
K15n5533,14.0916269793?,K15n5998,14.0916269793?
K12n693,14.0941351400?,K12n696,14.0941351400?
K15n52871,14.09754184442?,K15n52872,14.0975418445?
K14n3350,14.10168361194?,K14n3677,14.1016836120?
K14n17,14.1214907679?,K14n81,14.1214907679?
K15n52848,14.12702868977?,K15n52849,14.12702868977?
K14n17949,14.1270656354?,K14n17960,14.1270656354?
K15n30613,14.1303601053?,K15n30683,14.13036010526?
K15n12358,14.1312130651?,K15n12962,14.1312130650?
K15n6724,14.1332516955?,K15n10647,14.1332516955?
K15n12064,14.1545963221?,K15n13195,14.1545963221?
K15n12328,14.16427962614?,K15n13164,14.16427962614?
K15n22246,14.16617937570?,K15n22538,14.1661793757?
K15n11705,14.16668097265?,K15n12126,14.16668097265?
K15n33987,14.1954798215?,K15n33988,14.1954798215?
K15n6367,14.1962641188?,K15n10467,14.19626411879?
K15n41327,14.19689038576?,K15n109460,14.1968903858?
K15n24714,14.2191947591?,K15n27667,14.2191947591?
K15n85213,14.21998405618?,K15n85214,14.21998405618?
K15n59658,14.2234382805?,K15n113428,14.2234382805?
K14n3315,14.22366819492?,K14n4323,14.2236681950?
K15n30594,14.22513330186?,K15n30654,14.2251333019?
K13n2404,14.22554635737?,K13n2406,14.2255463574?
K13n793,14.2302913402?,K13n882,14.2302913402?
K15n7049,14.2311485672?,K15n9580,14.2311485672?
K14n20465,14.2331119743?,K14n20497,14.2331119743?
K14n1138,14.2388873733?,K14n1168,14.2388873733?
K14n1138,14.2388873733?,K14n5520,14.2388873733?
K14n1168,14.2388873733?,K14n5520,14.2388873733?
K14n20127,14.2440484080?,K14n20261,14.2440484080?
K15n12072,14.2503162618?,K15n13202,14.2503162618?
K15n22094,14.2503838204?,K15n22520,14.25038382041?
K13n930,14.2528004934?,K13n1060,14.2528004934?
K15n12205,14.25455751585?,K15n13446,14.25455751585?
K15n124438,14.2547583935?,K15n124454,14.2547583935?
K15n5257,14.2557185749?,K15n6204,14.25571857482?
K14n3944,14.2631290531?,K14n4176,14.2631290531?
K13n462,14.2768810844?,K13n490,14.2768810844?
K15n16931,14.2803122908?,K15n18795,14.2803122908?
K13n230,14.2813321281?,K13n288,14.28133212802?
K15n86383,14.2837027910?,K15n116445,14.2837027910?
K13n3765,14.2846005924?,K13n3783,14.28460059236?
K14n1254,14.28707091976?,K14n1465,14.28707091976?
K15n55474,14.2928278884?,K15n106872,14.29282788832?
K15n11927,14.2937427148?,K15n13580,14.2937427148?
K15n7085,14.29606997574?,K15n9554,14.2960699758?
K15n8876,14.29926434046?,K15n8893,14.2992643405?
K15n8876,14.29926434046?,K15n24200,14.29926434046?
K15n8893,14.2992643405?,K15n24200,14.29926434046?
K15n11720,14.3087497591?,K15n12228,14.30874975902?
K15n11786,14.31068959951?,K15n11994,14.3106895996?
K11n40,14.3114681052?,K11n46,14.31146810517?
K14n6081,14.3187603759?,K14n6219,14.3187603759?
K15n84269,14.3207486551?,K15n84273,14.320748655?
K15n23227,14.3213297831?,K15n23605,14.3213297831?
K15n14632,14.3221154256?,K15n17107,14.3221154256?
K15n7212,14.3486677665?,K15n9675,14.3486677665?
K13n2410,14.3509274760?,K13n2414,14.35092747595?
K14n1602,14.3515758490?,K14n2351,14.35157584900?
K15n19081,14.3641697178?,K15n20316,14.3641697179?
K13n3848,14.3669313265?,K13n3861,14.3669313264?
K13n309,14.36713226124?,K13n509,14.36713226124?
K15n6291,14.3713382284?,K15n10413,14.3713382284?
K15n19003,14.3722078664?,K15n20323,14.3722078664?
K13n936,14.373147119?,K13n1087,14.3731471191?
K15n25443,14.38200036408?,K15n25813,14.3820003641?
K15n26106,14.3831524383?,K15n28586,14.38315243830?
K15n24678,14.39186221043?,K15n27471,14.39186221043?
K15n24681,14.3923671413?,K15n25322,14.3923671413?
K15n121023,14.3942037728?,K15n121517,14.3942037728?
K13n3818,14.3969542938?,K13n3845,14.3969542938?
K13n1968,14.40006159672?,K13n1970,14.40006159672?
K15n1461,14.40040937245?,K15n1554,14.40040937245?
K15n22426,14.4056489834?,K15n22763,14.4056489834?
K13n3761,14.4059272827?,K13n3766,14.4059272826?
K15n7047,14.4099213675?,K15n9534,14.4099213675?
K13n983,14.41235972624?,K13n1106,14.4123597263?
K15n11695,14.41708524334?,K15n12120,14.4170852434?
K15n7042,14.4229432402?,K15n9527,14.4229432401?
K15n14450,14.4234394751?,K15n18332,14.4234394751?
K15n89504,14.4337477863?,K15n92338,14.4337477863?
K15n12361,14.4508281334?,K15n12965,14.4508281333?
K15n32329,14.45598904968?,K15n115415,14.4559890497?
K14n14149,14.4570591243?,K14n14151,14.45705912426?
K15n100278,14.4593819476?,K15n100280,14.4593819476?
K14n1244,14.4626135909?,K14n1457,14.4626135909?
K15n26997,14.4638718947?,K15n27636,14.4638718947?
K15n9011,14.4650914977?,K15n9465,14.4650914977?
K15n30587,14.466222309?,K15n30660,14.46622230877?
K13n727,14.4730454443?,K13n765,14.4730454443?
K14n3725,14.47858093844?,K14n4349,14.4785809385?
K14n3725,14.47858093844?,K14n4352,14.47858093844?
K14n4349,14.4785809385?,K14n4352,14.47858093844?
K13n366,14.48017579477?,K13n493,14.4801757948?
K14n10382,14.4806074543?,K14n10385,14.4806074543?
K13n481,14.4811686975?,K13n539,14.4811686975?
K14n2517,14.4865205449?,K14n2784,14.486520545?
K15n120961,14.4884813231?,K15n121573,14.4884813231?
K13n1746,14.4932136163?,K13n1777,14.4932136163?
K13n161,14.50114625233?,K13n164,14.5011462524?
K13n161,14.50114625233?,K13n176,14.5011462524?
K13n164,14.5011462524?,K13n176,14.5011462524?
K15n15559,14.5186748302?,K15n18787,14.51867483013?
K15n8734,14.51990928401?,K15n8821,14.5199092840?
K15n25372,14.5215433860?,K15n26822,14.52154338595?
K14n2575,14.5299850323?,K14n2732,14.529985033?
K15n13826,14.530583331?,K15n13832,14.5305833303?
K14n5649,14.53400534328?,K14n5660,14.5340053433?
K14n20425,14.53441372182?,K14n20552,14.5344137218?
K14n1055,14.5356256033?,K14n1062,14.53562560323?
K15n13312,14.537750127?,K15n13632,14.5377501270?
K15n30380,14.54437055686?,K15n30384,14.54437055687?
K15n12324,14.54880433440?,K15n12951,14.5488043344?
K13n436,14.5520294197?,K13n447,14.55202941969?
K13n436,14.5520294197?,K13n636,14.5520294197?
K13n447,14.55202941969?,K13n636,14.5520294197?
K15n105316,14.5531113071?,K15n105867,14.5531113072?
K15n32303,14.5540204291?,K15n115404,14.55402042908?
K13n3867,14.5558750012?,K13n3946,14.5558750012?
K15n12038,14.56100370471?,K15n12878,14.5610037047?
K15n52867,14.56407856062?,K15n52868,14.56407856062?
K11a44,14.56467647748?,K11a47,14.56467647748?
K15n31844,14.5662681832?,K15n32356,14.5662681832?
K15n121070,14.5666047945?,K15n121307,14.5666047945?
K15n119483,14.5713306752?,K15n122907,14.5713306752?
K15n22161,14.5737538804?,K15n22645,14.5737538805?
K15n22406,14.57419020578?,K15n23068,14.5741902058?
K13n644,14.57555762450?,K13n706,14.5755576245?
K12n90,14.5767668491?,K12n135,14.5767668491?
K14n17952,14.57689904594?,K14n17961,14.5768990460?
K14n2417,14.5788125691?,K14n2499,14.5788125691?
K15n12483,14.5883723425?,K15n12643,14.5883723425?
K14n2404,14.5941592319?,K14n2487,14.5941592319?
K15n5282,14.59573740563?,K15n6229,14.5957374057?
K15n14264,14.5982101836?,K15n17920,14.5982101836?
K13n453,14.6006275362?,K13n478,14.6006275362?
K15n22111,14.6014541347?,K15n23239,14.60145413463?
K15n86051,14.6086474263?,K15n86054,14.60864742624?
K15n31832,14.6105239235?,K15n32537,14.6105239235?
K15n19083,14.61094743080?,K15n20325,14.6109474308?
K15n5259,14.6132681911?,K15n6205,14.6132681911?
K15n11736,14.6142506735?,K15n12240,14.61425067348?
K13a3377,14.6147710549?,K13a3380,14.6147710549?
K13n1216,14.6213321045?,K13n1248,14.6213321045?
K15n62624,14.62704453241?,K15n62716,14.62704453240?
K13n3803,14.6290355032?,K13n3830,14.6290355032?
K15n7072,14.6329913828?,K15n9586,14.63299138279?
K13n484,14.63369429860?,K13n542,14.6336942986?
K15n6338,14.6340814236?,K15n10532,14.6340814236?
K14n2416,14.6456651069?,K14n2493,14.6456651069?
K14n2033,14.6472184755?,K14n2035,14.64721847542?
K14n2033,14.6472184755?,K14n4718,14.64721847542?
K14n2035,14.64721847542?,K14n4718,14.64721847542?
K14n3762,14.6529034523?,K14n3861,14.6529034523?
K14n5293,14.6602700991?,K14n5373,14.6602700991?
K15n31911,14.6611932993?,K15n32578,14.6611932992?
K13n3167,14.66133730065?,K13n3169,14.6613373007?
K15n14633,14.6728998759?,K15n17108,14.6728998758?
K15n2171,14.67304242204?,K15n3202,14.67304242204?
K15n11941,14.6737820994?,K15n12569,14.6737820994?
K15n5419,14.6770841459?,K15n5951,14.67708414587?
K15n23198,14.6816618060?,K15n23537,14.6816618060?
K15n12007,14.69252595543?,K15n12534,14.6925259555?
K15n14150,14.6926349765?,K15n16152,14.6926349765?
K13n2930,14.7006005510?,K13n2977,14.7006005510?
K15n22311,14.7012203255?,K15n23247,14.7012203256?
K13n1743,14.7019203333?,K13n1774,14.7019203333?
K14n20383,14.7054174812?,K14n20395,14.7054174812?
K14n4871,14.70633060290?,K14n4898,14.7063306029?
K14n3706,14.7126253134?,K14n4152,14.7126253133?
K15n22165,14.7231974442?,K15n22650,14.7231974442?
K14n3273,14.7380716864?,K14n3785,14.738071687?
K15n24767,14.7397790264?,K15n26377,14.73977902635?
K15n7677,14.7397881600?,K15n7731,14.7397881599?
K13n243,14.7414096554?,K13n302,14.7414096554?
K13n3762,14.74307530041?,K13n3767,14.7430753004?
K15n22506,14.74359062034?,K15n22630,14.74359062034?
K15n51747,14.7498870093?,K15n115460,14.7498870093?
K13n3847,14.751115641?,K13n3865,14.7511156408?
K15n17119,14.752631661?,K15n19337,14.75263166087?
K13n369,14.7594088003?,K13n496,14.75940880031?
K15n24320,14.7621271667?,K15n26390,14.7621271667?
K15n15204,14.7626547079?,K15n20153,14.7626547078?
K15n7052,14.7633665587?,K15n9533,14.76336655870?
K15n3704,14.7649642998?,K15n3723,14.7649642997?
K14n6077,14.7678666365?,K14n6215,14.7678666365?
K15n14867,14.7682971156?,K15n33411,14.7682971157?
K15n25218,14.77447789473?,K15n25245,14.7744778948?
K15n12501,14.7789739176?,K15n12563,14.7789739176?
K13n917,14.7795680457?,K13n1096,14.779568046?
K14n16566,14.7822674299?,K14n16900,14.7822674299?
K13n857,14.7862302582?,K13n1001,14.7862302582?
K15n25879,14.78809230488?,K15n27268,14.78809230488?
