group,invariant
"['K15n120776', 'K15n120799']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 401), (0, 401)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (4, 4, (0, 13, 13, 401), (0, 13, 13, 401)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1, (6, 6, (0, 109, 109, 401), (0, 109, 109, 401)): 1}"
"['K15a2026', 'K15a2545']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1069), (0, 1069)): 1, (4, 4, (0, 47, 47, 1069), (0, 47, 47, 1069)): 1, (3, 3, (0, 7, 7, 43, 43), (0, 7, 7, 43, 43)): 1, (5, 5, (0, 5171, 5171), (0, 5171, 5171)): 1, (6, 6, (0, 7, 7, 43, 43, 1069), (0, 7, 7, 43, 43, 1069)): 1}"
"['K15a4591', 'K15a4127']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 79), (0, 7, 79)): 1, (4, 12, (0, 3, 5, 7), (0, 3, 3, 3, 4, 4, 5, 5, 5, 7, 7, 7, 13, 13)): 1, (6, 360, (0, 3), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 9, 9, 9, 16, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 27, 27, 27, 27, 27, 27, 27, 27, 31, 31, 31, 31, 31, 31, 31, 31, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 61, 61, 61, 61, 61, 61, 61, 61, 61, 64, 64, 64, 64, 71, 71, 71, 71, 71, 71, 71, 71, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049)): 1, (5, 60, (0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 19)): 1, (3, 3, (0, 4, 4, 13, 13), (0, 4, 4, 13, 13)): 1, (6, 24, (0, 3, 4, 4, 7, 13, 13), (0, 3, 3, 3, 3, 3, 3, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 8, 8, 13, 13, 79)): 1, (6, 12, (0, 3, 4, 4, 5, 7, 13, 13), (0, 3, 3, 3, 4, 4, 5, 5, 5, 7, 7, 7, 13, 13)): 1, (6, 360, (0, 3, 3, 3, 4, 4, 7), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 9, 9, 9, 16, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 27, 27, 27, 27, 27, 27, 27, 27, 31, 31, 31, 31, 31, 31, 31, 31, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 61, 61, 61, 61, 61, 61, 61, 61, 61, 64, 64, 64, 64, 71, 71, 71, 71, 71, 71, 71, 71, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049)): 1, (6, 60, (0, 3, 4, 4, 5, 19), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 19)): 1, (4, 4, (0, 7, 11, 11, 79), (0, 7, 11, 11, 79)): 1, (5, 5, (0, 2, 2, 2, 2, 361, 361), (0, 2, 2, 2, 2, 361, 361)): 1, (6, 6, (0, 7, 8, 8, 13, 13, 79), (0, 7, 8, 8, 13, 13, 79)): 1}"
"['K15n23592', 'K15n22956']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 239), (0, 239)): 1, (4, 4, (0, 3, 3, 7, 7, 239), (0, 3, 3, 7, 7, 239)): 1, (6, 36, (0, 2, 2, 239, 343), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 5, 5, 5, 7, 7, 239, 343, 343, 343, 343)): 1, (5, 5, (0, 3, 3, 3, 3, 41, 41), (0, 3, 3, 3, 3, 41, 41)): 1, (6, 36, (0, 5, 239), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 5, 5, 5, 7, 7, 239, 343, 343, 343, 343)): 1, (3, 3, (0, 31, 31), (0, 31, 31)): 1, (6, 6, (0, 31, 31, 239), (0, 31, 31, 239)): 1}"
"['K15n130496', 'K15n135852', 'K15n130833']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 509), (0, 509)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 7, 7, 509), (0, 7, 7, 509)): 1, (5, 5, (0, 2, 2, 2, 2, 3, 3, 3, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3)): 1, (6, 6, (0, 7, 7, 13, 13, 509), (0, 7, 7, 13, 13, 509)): 1}"
"['K15n118805', 'K15n118773']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (6, 60, (0, 2, 5, 8, 343), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 343, 343, 343, 343, 343)): 1, (5, 60, (0, 3, 19), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 343, 343, 343, 343, 343)): 1, (2, 2, (0, 7, 67), (0, 7, 67)): 1, (4, 4, (0, 7, 11, 11, 67), (0, 7, 11, 11, 67)): 1, (6, 6, (0, 7, 7, 7, 13, 13, 67), (0, 7, 7, 7, 13, 13, 67)): 1, (5, 5, (0, 3, 3, 3, 3, 79, 79), (0, 3, 3, 3, 3, 79, 79)): 1}"
"['K15n38210', 'K15n38233']","{(1, 1, (0,), (0,)): 1, (3, 6, (0,), (0, 3, 121)): 1, (4, 12, (0, 9), (0, 2, 2, 9, 9, 9, 43, 43)): 1, (2, 2, (0, 3, 121), (0, 3, 121)): 1, (6, 36, (0, 2, 2, 3, 27, 121), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 9, 9, 9, 9, 27, 27, 32, 32, 32, 32, 81, 121)): 1, (6, 36, (0, 2, 3, 9, 32, 121), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 9, 9, 9, 9, 27, 27, 32, 32, 32, 32, 81, 121)): 1, (6, 18, (0, 3, 103, 103, 121), (0, 0, 0, 43, 43, 103, 103, 103, 103, 121)): 1, (3, 3, (0, 2, 2, 43, 43), (0, 2, 2, 43, 43)): 1, (6, 24, (0, 2, 2, 43, 43, 361), (0, 0, 0, 9, 9, 9, 43, 43, 121, 361, 361, 361)): 1, (6, 12, (0, 2, 2, 9, 43, 43), (0, 2, 2, 9, 9, 9, 43, 43)): 1, (4, 4, (0, 3, 9, 9, 121), (0, 3, 9, 9, 121)): 1, (5, 5, (0, 181, 181), (0, 181, 181)): 1, (6, 6, (0, 3, 121), (0, 3, 121)): 1, (6, 6, (0, 0, 0, 43, 43, 121), (0, 0, 0, 43, 43, 121)): 1}"
"['K15n120796', 'K15n120773']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 29), (0, 7, 29)): 1, (3, 3, (0, 23, 23), (0, 23, 23)): 1, (4, 4, (0, 7, 29), (0, 7, 29)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1, (6, 6, (0, 7, 23, 23, 29), (0, 7, 23, 23, 29)): 1}"
"['K15n11023', 'K15n6586']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 283), (0, 283)): 1, (3, 3, (0, 7, 7, 11, 11), (0, 7, 7, 11, 11)): 1, (4, 4, (0, 13, 13, 283), (0, 13, 13, 283)): 1, (5, 5, (0, 571, 571), (0, 571, 571)): 1, (6, 6, (0, 7, 7, 11, 11, 283), (0, 7, 7, 11, 11, 283)): 1}"
"['K15n82157', 'K15n95566']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 3, 5, 7), (0, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 7, 7, 7, 7, 17, 17, 17, 17, 17, 25, 25, 25, 32, 32, 64, 64, 64, 64, 379, 379, 379, 379, 379)): 1, (6, 60, (0, 3, 4, 4, 17, 379), (0, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 7, 7, 7, 7, 17, 17, 17, 17, 17, 25, 25, 25, 32, 32, 64, 64, 64, 64, 379, 379, 379, 379, 379)): 1, (2, 2, (0, 523), (0, 523)): 1, (3, 3, (0, 107, 107), (0, 107, 107)): 1, (4, 4, (0, 13, 13, 523), (0, 13, 13, 523)): 1, (5, 5, (0, 841, 841), (0, 841, 841)): 1, (6, 6, (0, 107, 107, 523), (0, 107, 107, 523)): 1}"
"['K15n6030', 'K15n5482']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 2, 2, 2, 2, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 5, 43)): 1, (3, 6, (0, 5, 11), (0, 3, 5, 5, 5, 11, 11, 43)): 1, (2, 2, (0, 3, 5, 43), (0, 3, 5, 43)): 1, (3, 3, (0, 139, 139), (0, 139, 139)): 1, (4, 4, (0, 3, 5, 19, 19, 43), (0, 3, 5, 19, 19, 43)): 1, (5, 5, (0, 2, 2, 2, 2, 509, 509), (0, 2, 2, 2, 2, 509, 509)): 1, (6, 6, (0, 3, 5, 9, 43, 139, 139), (0, 3, 5, 9, 43, 139, 139)): 1, (6, 6, (0, 3, 5, 5, 5, 11, 11, 43), (0, 3, 5, 5, 5, 11, 11, 43)): 1, (6, 18, (0, 3, 5, 5, 5, 19, 19, 43), (0, 3, 5, 5, 5, 5, 5, 5, 5, 9, 11, 11, 19, 19, 19, 19, 43, 139, 139)): 1}"
"['K15a2523', 'K15a2575']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 961), (0, 961)): 1, (4, 4, (0, 29, 29, 961), (0, 29, 29, 961)): 1, (3, 3, (0, 223, 223), (0, 223, 223)): 1, (6, 6, (0, 223, 223, 961), (0, 223, 223, 961)): 1, (5, 5, (0, 11, 11, 251, 251), (0, 11, 11, 251, 251)): 1}"
"['K15a2455', 'K15a2618']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 887), (0, 887)): 1, (3, 3, (0, 149, 149), (0, 149, 149)): 1, (4, 4, (0, 7, 7, 887), (0, 7, 7, 887)): 1, (5, 5, (0, 7, 7, 7, 7, 11, 11), (0, 7, 7, 7, 7, 11, 11)): 1, (6, 6, (0, 149, 149, 887), (0, 149, 149, 887)): 1}"
"['K15n42574', 'K15n52698']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 67)): 1, (4, 12, (0, 37), (0, 5, 5, 16, 16, 37, 37, 37)): 1, (2, 2, (0, 5, 67), (0, 5, 67)): 1, (3, 3, (0, 5, 5, 16, 16), (0, 5, 5, 16, 16)): 1, (6, 24, (0, 5, 5, 16, 16), (0, 5, 5, 5, 32, 32, 37, 37, 37, 67)): 1, (6, 12, (0, 5, 5, 16, 16, 37), (0, 5, 5, 16, 16, 37, 37, 37)): 1, (4, 4, (0, 5, 11, 11, 67), (0, 5, 11, 11, 67)): 1, (5, 5, (0, 691, 691), (0, 691, 691)): 1, (6, 6, (0, 5, 5, 5, 32, 32, 67), (0, 5, 5, 5, 32, 32, 67)): 1}"
"['K15n95548', 'K15n80700']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 9, 53), (0, 9, 53)): 1, (3, 3, (0, 151, 151), (0, 151, 151)): 1, (4, 4, (0, 9, 31, 31, 53), (0, 9, 31, 31, 53)): 1, (5, 5, (0, 29, 29, 89, 89), (0, 29, 29, 89, 89)): 1, (6, 6, (0, 3, 27, 53, 151, 151), (0, 3, 27, 53, 151, 151)): 1, (3, 6, (0,), (0, 3, 3, 53)): 1, (6, 18, (0, 3, 3, 53, 61, 61), (0, 9, 9, 53, 61, 61, 61, 61, 151, 151)): 1, (6, 6, (0, 3, 3, 53), (0, 3, 3, 53)): 1}"
"['K15a2676', 'K15a2680']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 241, 241), (0, 241, 241)): 1, (2, 2, (0, 929), (0, 929)): 1, (4, 4, (0, 29, 29, 929), (0, 29, 29, 929)): 1, (5, 5, (0, 991, 991), (0, 991, 991)): 1, (6, 6, (0, 241, 241, 929), (0, 241, 241, 929)): 1}"
"['K14n4919', 'K14n4889']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 241), (0, 241)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (4, 4, (0, 13, 13, 241), (0, 13, 13, 241)): 1, (5, 5, (0, 2, 2, 2, 2, 109, 109), (0, 2, 2, 2, 2, 109, 109)): 1, (6, 6, (0, 73, 73, 241), (0, 73, 73, 241)): 1}"
"['K15n119991', 'K15n119283']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 241), (0, 241)): 1, (4, 4, (0, 7, 7, 241), (0, 7, 7, 241)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (6, 6, (0, 7, 7, 241), (0, 7, 7, 241)): 1, (5, 5, (0, 2, 2, 2, 2, 11, 11), (0, 2, 2, 2, 2, 11, 11)): 1}"
"['K15n26674', 'K15n24304']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 331), (0, 331)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (6, 6, (0, 59, 59, 331), (0, 59, 59, 331)): 1, (4, 4, (0, 331), (0, 331)): 1, (5, 5, (0, 4, 4, 4, 4), (0, 4, 4, 4, 4)): 1}"
"['K15n27296', 'K15n27742']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 2, 2, 9), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 9, 9, 9, 9, 19, 19, 19, 19, 19, 25, 25, 25, 25, 25)): 1, (5, 10, (0, 101), (0, 5, 101, 101, 107)): 1, (4, 12, (0, 2, 2, 3, 7), (0, 2, 2, 3, 3, 3, 7, 7, 7, 8, 8, 79, 79)): 1, (6, 60, (0, 2, 2, 2, 4), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 29, 29, 29, 29, 41, 41, 41)): 1, (5, 60, (0, 3, 29), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 29, 29, 29, 29, 41, 41, 41)): 1, (6, 60, (0, 2, 2, 3, 19, 25), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 9, 9, 9, 9, 19, 19, 19, 19, 19, 25, 25, 25, 25, 25)): 1, (2, 2, (0, 5, 107), (0, 5, 107)): 1, (3, 3, (0, 2, 2, 79, 79), (0, 2, 2, 79, 79)): 1, (6, 24, (0, 4, 8, 79, 79), (0, 3, 3, 3, 4, 4, 4, 5, 7, 7, 7, 8, 32, 32, 79, 79, 107)): 1, (4, 4, (0, 5, 23, 23, 107), (0, 5, 23, 23, 107)): 1, (5, 5, (0, 11, 11, 31, 31), (0, 11, 11, 31, 31)): 1, (6, 6, (0, 2, 2, 2, 2, 5, 79, 79, 107), (0, 2, 2, 2, 2, 5, 79, 79, 107)): 1, (6, 12, (0, 3, 4, 4, 7, 79, 79), (0, 2, 2, 3, 3, 3, 7, 7, 7, 8, 8, 79, 79)): 1}"
"['K15n2773', 'K15n2889']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 2, 101), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 7, 11, 11, 19, 101, 101, 101, 101)): 1, (3, 6, (0, 11), (0, 3, 7, 11, 11, 19)): 1, (5, 20, (0, 3, 7), (0, 3, 3, 3, 3, 3, 5, 5, 7, 7, 7, 7, 7, 11, 11, 19)): 1, (2, 2, (0, 3, 7, 19), (0, 3, 7, 19)): 1, (6, 18, (0, 3, 7, 8, 8, 11, 11, 19), (0, 7, 8, 8, 8, 8, 9, 11, 11, 11, 11, 11, 11, 19, 27, 173, 173)): 1, (6, 6, (0, 3, 7, 11, 11, 19), (0, 3, 7, 11, 11, 19)): 1, (3, 3, (0, 173, 173), (0, 173, 173)): 1, (4, 4, (0, 3, 5, 5, 7, 11, 11, 19), (0, 3, 5, 5, 7, 11, 11, 19)): 1, (5, 5, (0, 11, 11, 19, 19, 29, 29), (0, 11, 11, 19, 19, 29, 29)): 1, (6, 6, (0, 7, 9, 19, 27, 173, 173), (0, 7, 9, 19, 27, 173, 173)): 1}"
"['K15n20931', 'K15n19793']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7, 29, 29), (0, 7, 7, 29, 29)): 1, (2, 2, (0, 11, 49), (0, 11, 49)): 1, (4, 4, (0, 11, 49, 53, 53), (0, 11, 49, 53, 53)): 1, (6, 6, (0, 5, 5, 7, 7, 11, 29, 29, 49), (0, 5, 5, 7, 7, 11, 29, 29, 49)): 1, (5, 5, (0, 5981, 5981), (0, 5981, 5981)): 1}"
