group,invariant
"['K15n31396', 'K15n31674']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 397), (0, 397)): 1, (3, 3, (0, 121, 121), (0, 121, 121)): 1, (4, 4, (0, 23, 23, 397), (0, 23, 23, 397)): 1, (5, 5, (0, 1291, 1291), (0, 1291, 1291)): 1, (6, 6, (0, 121, 121, 397), (0, 121, 121, 397)): 1}"
"['K15n4483', 'K15n4278']","{(1, 1, (0,), (0,)): 1, (6, 120, (0, 2, 7, 11), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 13, 13, 13, 17, 17, 17, 17, 23, 23, 23, 23, 23, 23, 25, 25, 25, 83, 127, 127, 127, 127, 127)): 1, (5, 120, (0, 2, 5, 17), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 13, 13, 13, 17, 17, 17, 17, 23, 23, 23, 23, 23, 23, 25, 25, 25, 83, 127, 127, 127, 127, 127)): 1, (4, 12, (0, 2, 2, 5, 7), (0, 2, 2, 5, 5, 5, 7, 7, 7, 8, 8, 17, 17)): 1, (2, 2, (0, 83), (0, 83)): 1, (5, 5, (0,), (0,)): 1, (4, 4, (0, 11, 11, 83), (0, 11, 11, 83)): 1, (3, 3, (0, 2, 2, 17, 17), (0, 2, 2, 17, 17)): 1, (6, 12, (0, 4, 4, 5, 7, 17, 17), (0, 2, 2, 5, 5, 5, 7, 7, 7, 8, 8, 17, 17)): 1, (6, 6, (0, 2, 2, 2, 2, 17, 17, 83), (0, 2, 2, 2, 2, 17, 17, 83)): 1, (6, 24, (0, 3, 4, 7, 8, 17, 17), (0, 3, 3, 3, 4, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 7, 8, 17, 17, 32, 32, 83)): 1}"
"['K15a47159', 'K15a47706']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 7, 7), (0, 5, 7, 7, 7, 7, 163)): 1, (2, 2, (0, 5, 163), (0, 5, 163)): 1, (3, 3, (0, 7, 7, 23, 23), (0, 7, 7, 23, 23)): 1, (4, 4, (0, 5, 11, 11, 163), (0, 5, 11, 11, 163)): 1, (5, 5, (0, 3, 3, 3, 3, 41, 41), (0, 3, 3, 3, 3, 41, 41)): 1, (6, 6, (0, 5, 7, 7, 23, 23, 163), (0, 5, 7, 7, 23, 23, 163)): 1}"
"['K15n55323', 'K15n74430']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 2), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 8, 8, 11, 11, 11, 16, 16, 16, 16, 27, 81, 81, 81, 81)): 1, (5, 20, (0, 29, 193), (0, 3, 3, 5, 5, 17, 29, 29, 29, 29, 31, 193, 193, 193, 193)): 1, (5, 20, (0, 2, 2, 3), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 17, 31)): 1, (2, 2, (0, 17, 31), (0, 17, 31)): 1, (6, 36, (0, 2, 3, 8, 17, 17, 31), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 8, 8, 8, 8, 9, 9, 17, 17, 17, 17, 17, 31, 61, 61, 61, 61)): 1, (6, 36, (0, 3, 17, 31, 61), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 8, 8, 8, 8, 9, 9, 17, 17, 17, 17, 17, 31, 61, 61, 61, 61)): 1, (6, 60, (0, 2, 2, 4, 4, 7, 27), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 8, 8, 11, 11, 11, 16, 16, 16, 16, 27, 81, 81, 81, 81)): 1, (4, 4, (0, 3, 3, 5, 5, 17, 31), (0, 3, 3, 5, 5, 17, 31)): 1, (5, 5, (0, 29, 29), (0, 29, 29)): 1, (3, 3, (0, 137, 137), (0, 137, 137)): 1, (6, 6, (0, 17, 31, 137, 137), (0, 17, 31, 137, 137)): 1}"
"['K15n101794', 'K15n57194']","{(1, 1, (0,), (0,)): 1, (4, 24, (0, 2, 2, 11), (0, 0, 0, 2, 2, 2, 2, 3, 4, 7, 7, 7, 7, 7, 11, 11, 11, 29, 64, 64, 64)): 1, (2, 2, (0, 9, 29), (0, 9, 29)): 1, (4, 24, (0, 2, 2, 5, 9, 41), (0, 0, 0, 2, 2, 2, 2, 3, 4, 5, 5, 5, 7, 7, 9, 9, 9, 29, 32, 32, 32, 41, 41, 41)): 1, (3, 3, (0, 4, 4, 7, 7), (0, 4, 4, 7, 7)): 1, (6, 12, (0, 0, 2, 2, 4, 7, 7, 49), (0, 0, 0, 0, 2, 7, 7, 8, 8, 49, 49, 49)): 1, (6, 6, (0, 0, 0, 2, 2, 3, 7, 7, 29), (0, 0, 0, 2, 2, 3, 7, 7, 29)): 1, (4, 24, (0, 2, 2, 29), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 8, 29, 29, 29, 29, 32, 32)): 1, (6, 24, (0, 2, 2, 4, 4, 7, 7, 29), (0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 7, 7, 16, 16, 29, 29, 29, 29, 49, 49, 49)): 1, (6, 60, (0, 0, 2, 2, 2, 13, 29), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 13, 13, 13, 13, 13, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29)): 1, (4, 12, (0, 0, 2, 49), (0, 0, 0, 0, 2, 7, 7, 8, 8, 49, 49, 49)): 1, (3, 6, (0, 0, 4, 7), (0, 0, 0, 3, 4, 4, 7, 7, 29)): 1, (6, 24, (0, 0, 2, 2, 2, 7, 11), (0, 0, 0, 2, 2, 2, 2, 3, 4, 7, 7, 7, 7, 7, 11, 11, 11, 29, 64, 64, 64)): 1, (6, 24, (0, 0, 2, 4, 7, 8), (0, 0, 0, 2, 2, 2, 2, 3, 4, 5, 5, 5, 7, 7, 9, 9, 9, 29, 32, 32, 32, 41, 41, 41)): 1, (6, 24, (0, 0, 0, 4, 4, 7), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 8, 29, 29, 29, 29, 32, 32)): 1, (6, 24, (0, 0, 2, 2, 2, 5, 7, 9, 41), (0, 0, 0, 2, 2, 2, 2, 3, 4, 5, 5, 5, 7, 7, 9, 9, 9, 29, 32, 32, 32, 41, 41, 41)): 1, (5, 60, (0, 9, 29, 29), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 13, 13, 13, 13, 13, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29)): 1, (6, 24, (0, 0, 2, 2, 7, 8, 29), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 8, 29, 29, 29, 29, 32, 32)): 1, (6, 6, (0, 0, 0, 3, 4, 4, 7, 7, 29), (0, 0, 0, 3, 4, 4, 7, 7, 29)): 1, (6, 24, (0, 0, 2, 4, 7, 7, 16), (0, 0, 0, 2, 2, 2, 2, 3, 4, 7, 7, 7, 7, 7, 11, 11, 11, 29, 64, 64, 64)): 1, (4, 4, (0, 9, 29), (0, 9, 29)): 1, (6, 18, (0, 3, 3, 7, 7, 9, 29), (0, 0, 0, 0, 0, 2, 2, 3, 3, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 9, 29)): 1, (5, 5, (0, 29, 29), (0, 29, 29)): 1}"
"['K15n28827', 'K15n29187']","{(1, 1, (0,), (0,)): 1, (5, 5, (0, 179, 179), (0, 179, 179)): 1, (2, 2, (0, 3, 23), (0, 3, 23)): 1, (3, 3, (0,), (0,)): 1, (6, 6, (0, 3, 3, 3, 23), (0, 3, 3, 3, 23)): 1, (4, 4, (0, 3, 9, 9, 23), (0, 3, 9, 9, 23)): 1, (6, 36, (0, 2, 3, 4, 9, 23), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 9, 9, 9, 9, 9, 9, 9, 13, 13, 13, 13, 23, 27)): 1, (3, 6, (0, 3, 13), (0, 3, 9, 13, 13, 23)): 1, (6, 6, (0, 3, 9, 13, 13, 23), (0, 3, 9, 13, 13, 23)): 1, (6, 18, (0, 9, 23, 27), (0, 3, 9, 13, 13, 23, 27, 27, 81)): 1, (6, 36, (0, 3, 9, 13, 23), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 9, 9, 9, 9, 9, 9, 9, 13, 13, 13, 13, 23, 27)): 1}"
"['K15n13545', 'K15n13090']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 197), (0, 197)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 197), (0, 197)): 1, (5, 5, (0, 2, 2, 2, 2, 61, 61), (0, 2, 2, 2, 2, 61, 61)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5, 5, 5, 5, 5, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 16, 16, 16, 16)): 1, (6, 6, (0, 37, 37, 197), (0, 37, 37, 197)): 1, (6, 60, (0, 2, 5, 16), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5, 5, 5, 5, 5, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 16, 16, 16, 16)): 1}"
"['K14n2958', 'K14n3842']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 4, 8), (0, 4, 4, 4, 4, 5, 5, 8, 8, 8, 8, 227)): 1, (2, 2, (0, 227), (0, 227)): 1, (4, 4, (0, 5, 5, 227), (0, 5, 5, 227)): 1, (5, 20, (0, 13), (0, 5, 5, 13, 13, 13, 13, 227)): 1, (5, 5, (0, 13, 13, 13, 13), (0, 13, 13, 13, 13)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (6, 6, (0, 59, 59, 227), (0, 59, 59, 227)): 1}"
"['K12n309', 'K14n14254']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (5, 20, (0,), (0, 5, 5)): 2, (2, 2, (0,), (0,)): 1, (4, 4, (0, 5, 5), (0, 5, 5)): 1, (6, 6, (0, 7, 7), (0, 7, 7)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1}"
"['K15n123011', 'K15n123003']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 169), (0, 169)): 1, (3, 3, (0, 31, 31), (0, 31, 31)): 1, (4, 4, (0, 169), (0, 169)): 1, (5, 5, (0, 41, 41), (0, 41, 41)): 1, (6, 6, (0, 31, 31, 169), (0, 31, 31, 169)): 1}"
"['K15n22602', 'K15n22951']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 233), (0, 233)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (4, 4, (0, 233), (0, 233)): 1, (5, 5, (0, 269, 269), (0, 269, 269)): 1, (6, 6, (0, 49, 49, 233), (0, 49, 49, 233)): 1}"
"['K15n2001', 'K15n2754']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 647), (0, 647)): 1, (3, 3, (0, 2, 2, 7, 7, 13, 13), (0, 2, 2, 7, 7, 13, 13)): 1, (4, 4, (0, 23, 23, 647), (0, 23, 23, 647)): 1, (5, 5, (0, 499, 499), (0, 499, 499)): 1, (6, 6, (0, 7, 7, 8, 8, 13, 13, 647), (0, 7, 7, 8, 8, 13, 13, 647)): 1, (6, 24, (0, 2, 2, 5, 7, 7, 7, 11, 13, 13), (0, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 11, 11, 11, 13, 13, 109, 109, 109, 647)): 1, (6, 12, (0, 2, 2, 7, 7, 13, 13, 109), (0, 2, 2, 7, 7, 13, 13, 109, 109, 109)): 1, (4, 12, (0, 109), (0, 2, 2, 7, 7, 13, 13, 109, 109, 109)): 1}"
"['K15a6140', 'K15a5948']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 43, 43), (0, 5, 5, 43, 43)): 1, (2, 2, (0, 1063), (0, 1063)): 1, (4, 4, (0, 23, 23, 1063), (0, 23, 23, 1063)): 1, (5, 5, (0, 2141, 2141), (0, 2141, 2141)): 1, (6, 6, (0, 5, 5, 43, 43, 1063), (0, 5, 5, 43, 43, 1063)): 1}"
"['K15n28404', 'K15n23984']","{(1, 1, (0,), (0,)): 1, (5, 10, (0,), (0, 5, 7)): 1, (2, 2, (0, 5, 7), (0, 5, 7)): 1, (3, 3, (0, 101, 101), (0, 101, 101)): 1, (4, 4, (0, 5, 7, 41, 41), (0, 5, 7, 41, 41)): 1, (5, 5, (0, 4, 4, 4, 4, 9, 9, 9, 9), (0, 4, 4, 4, 4, 9, 9, 9, 9)): 1, (6, 6, (0, 5, 5, 5, 7, 101, 101), (0, 5, 5, 5, 7, 101, 101)): 1}"
"['K15a824', 'K15a675']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 929), (0, 929)): 1, (3, 3, (0, 5, 5, 71, 71), (0, 5, 5, 71, 71)): 1, (4, 4, (0, 101, 101, 929), (0, 101, 101, 929)): 1, (5, 5, (0, 24151, 24151), (0, 24151, 24151)): 1, (6, 6, (0, 5, 5, 17, 17, 71, 71, 929), (0, 5, 5, 17, 17, 71, 71, 929)): 1}"
"['K15n25164', 'K15n26219']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 53), (0, 53)): 1, (3, 3, (0, 13, 13), (0, 13, 13)): 1, (4, 4, (0, 53), (0, 53)): 1, (5, 5, (0, 8, 8, 8, 8), (0, 8, 8, 8, 8)): 1, (6, 6, (0, 13, 13, 53), (0, 13, 13, 53)): 1}"
"['K15n12729', 'K15n7821']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 331), (0, 331)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 13, 13, 331), (0, 13, 13, 331)): 1, (5, 5, (0, 3, 3, 3, 3, 59, 59), (0, 3, 3, 3, 3, 59, 59)): 1, (6, 6, (0, 89, 89, 331), (0, 89, 89, 331)): 1}"
"['K15n22244', 'K15n23440']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 353), (0, 353)): 1, (3, 3, (0, 97, 97), (0, 97, 97)): 1, (4, 4, (0, 13, 13, 353), (0, 13, 13, 353)): 1, (5, 5, (0, 131, 131), (0, 131, 131)): 1, (6, 6, (0, 97, 97, 353), (0, 97, 97, 353)): 1}"
"['K15n33979', 'K15n33915']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 4, 9, 13), (0, 2, 2, 2, 2, 4, 4, 4, 4, 5, 5, 9, 9, 9, 9, 13, 13, 13, 13, 31)): 1, (5, 20, (0, 131), (0, 5, 5, 31, 131, 131, 131, 131)): 1, (2, 2, (0, 31), (0, 31)): 1, (3, 3, (0, 5, 5), (0, 5, 5)): 1, (4, 4, (0, 5, 5, 31), (0, 5, 5, 31)): 1, (5, 5, (0, 109, 109), (0, 109, 109)): 1, (6, 6, (0, 5, 5, 5, 5, 31), (0, 5, 5, 5, 5, 31)): 1}"
"['K15a57903', 'K15a57943']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (2, 2, (0, 11, 61), (0, 11, 61)): 1, (4, 4, (0, 11, 61), (0, 11, 61)): 1, (5, 5, (0, 619, 619), (0, 619, 619)): 1, (6, 6, (0, 11, 61, 89, 89), (0, 11, 61, 89, 89)): 1}"
"['K15a6845', 'K15a7454']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 83), (0, 7, 83)): 1, (3, 3, (0, 163, 163), (0, 163, 163)): 1, (4, 4, (0, 7, 23, 23, 83), (0, 7, 23, 23, 83)): 1, (5, 5, (0, 11, 11, 61, 61), (0, 11, 11, 61, 61)): 1, (6, 6, (0, 7, 83, 163, 163), (0, 7, 83, 163, 163)): 1}"
"['K15a5428', 'K15a5367']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 4), (0, 2, 4, 5, 5, 16, 16, 23, 23)): 1, (2, 2, (0, 683), (0, 683)): 1, (3, 3, (0, 2, 2, 5, 5, 23, 23), (0, 2, 2, 5, 5, 23, 23)): 1, (6, 12, (0, 4, 5, 5, 8, 23, 23), (0, 2, 4, 5, 5, 16, 16, 23, 23)): 1, (4, 4, (0, 49, 49, 683), (0, 49, 49, 683)): 1, (5, 5, (0, 5101, 5101), (0, 5101, 5101)): 1, (6, 6, (0, 2, 2, 2, 2, 5, 5, 23, 23, 683), (0, 2, 2, 2, 2, 5, 5, 23, 23, 683)): 1, (6, 24, (0, 0, 4, 5, 5, 23, 23), (0, 0, 0, 0, 2, 2, 2, 5, 5, 8, 8, 23, 23, 683)): 1}"
"['K14a12985', 'K14a13034']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (2, 2, (0, 439), (0, 439)): 1, (4, 4, (0, 439), (0, 439)): 1, (6, 6, (0, 59, 59, 439), (0, 59, 59, 439)): 1, (5, 5, (0, 3, 3, 3, 3), (0, 3, 3, 3, 3)): 1}"
"['K15a56850', 'K15a56849']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 4), (0, 2, 4, 7, 7, 11, 11, 16, 16)): 1, (2, 2, (0, 17, 53), (0, 17, 53)): 1, (4, 4, (0, 7, 7, 17, 53), (0, 7, 7, 17, 53)): 1, (5, 5, (0, 3, 3, 3, 3, 121, 121), (0, 3, 3, 3, 3, 121, 121)): 1, (3, 3, (0, 2, 2, 7, 7, 11, 11), (0, 2, 2, 7, 7, 11, 11)): 1, (6, 12, (0, 4, 7, 7, 8, 11, 11), (0, 2, 4, 7, 7, 11, 11, 16, 16)): 1, (6, 24, (0, 0, 4, 7, 7, 11, 11), (0, 0, 0, 0, 2, 2, 2, 7, 7, 8, 8, 11, 11, 17, 53)): 1, (6, 6, (0, 2, 2, 2, 2, 7, 7, 11, 11, 17, 53), (0, 2, 2, 2, 2, 7, 7, 11, 11, 17, 53)): 1}"
"['K15a1909', 'K15a2519']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 5, 9, 29, 43), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 9, 9, 9, 9, 25, 25, 25, 29, 29, 29, 29, 41, 41, 41, 41, 41, 43, 43, 43, 43, 151, 151, 151)): 1, (3, 3, (0, 7, 7, 19, 19), (0, 7, 7, 19, 19)): 1, (2, 2, (0, 941), (0, 941)): 1, (6, 36, (0, 2, 4, 37, 941), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 37, 37, 37, 37, 89, 89, 89, 89, 941)): 1, (6, 36, (0, 2, 2, 89, 941), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 37, 37, 37, 37, 89, 89, 89, 89, 941)): 1, (5, 5, (0, 659, 659), (0, 659, 659)): 1, (6, 60, (0, 2, 2, 3, 41), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 9, 9, 9, 9, 25, 25, 25, 29, 29, 29, 29, 41, 41, 41, 41, 41, 43, 43, 43, 43, 151, 151, 151)): 1, (4, 4, (0, 3, 3, 941), (0, 3, 3, 941)): 1, (6, 6, (0, 7, 7, 19, 19, 941), (0, 7, 7, 19, 19, 941)): 1}"
"['K15a59750', 'K15a59747']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 223, 223), (0, 223, 223)): 1, (2, 2, (0, 733), (0, 733)): 1, (4, 4, (0, 31, 31, 733), (0, 31, 31, 733)): 1, (5, 5, (0, 659, 659), (0, 659, 659)): 1, (6, 6, (0, 5, 5, 223, 223, 733), (0, 5, 5, 223, 223, 733)): 1}"
"['K15n6705', 'K15n10606']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 167), (0, 167)): 1, (4, 12, (0, 2, 3, 4), (0, 2, 3, 3, 3, 4, 16, 16)): 1, (4, 4, (0, 167), (0, 167)): 1, (3, 3, (0, 2, 2), (0, 2, 2)): 1, (6, 12, (0, 3, 4, 8), (0, 2, 3, 3, 3, 4, 16, 16)): 1, (6, 24, (0, 0, 4, 7), (0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 7, 7, 7, 8, 8, 167)): 1, (6, 6, (0, 2, 2, 2, 2, 167), (0, 2, 2, 2, 2, 167)): 1, (5, 5, (0, 4, 4, 4, 4, 11, 11), (0, 4, 4, 4, 4, 11, 11)): 1}"
"['K15n37031', 'K15n36963']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 19, 19, 19, 19, 19, 79, 79, 79, 81, 243, 243, 243, 243)): 1, (3, 3, (0, 67, 67), (0, 67, 67)): 1, (6, 60, (0, 2, 2, 19, 81), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 19, 19, 19, 19, 19, 79, 79, 79, 81, 243, 243, 243, 243)): 1, (2, 2, (0, 269), (0, 269)): 1, (4, 4, (0, 7, 7, 269), (0, 7, 7, 269)): 1, (6, 6, (0, 67, 67, 269), (0, 67, 67, 269)): 1, (5, 5, (0, 59, 59), (0, 59, 59)): 1}"
