knot,symmetry_group,verified,amphichiral
K15n57350,0,True,False
K15n57351,0,True,False
K15n159585,0,True,False
K15n133245,0,True,False
K15n133248,0,True,False
K15n133251,0,True,False
K15n133255,Z/2,True,False
K15n1404,0,True,False
K15n1407,0,True,False
K15n74154,0,True,False
K15n66462,Z/2,True,False
K15n133275,0,True,False
K15n133276,0,True,False
K15n66464,0,True,False
K15a76788,0,True,False
K13a777,0,True,False
K13a785,0,True,False
K15n150187,0,True,False
K15n94478,0,True,False
K15n66467,0,True,False
K15n94479,0,True,False
K15n94480,0,True,False
K15n94481,0,True,False
K15n66469,0,True,False
K15n66476,0,True,False
K15n66492,0,True,False
K15n66495,0,True,False
K15n66496,0,True,False
K15n94484,0,True,False
K15n150191,Z/2,True,False
K15n74156,0,True,False
K15n66497,0,True,False
K15n66499,0,True,False
K15n57352,0,True,False
K14a19227,0,True,False
K15n112940,0,True,False
K15n112942,0,True,False
K14a19231,0,True,False
K15n112944,0,True,False
K14a19233,0,True,False
K15n112951,0,True,False
K15n57357,Z/2,True,False
K15n57364,0,True,False
K13a787,0,True,False
K15n94485,0,True,False
K15n57370,0,True,False
K15n57371,0,True,False
K15n57374,Z/2,True,False
K15n150196,0,True,False
K15n66501,0,True,False
K15n66510,0,True,False
K15n66511,0,True,False
K15n66515,0,True,False
K15n66516,0,True,False
K15n141953,0,True,False
K15n141954,0,True,False
K15n141959,0,True,False
K15n104141,0,True,False
K15n104142,0,True,False
K15n104148,0,True,False
K15n141964,0,True,False
K15n150203,0,True,False
K15n141966,0,True,False
K15n104149,0,True,False
K15n150204,0,True,False
K15n104152,0,True,False
K14a19234,0,True,False
K14a19237,0,True,False
K15a9451,0,True,False
K15n66520,0,True,False
K15n66524,0,True,False
K15n141969,0,True,False
K15n66526,0,True,False
K15n1412,0,True,False
K15n1415,0,True,False
K15n1416,0,True,False
K15n20470,0,True,False
K15n20476,0,True,False
K15n66528,0,True,False
K15n66529,0,True,False
K15n66530,0,True,False
K15n66535,0,True,False
K13a794,0,True,False
K15n150216,0,True,False
K15n150218,0,True,False
K15n150221,0,True,False
K15n150225,0,True,False
K15n150230,0,True,False
K15n150232,0,True,False
K15n57385,0,True,False
K15n159598,0,True,False
K15n104153,0,True,False
K15n159603,0,True,False
K15n159609,0,True,False
K15n150236,0,True,False
K15n57387,0,True,False
K15n20483,0,True,False
K15n94489,0,True,False
K15n94491,0,True,False
K15n150241,0,True,False
K15n150242,0,True,False
K15n104159,0,True,False
K15n104167,0,True,False
K15n104170,0,True,False
K15n94496,0,True,False
K15n94501,0,True,False
K15n94502,0,True,False
K15n94505,0,True,False
K15n159610,0,True,False
K15n104171,0,True,False
K15n57388,0,True,False
K15n1422,0,True,False
K15n1426,Z/2,True,False
K15n112960,0,True,False
K15n112968,0,True,False
K15n112970,0,True,False
K15n112981,0,True,False
K15a9452,0,True,False
K15n1428,Z/2,True,False
K15n104172,0,True,False
K15n104173,0,True,False
K15n112983,0,True,False
K15n104176,0,True,False
K15n112989,0,True,False
K15n112990,0,True,False
K15n133287,Z/2,True,False
K15n133288,Z/2,True,False
K15n133315,0,True,False
K15n133321,0,True,False
K15n133325,0,True,False
K15n1435,0,True,False
K15n1438,0,True,False
K15n159612,0,True,False
K14a19247,0,True,False
K14a19251,0,True,False
K14a19252,0,True,False
K15n112991,0,True,False
K15n112999,0,True,False
K15n1440,0,True,False
K15n159613,0,True,False
K15n159628,0,True,False
K15n159629,0,True,False
K15n159630,0,True,False
K15n113003,0,True,False
K15n57389,Z/2,True,False
K15n133327,0,True,False
K15n133380,0,True,False
K13a795,0,True,False
K13a797,Z/2,True,False
K15n10651,0,True,False
K15a17599,0,True,False
K15n57390,0,True,False
K15n57392,0,True,False
K14a19255,0,True,False
K15n104180,0,True,False
K15n104183,0,True,False
K15n104184,0,True,False
K15n104187,0,True,False
K15n104192,Z/2,True,False
K15n104193,0,True,False
K15n57393,0,True,False
K15a67825,Z/2,True,False
K15n113011,0,True,False
K15n104197,0,True,False
K15n10653,0,True,False
K15n10658,0,True,False
K15n10663,0,True,False
K15n10664,0,True,False
K15n57394,0,True,False
K15n159631,0,True,False
K15n159636,0,True,False
K15n133383,0,True,False
K15n133384,0,True,False
K15n133385,0,True,False
K15n133386,0,True,False
K15n57398,0,True,False
K15n1443,0,True,False
K14a19266,0,True,False
K15n57399,0,True,False
K15n57402,Z/2,True,False
K15n57404,0,True,False
K15n159640,0,True,False
K15n159642,0,True,False
K15n159645,0,True,False
K15n159646,0,True,False
K15n10667,0,True,False
K15n57408,0,True,False
K15n57409,0,True,False
K15n1447,0,True,False
K15n1452,0,True,False
K15n1455,0,True,False
K15n74165,0,True,False
K15n94520,0,True,False
K14a19269,0,True,False
K15n1457,0,True,False
K15n57410,0,True,False
K14a19274,0,True,False
K15a9464,Z/2,True,False
K15n159647,0,True,False
K15n159652,0,True,False
K15n133389,0,True,False
K15n133390,0,True,False
K15n133406,0,True,False
K15n133413,0,True,False
K15n1459,0,True,False
K15n159653,0,True,False
K15n1460,0,True,False
K15n94523,0,True,False
K15n74167,0,True,False
K15n74170,Z/2,True,False
K15n1462,0,True,False
K15n159654,0,True,False
K15n49034,0,True,False
K15n133416,0,True,False
K13a806,0,True,False
K15n159655,0,True,False
K15n159659,0,True,False
K15n159665,Z/2,True,False
K15n159673,Z/2,True,False
K15n66552,0,True,False
K15n1466,0,True,False
K15n133420,0,True,False
K15n74172,0,True,False
K15n133421,0,True,False
K15n133425,0,True,False
K15n133428,0,True,False
K15n133429,0,True,False
K15n133438,0,True,False
K15n133439,0,True,False
K15n1467,Z/2,True,False
K15n113018,0,True,False
K15n49053,0,True,False
K15n49060,0,True,False
K15n49061,0,True,False
K15n49073,0,True,False
K15n49077,0,True,False
K15n49078,0,True,False
K15n49079,0,True,False
K15n49081,0,True,False
K15n133441,0,True,False
K15n74173,0,True,False
K15n133442,0,True,False
K15n133443,0,True,False
K15n133444,0,True,False
K15n159681,0,True,False
K15n66553,0,True,False
K15n74179,0,True,False
K15n49086,0,True,False
K15n49087,Z/2,True,False
K15n49092,Z/2,True,False
K15n49094,0,True,False
K15n49100,0,True,False
K15n49101,0,True,False
K15n49103,0,True,False
K15n49107,Z/2,True,False
K15n49116,Z/2,True,False
K15n49117,0,True,False
K15n133446,0,True,False
K15n104211,0,True,False
K15n104213,0,True,False
K13a808,Z/2,True,False
K15n49123,0,True,False
K15n104218,0,True,False
K15n1469,0,True,False
K15n49128,0,True,False
K15n49131,0,True,False
K15n49137,0,True,False
K15n1470,Z/2,True,False
K15n49138,0,True,False
K15a17609,0,True,False
K15n1471,0,True,False
K15n1473,0,True,False
K13a814,Z/2,True,False
K15n74181,0,True,False
K14a19281,0,True,False
K14a19284,0,True,False
K14a19288,0,True,False
K15n49144,0,True,False
K13a818,Z/2,True,False
K15n57416,0,True,False
K15n57422,Z/2,True,False
K15n57434,0,True,False
K15n57435,Z/2,True,False
K15n57436,Z/2,True,False
K15n57439,0,True,False
K15a9474,Z/2,True,False
K15n49145,0,True,False
K15n49153,0,True,False
K15n49163,0,True,False
K15n150249,0,True,False
K15n150250,0,True,False
K15n1474,0,True,False
K15n57440,0,True,False
K15n1477,0,True,False
K15n49166,0,True,False
K15n74185,0,True,False
K15n66555,0,True,False
K15n66556,0,True,False
K15n66557,0,True,False
K15n150254,Z/2,True,False
K15n49171,0,True,False
K15n49172,0,True,False
K15n49173,0,True,False
K15n49179,Z/2,True,False
K15n66560,0,True,False
K15n57441,0,True,False
K15n94530,0,True,False
K15n133450,0,True,False
K15n66561,0,True,False
K15n133452,0,True,False
K15n133459,0,True,False
K15n141981,0,True,False
K15n66563,0,True,False
K15n57447,0,True,False
K15n57450,0,True,False
K15n57451,0,True,False
K15n133461,0,True,False
K15n133479,0,True,False
K15n133480,0,True,False
K15n133483,0,True,False
K15n133484,0,True,False
K15n133488,0,True,False
K15n133493,0,True,False
K15n133500,0,True,False
K15n57457,0,True,False
K15n57458,0,True,False
K15n49180,Z/2,True,False
K15n49183,0,True,False
K15n57461,0,True,False
K15n57463,0,True,False
K15n49186,0,True,False
K15a17618,0,True,False
K15n49187,0,True,False
K15n49199,0,True,False
K15n49211,0,True,False
K15n49212,0,True,False
K15n49214,0,True,False
K15n49219,0,True,False
K15n159686,0,True,False
K15n159689,0,True,False
K15n159692,0,True,False
K15n159693,0,True,False
K15n113020,0,True,False
K15n113024,0,True,False
K15n159700,0,True,False
K15n159701,0,True,False
K15n133514,0,True,False
K15n57465,0,True,False
K15n113033,0,True,False
K15n150255,0,True,False
K15n10682,0,True,False
K15n10686,0,True,False
K15n159702,0,True,False
K15n133515,0,True,False
K15n104221,0,True,False
K14a19295,0,True,False
K15n133518,0,True,False
K15n113037,0,True,False
K15n113042,0,True,False
K15n10691,0,True,False
K15n113046,0,True,False
K15n113053,0,True,False
K14a19297,0,True,False
K15n150260,0,True,False
K15n150262,0,True,False
K15n150268,Z/2,True,False
K15n57466,0,True,False
K15n57468,0,True,False
K15n57475,0,True,False
K15n113055,0,True,False
K15n113073,0,True,False
K15n113074,0,True,False
K15n113084,0,True,False
K15n133519,0,True,False
K15n133520,0,True,False
K15n133528,0,True,False
K15n133539,0,True,False
K15n133551,0,True,False
K15n57476,0,True,False
K15n133554,0,True,False
K13a829,Z/2 + Z/2,True,False
K13a833,Z/2,True,False
K15n57477,0,True,False
K15n57486,0,True,False
K15n57488,0,True,False
K15n57489,0,True,False
K15n57493,0,True,False
K15n133564,0,True,False
K15n133566,0,True,False
K15n1481,0,True,False
K15n57494,0,True,False
K15n10692,0,True,False
K14a19302,Z/2 + Z/2,True,False
K14a19305,Z/2 + Z/2,True,False
K15n104224,0,True,False
K15n10695,0,True,False
K15n74188,0,True,False
K15n74189,Z/2,True,False
K15n104226,0,True,False
K15n104227,0,True,False
K15n104229,0,True,False
K15n141999,0,True,False
K15n104235,0,True,False
K15n104240,0,True,False
K15n49226,0,True,False
K15n104243,0,True,False
K15n49227,0,True,False
K15n104245,0,True,False
K15n49237,0,True,False
K15n49239,0,True,False
K13a834,Z/2,True,False
K13a836,Z/2,True,False
K15n104246,0,True,False
K15n104257,0,True,False
K15n1483,0,True,False
K13a840,Z/2,True,False
K15n104259,0,True,False
K15n104262,0,True,False
K15n57495,0,True,False
K15n57496,0,True,False
K15n49242,0,True,False
K15n49246,0,True,False
K15n49247,0,True,False
K15n10701,0,True,False
K13a842,Z/2,True,False
K15n133571,0,True,False
K15n133573,0,True,False
K15n49254,0,True,False
K15n49255,0,True,False
K15n49256,0,True,False
K15n49269,0,True,False
K15n49275,0,True,False
K15n133576,0,True,False
K15n133580,0,True,False
K15n133582,0,True,False
K15n133589,0,True,False
K15n133594,0,True,False
K15n133595,0,True,False
K15n133601,0,True,False
K15n133603,0,True,False
K15n133608,0,True,False
K13a844,Z/2,True,False
K15n1485,0,True,False
K15n1488,0,True,False
K13a846,Z/2,True,False
K15n66575,0,True,False
K15n133613,0,True,False
K15n133614,0,True,False
K15n49277,0,True,False
K15n49279,0,True,False
K15n49280,Z/2,True,False
K15n66579,0,True,False
K15n66582,0,True,False
K15n66594,0,True,False
K14a19306,Z/2 + Z/2,True,False
K15n49281,Z/2,True,False
K15n150272,0,True,False
K15n150280,0,True,False
K15n159712,0,True,False
K15n159715,0,True,False
K15n113095,0,True,False
K15n150282,0,True,False
K15n159738,0,True,False
K15n150283,0,True,False
K15n159739,0,True,False
K15n150285,0,True,False
K15n150290,0,True,False
K15n150291,0,True,False
K15n150298,0,True,False
K15n74201,0,True,False
K15n74204,Z/2,True,False
K15n159743,0,True,False
K15n150304,0,True,False
K15n159751,0,True,False
K15n159754,0,True,False
K15n159756,0,True,False
K15n74205,0,True,False
K15n1489,0,True,False
K15n159757,0,True,False
K15n1491,0,True,False
K15n104264,0,True,False
K15n142013,0,True,False
K15n159759,0,True,False
K15n159764,0,True,False
K15n159768,0,True,False
K15n150305,0,True,False
K15n150307,0,True,False
K15n150309,0,True,False
K15n10702,0,True,False
K15n10705,0,True,False
K15n104266,0,True,False
K15n150310,0,True,False
K15n150312,0,True,False
K15n39083,0,True,False
K15n10706,0,True,False
K15n10707,0,True,False
K15n20554,0,True,False
K15n10712,0,True,False
K15n159779,0,True,False
K15n57500,0,True,False
K15n159781,0,True,False
K15n57501,0,True,False
K15n57521,0,True,False
K15n10714,0,True,False
K15n10717,0,True,False
K15n10726,0,True,False
K15n133615,0,True,False
K15n133625,Z/2,True,False
K15n57522,0,True,False
K15n94538,Z/2,True,False
K15n133629,0,True,False
K15a17620,0,True,False
K15n39086,0,True,False
K15n104267,0,True,False
K15n104268,0,True,False
K15n39087,Z/2,True,False
K15n10727,0,True,False
K15n10729,0,True,False
K15n57523,0,True,False
K15n57531,0,True,False
K15n159783,0,True,False
K15n39089,0,True,False
K15n159790,Z/2,True,False
K15n66597,0,True,False
K15n159795,0,True,False
K15n159812,Z/2,True,False
K15n104269,0,True,False
K15n104270,0,True,False
K15n104278,Z/2,True,False
K15n57532,0,True,False
K15n57533,0,True,False
K15n159814,0,True,False
K15n57534,0,True,False
K15n10731,0,True,False
K15n49289,0,True,False
K15n49297,0,True,False
K15n39092,0,True,False
K15n150316,0,True,False
K15n10735,0,True,False
K15n49304,0,True,False
K15n49306,0,True,False
K15n49308,0,True,False
K15n49311,0,True,False
K15n49333,0,True,False
K15n49334,0,True,False
K15n49341,Z/2,True,False
K15n10744,0,True,False
K15n49344,0,True,False
K15n49345,0,True,False
K15n49347,0,True,False
K15n49352,Z/2,True,False
K15n49363,Z/2,True,False
K15n142016,0,True,False
K15n142024,0,True,False
K15n49366,Z/2,True,False
K15n49367,Z/2,True,False
K15n142028,0,True,False
K15n142030,0,True,False
K15n142031,0,True,False
K15n66598,0,True,False
K15n66601,0,True,False
K15n150336,0,True,False
K15n150342,0,True,False
K15n74208,Z/2,True,False
K15n150350,0,True,False
K15n1506,0,True,False
K15n49368,0,True,False
K15n49374,0,True,False
K15n49379,0,True,False
K15n150362,0,True,False
K15n49383,0,True,False
K15n49400,0,True,False
K15n133641,Z/2,True,False
K15n133643,0,True,False
K15n30035,0,True,False
K15n159817,0,True,False
K15n49403,0,True,False
K15n49404,0,True,False
K15n49414,0,True,False
K15n94547,0,True,False
K15n159820,0,True,False
K15n1512,0,True,False
K15n133648,0,True,False
K15n133657,0,True,False
K15n133658,0,True,False
K15n133667,0,True,False
K15n133670,0,True,False
K15n133675,0,True,False
K15n133678,0,True,False
K15n150369,0,True,False
K15n159827,0,True,False
K15n159828,0,True,False
K15n159833,0,True,False
K15n94555,0,True,False
K15n94560,Z/2,True,False
K15n94561,0,True,False
K15n94566,0,True,False
K15n94577,0,True,False
K15n94579,0,True,False
K14a19320,Z/2 + Z/2,True,False
K15n113105,Z/2,True,False
K15n113106,Z/2,True,False
K14a19323,Z/2 + Z/2,True,False
K14a19324,Z/2 + Z/2,True,False
K15n57537,0,True,False
K15n57541,0,True,False
K14a19327,Z/2 + Z/2,True,False
K15n133679,0,True,False
K14a19332,0,True,False
K15n57549,0,True,False
K15n133680,0,True,False
K15n57553,0,True,False
K15n133683,0,True,False
K15n20566,0,True,False
K15n20570,0,True,False
K15n57560,0,True,False
K15n1514,0,True,False
K15n74209,0,True,False
K15n113109,0,True,False
K15n113113,0,True,False
K15n57563,0,True,False
K15n20574,0,True,False
K15n20576,0,True,False
K15n20580,0,True,False
K15a9494,Z/2,True,False
K15n20585,0,True,False
K15n1519,0,True,False
K15n113114,0,True,False
K15n39097,0,True,False
K15n1528,0,True,False
K15n66604,0,True,False
K15n66606,0,True,False
K15n66612,0,True,False
K15n66613,0,True,False
K15n113117,0,True,False
K15n113122,0,True,False
K15n113123,0,True,False
K15n66614,0,True,False
K15n66616,Z/2,True,False
K15n66618,0,True,False
K15n66624,0,True,False
K15n1530,0,True,False
K14a19334,0,True,False
K15n39104,Z/2,True,False
K15n49417,0,True,False
K15n74211,0,True,False
K15n57579,0,True,False
K15n57580,0,True,False
K15n30037,0,True,False
K15n39108,0,True,False
K15n49421,0,True,False
K15n74218,0,True,False
K15n1531,0,True,False
K15n49428,0,True,False
K15n1538,0,True,False
K15n39114,0,True,False
K15n150385,Z/2,True,False
K15n150393,Z/2,True,False
K15n150395,0,True,False
K15n10748,0,True,False
K15n10751,0,True,False
K15n49430,0,True,False
K15n49431,0,True,False
K15n39118,0,True,False
K15n49435,0,True,False
K15n49438,0,True,False
K15n49442,0,True,False
K15n49447,0,True,False
K15n49452,0,True,False
K15n39120,0,True,False
K15n49457,0,True,False
K15n39122,0,True,False
K15n49459,0,True,False
K15n49462,Z/2,True,False
K15n49464,0,True,False
K15n30041,0,True,False
K15n30048,0,True,False
K15n30049,0,True,False
K15n30054,Z/2,True,False
K15n39130,0,True,False
K15n39135,0,True,False
K15n39138,0,True,False
K15n57581,0,True,False
K15n57582,0,True,False
K15n57584,0,True,False
K15n57585,0,True,False
K14a19337,0,True,False
K14a19338,Z/2 + Z/2,True,False
K15n49465,0,True,False
K13a853,Z/2 + Z/2,True,False
K15n133686,0,True,False
K15n133692,0,True,False
K15n104286,0,True,False
K15n49470,0,True,False
K15n49471,0,True,False
K15n49476,0,True,False
K15n49483,Z/2,True,False
K15n49494,Z/2,True,False
K15n49495,0,True,False
K15n49501,0,True,False
K15n49503,0,True,False
K15n49505,0,True,False
K15n10752,0,True,False
K15n10755,0,True,False
K15n104287,0,True,False
K15n49508,0,True,False
K15n49511,0,True,False
K15n39139,Z/2,True,False
K15n39140,Z/2,True,False
K15n159836,0,True,False
K15n133694,0,True,False
K15n133697,0,True,False
K15n133704,0,True,False
K15n49515,0,True,False
K15n49518,0,True,False
K13a855,0,True,False
K15n133707,0,True,False
K15n133709,0,True,False
K15n133710,0,True,False
K15n10761,0,True,False
K15n104288,Z/2,True,False
K14a9881,0,True,False
K15n104290,0,True,False
K15n104291,0,True,False
K15n104298,0,True,False
K15n49521,0,True,False
K15n57588,0,True,False
K15n104304,0,True,False
K15n57592,0,True,False
K15n57594,0,True,False
K15n133712,0,True,False
K15n133718,0,True,False
K13a857,Z/2 + Z/2,True,False
K13a864,Z/2 + Z/2,True,False
K15n159838,0,True,False
K15n30059,0,True,False
K15n49523,0,True,False
K15n49526,0,True,False
K15n49532,0,True,False
K15n39146,0,True,False
K15n30060,0,True,False
K15n30066,0,True,False
K15n159839,0,True,False
K15n49533,0,True,False
K15n39147,0,True,False
K15n66626,0,True,False
K15n49538,0,True,False
K15n49543,0,True,False
K15n49544,0,True,False
K15n49552,0,True,False
K15n49553,0,True,False
K15n49557,0,True,False
K15n49563,0,True,False
K15n49567,0,True,False
K15n39148,Z/2,True,False
K13a871,Z/2 + Z/2,True,False
K15n30069,0,True,False
K15n39153,Z/2,True,False
K15n150408,0,True,False
K15n133724,0,True,False
K15n66633,0,True,False
K15n66635,0,True,False
K15n150410,0,True,False
K15n66641,0,True,False
K15n66644,0,True,False
K15n66645,Z/2,True,False
K15n133727,0,True,False
K15n133730,0,True,False
K15n133732,0,True,False
K15n49575,0,True,False
K15n39160,0,True,False
K15n94591,0,True,False
K15n49579,0,True,False
K15n94592,0,True,False
K15n30072,0,True,False
K15n150417,0,True,False
K15n133734,0,True,False
K15n133739,0,True,False
K15n49583,0,True,False
K15n150418,0,True,False
K15n150420,0,True,False
K15n150429,0,True,False
K15n150444,0,True,False
K15n150448,0,True,False
K15n150451,0,True,False
K15n150457,0,True,False
K15n49587,0,True,False
K15n49595,0,True,False
K15n94593,0,True,False
K14a19345,0,True,False
K14a19346,0,True,False
K15n94601,0,True,False
K15a9503,Z/2,True,False
K13a872,Z/2,True,False
K15n142057,0,True,False
K15n142063,0,True,False
K15n142064,0,True,False
K15n142065,0,True,False
K15n142067,0,True,False
K15n142069,0,True,False
K15n142080,0,True,False
K15n142082,0,True,False
K15n49597,Z/2,True,False
K15n49600,0,True,False
K15n142085,0,True,False
K15n142089,0,True,False
K14a9887,0,True,False
K15n104316,0,True,False
K15n49601,0,True,False
K15n94604,0,True,False
K15n113142,0,True,False
K15n113147,0,True,False
K15n113153,0,True,False
K14a19348,0,True,False
K15n57596,0,True,False
K15n104323,0,True,False
K15n104334,0,True,False
K15n104358,0,True,False
K13a876,Z/2 + Z/2,True,False
K14a9890,0,True,False
K15n159850,0,True,False
K15n159853,0,True,False
K15n159859,Z/2,True,False
K13a880,Z/2 + Z/2,True,False
K15n133743,0,True,False
K15n133744,0,True,False
K14a19351,0,True,False
K15n133746,0,True,False
K15n57601,0,True,False
K15n57602,0,True,False
K15n57603,0,True,False
K15n20595,0,True,False
K15n20602,0,True,False
K15n66648,0,True,False
K15n66649,0,True,False
K15a9506,Z/2,True,False
K15n133748,0,True,False
K15n39165,0,True,False
K15n57604,0,True,False
K15n57606,Z/2,True,False
K15n57607,0,True,False
K15n57608,0,True,False
K15n57609,0,True,False
K15n57614,0,True,False
K15n133749,0,True,False
K14a19352,0,True,False
K15n39166,0,True,False
K15n30077,0,True,False
K15n30079,0,True,False
K15n150465,0,True,False
K14a19353,0,True,False
K15n150468,0,True,False
K15n142098,0,True,False
K15n142099,0,True,False
K15n133753,0,True,False
K15n133770,0,True,False
K15n133771,0,True,False
K15n142101,0,True,False
K15n74234,0,True,False
K15n142110,0,True,False
K15n142128,Z/2,True,False
K15a67852,0,True,False
K15n57617,0,True,False
K15n57618,0,True,False
K14a19355,0,True,False
K15n74240,0,True,False
K15n10771,0,True,False
K15n159872,0,True,False
K15n133775,0,True,False
K15n133777,0,True,False
K15n133781,0,True,False
K15n133782,0,True,False
K15n133785,0,True,False
K15n113154,0,True,False
K14a19356,0,True,False
K15n159873,0,True,False
K15n159880,0,True,False
K15n159886,0,True,False
K15n159888,0,True,False
K15n159894,0,True,False
K15n142130,0,True,False
K15n133790,0,True,False
K15n133799,0,True,False
K15n133803,0,True,False
K15n133809,0,True,False
K15n66656,0,True,False
K15n133819,0,True,False
K15n66666,0,True,False
K15n66668,Z/2,True,False
K15n104374,0,True,False
K15n104380,Z/2,True,False
K15n10779,0,True,False
K15n10781,0,True,False
K13a883,0,True,False
K15n94611,0,True,False
K15n66669,Z/2,True,False
K15n66673,0,True,False
K15n66675,Z/2,True,False
K15n66676,Z/2,True,False
K15n66679,Z/2,True,False
K15n74241,0,True,False
K15n10783,0,True,False
K15n66680,0,True,False
K15n150481,0,True,False
K15n150485,0,True,False
K15n20606,0,True,False
K15n20609,0,True,False
K15n20611,0,True,False
K15n150488,Z/2,True,False
K15a76833,0,True,False
K15n20615,0,True,False
K15n57628,0,True,False
K15n57635,0,True,False
K15n57636,0,True,False
K15n57642,0,True,False
K15n57647,0,True,False
K15n57652,0,True,False
K14a9896,0,True,False
K15n57656,0,True,False
K15n57665,0,True,False
K15n57666,0,True,False
K15n133820,0,True,False
K15n133821,0,True,False
K15n133822,0,True,False
K15n113162,Z/2,True,False
K15n30086,0,True,False
K15n30091,0,True,False
K15n30097,0,True,False
K15n150493,0,True,False
K15n150495,0,True,False
K14a19361,0,True,False
K15n57676,0,True,False
K15n57677,0,True,False
K15n57688,0,True,False
K14a19368,Z/2 + Z/2,True,False
K14a19369,Z/2 + Z/2,True,False
K15n30101,0,True,False
K15n30115,0,True,False
K15n142136,Z/2,True,False
K15n142145,0,True,False
K15n104388,0,True,False
K15n142148,0,True,False
K15n104389,0,True,False
K15n104398,Z/2,True,False
K14a19371,Z/2 + Z/2,True,False
K14a19373,Z/2 + Z/2,True,False
K15n104402,0,True,False
K15n150502,0,True,False
K15n150510,0,True,False
K15n150511,0,True,False
K15n142154,0,True,False
K15n142159,0,True,False
K15n142162,0,True,False
K15n142174,0,True,False
K15n142176,0,True,False
K15n94613,0,True,False
K15n142181,0,True,False
K15n142183,0,True,False
K15n142191,Z/2,True,False
K15n142198,0,True,False
K15n104405,0,True,False
K15n104411,Z/2,True,False
K15n104413,Z/2,True,False
K15n30118,0,True,False
K15n94615,0,True,False
K15n57693,0,True,False
K15n142206,0,True,False
K15n142215,0,True,False
K15n142220,0,True,False
K15n142227,0,True,False
K15n142229,Z/2,True,False
K15n57696,0,True,False
K15n57697,0,True,False
K14a19375,0,True,False
K15n10787,0,True,False
K15n74248,0,True,False
K15n74250,0,True,False
K15n74252,0,True,False
K15n74254,0,True,False
K15n74255,0,True,False
K15n94620,0,True,False
K15n94625,0,True,False
K15n74256,0,True,False
K15n66687,0,True,False
K15n94627,0,True,False
K15n104429,0,True,False
K15n104430,0,True,False
K15n94629,0,True,False
K15n94632,0,True,False
K15a67860,0,True,False
K15a67865,0,True,False
K15n57700,0,True,False
K15n10793,0,True,False
K15n57701,0,True,False
K15n104432,0,True,False
K15n104433,0,True,False
K15n104435,0,True,False
K14a19378,0,True,False
K15a76835,0,True,False
K15n113165,0,True,False
K15n104442,0,True,False
K15n104446,0,True,False
K15a67867,0,True,False
K15n66693,0,True,False
K15n66695,0,True,False
K15n10795,0,True,False
K15n104449,Z/2,True,False
K15n10799,0,True,False
K15n66696,0,True,False
K15n66701,0,True,False
K15n66711,0,True,False
K15n57710,0,True,False
K15n57723,0,True,False
K15n57724,0,True,False
K15n30177,0,True,False
K15n57726,0,True,False
K15n142237,0,True,False
K15n142242,0,True,False
K14a19389,0,True,False
K15n150516,0,True,False
K14a19392,0,True,False
K14a19394,0,True,False
K14a19397,0,True,False
K14a19398,0,True,False
K14a19401,0,True,False
K15n30183,0,True,False
K14a19404,0,True,False
K14a19409,0,True,False
K14a19411,Z/2 + Z/2,True,False
K15n94633,0,True,False
K15n94635,0,True,False
K15n94645,0,True,False
K15n57727,0,True,False
K15n142243,0,True,False
K15n30185,0,True,False
K15n30188,0,True,False
K15n142250,0,True,False
K15n142260,0,True,False
K15n142264,0,True,False
K15n39177,Z/2,True,False
K15n39178,0,True,False
K15n150517,0,True,False
K15n150520,0,True,False
K14a19412,Z/2 + Z/2,True,False
K14a19415,Z/2 + Z/2,True,False
K14a19417,Z/2 + Z/2,True,False
K14a19430,0,True,False
K15n159903,0,True,False
K15n150524,0,True,False
K15n159908,0,True,False
K15n20625,0,True,False
K15n39180,0,True,False
K15n39183,0,True,False
K15n39187,0,True,False
K15n20628,0,True,False
K15n20634,0,True,False
K15n20643,Z/2,True,False
K15n104455,0,True,False
K15n104459,0,True,False
K15n159911,Z/2,True,False
K15n150529,0,True,False
K15n150530,0,True,False
K15n20644,Z/2,True,False
K15n133833,0,True,False
K15n142273,0,True,False
K15n113172,0,True,False
K14a19434,0,True,False
K15n113177,0,True,False
K15n57730,0,True,False
K15n57740,0,True,False
K15n57744,0,True,False
K15n57745,0,True,False
K15n57751,0,True,False
K15n10803,0,True,False
K15n20645,Z/2,True,False
K15n20648,0,True,False
K15n10804,0,True,False
K15n66723,Z/2,True,False
K14a19435,0,True,False
K15n150538,0,True,False
K15a76845,0,True,False
K15n20651,0,True,False
K15n94647,Z/2,True,False
K15n94651,0,True,False
K15n104463,0,True,False
K15n104471,0,True,False
K15a76848,0,True,False
K15n94652,0,True,False
K15n66724,Z/2,True,False
K15n10805,0,True,False
K15n10808,0,True,False
K15n10812,0,True,False
K15n113181,0,True,False
K15n66732,0,True,False
K15n104472,0,True,False
K15n150539,0,True,False
K15n150544,0,True,False
K15n10818,0,True,False
K15n10822,0,True,False
K15n10824,0,True,False
K15n150551,0,True,False
K15n104473,0,True,False
K15n94655,0,True,False
K15n113185,0,True,False
K15n113186,0,True,False
K15n113195,Z/2,True,False
K15n113196,0,True,False
K15n150553,0,True,False
K15n150557,0,True,False
K15n150558,0,True,False
K15n150574,0,True,False
K15n94659,0,True,False
K15n10827,0,True,False
K15n104474,0,True,False
K15n142277,0,True,False
K15n57760,0,True,False
K15n57761,0,True,False
K15n94663,0,True,False
K15n142278,0,True,False
K15n142279,0,True,False
K15n142289,0,True,False
K15n142293,0,True,False
K15n142299,0,True,False
